id,group,factors,requests,correct,accuracy,question_count,mean_target_probability,mean_confidence,input_tokens,output_tokens,latency_ms,selections
described-windscreen-0,described_transfer,"{""scenario"": ""windscreen"", ""label"": ""drive"", ""cohort"": ""new"", ""reverse"": false}",10,10,1.0,10,0.778,0.557,362,31,299.03999999999996,"{""answer"": {""drive"": 10}}"
described-windscreen-1,described_transfer,"{""scenario"": ""windscreen"", ""label"": ""drive"", ""cohort"": ""new"", ""reverse"": true}",10,10,1.0,10,0.789,0.579,362,31,290.08,"{""answer"": {""drive"": 10}}"
described-paint-0,described_transfer,"{""scenario"": ""paint"", ""label"": ""drive"", ""cohort"": ""new"", ""reverse"": false}",10,10,1.0,10,0.852,0.702,362,31,294.58,"{""answer"": {""drive"": 10}}"
described-paint-1,described_transfer,"{""scenario"": ""paint"", ""label"": ""drive"", ""cohort"": ""new"", ""reverse"": true}",10,10,1.0,10,0.81,0.619,362,31,266.91999999999996,"{""answer"": {""drive"": 10}}"
described-keys-0,described_transfer,"{""scenario"": ""keys"", ""label"": ""walk"", ""cohort"": ""new"", ""reverse"": false}",10,8,0.8,10,0.583,0.185,359,31,315.635,"{""answer"": {""walk"": 8, ""drive"": 2}}"
described-keys-1,described_transfer,"{""scenario"": ""keys"", ""label"": ""walk"", ""cohort"": ""new"", ""reverse"": true}",10,0,0.0,10,0.459,0.085,359,31,294.325,"{""answer"": {""drive"": 10}}"
described-interview-0,described_transfer,"{""scenario"": ""interview"", ""label"": ""walk"", ""cohort"": ""new"", ""reverse"": false}",10,10,1.0,10,1.0,1.0,352,31,306.145,"{""answer"": {""walk"": 10}}"
described-interview-1,described_transfer,"{""scenario"": ""interview"", ""label"": ""walk"", ""cohort"": ""new"", ""reverse"": true}",10,10,1.0,10,1.0,1.0,352,31,287.565,"{""answer"": {""walk"": 10}}"
described-manual-0,described_transfer,"{""scenario"": ""manual"", ""label"": ""walk"", ""cohort"": ""new"", ""reverse"": false}",10,10,1.0,10,1.0,1.0,365,31,322.85,"{""answer"": {""walk"": 10}}"
described-manual-1,described_transfer,"{""scenario"": ""manual"", ""label"": ""walk"", ""cohort"": ""new"", ""reverse"": true}",10,10,1.0,10,1.0,1.0,365,31,286.345,"{""answer"": {""walk"": 10}}"
described-office-0,described_transfer,"{""scenario"": ""office"", ""label"": ""walk"", ""cohort"": ""new"", ""reverse"": false}",10,10,1.0,10,0.978,0.954,362,31,321.965,"{""answer"": {""walk"": 10}}"
described-office-1,described_transfer,"{""scenario"": ""office"", ""label"": ""walk"", ""cohort"": ""new"", ""reverse"": true}",10,10,1.0,10,0.982,0.961,362,31,297.93,"{""answer"": {""walk"": 10}}"
distance-absent,distance,"{""distance"": ""absent""}",20,20,1.0,20,0.9245,0.8505,315,31,301.49,"{""answer"": {""drive"": 20}}"
distance-walk5,distance,"{""distance"": ""walk5""}",20,0,0.0,20,0.0695,0.86,327,31,295.69,"{""answer"": {""walk"": 20}}"
distance-drive5,distance,"{""distance"": ""drive5""}",20,20,1.0,20,1.0,1.0,327,31,294.5,"{""answer"": {""drive"": 20}}"
distance-meters100,distance,"{""distance"": ""meters100""}",20,2,0.1,20,0.46099999999999997,0.1015,327,31,304.0,"{""answer"": {""walk"": 18, ""drive"": 2}}"
distance-km50,distance,"{""distance"": ""km50""}",20,20,1.0,20,1.0,1.0,326,31,276.92499999999995,"{""answer"": {""drive"": 20}}"
replicate-inline-direct,replication,"{""placement"": ""inline"", ""wording"": ""direct""}",25,0,0.0,25,0.1188,0.764,327,31,308.66,"{""answer"": {""walk"": 25}}"
replicate-inline-goal,replication,"{""placement"": ""inline"", ""wording"": ""goal""}",25,14,0.56,25,0.5316,0.1152,338,31,287.14,"{""answer"": {""drive"": 14, ""walk"": 11}}"
replicate-state-direct,replication,"{""placement"": ""state"", ""wording"": ""direct""}",25,0,0.0,25,0.06520000000000001,0.8692,327,31,296.28,"{""answer"": {""walk"": 25}}"
replicate-state-goal,replication,"{""placement"": ""state"", ""wording"": ""goal""}",25,0,0.0,25,0.2444,0.5112,338,31,297.18,"{""answer"": {""walk"": 25}}"
countfollow-straberry-inline-original,count_followup,"{""word"": ""straberry"", ""placement"": ""inline"", ""wording"": ""original""}",15,0,0.0,15,0.37,0.5226666666666667,426,95,321.75,"{""answer"": {""2"": 15}}"
countfollow-straberry-inline-explicit,count_followup,"{""word"": ""straberry"", ""placement"": ""inline"", ""wording"": ""explicit""}",15,14,0.9333333333333333,15,0.4906666666666667,0.43466666666666665,427,95,300.5,"{""answer"": {""3"": 14, ""2"": 1}}"
countfollow-straberry-state-original,count_followup,"{""word"": ""straberry"", ""placement"": ""state"", ""wording"": ""original""}",15,0,0.0,15,0.21133333333333335,0.604,429,95,343.68,"{""answer"": {""2"": 15}}"
countfollow-straberry-state-explicit,count_followup,"{""word"": ""straberry"", ""placement"": ""state"", ""wording"": ""explicit""}",15,15,1.0,15,0.4806666666666667,0.424,430,95,296.51,"{""answer"": {""3"": 15}}"
countfollow-strawberry-inline-original,count_followup,"{""word"": ""strawberry"", ""placement"": ""inline"", ""wording"": ""original""}",15,0,0.0,15,0.09466666666666666,0.794,424,95,299.82,"{""answer"": {""2"": 15}}"
countfollow-strawberry-inline-explicit,count_followup,"{""word"": ""strawberry"", ""placement"": ""inline"", ""wording"": ""explicit""}",15,0,0.0,15,0.39666666666666667,0.492,425,95,306.74,"{""answer"": {""2"": 15}}"
countfollow-strawberry-state-original,count_followup,"{""word"": ""strawberry"", ""placement"": ""state"", ""wording"": ""original""}",15,0,0.0,15,0.14133333333333334,0.6233333333333333,430,95,293.75,"{""answer"": {""2"": 15}}"
countfollow-strawberry-state-explicit,count_followup,"{""word"": ""strawberry"", ""placement"": ""state"", ""wording"": ""explicit""}",15,0,0.0,15,0.42266666666666663,0.45066666666666666,431,95,300.17,"{""answer"": {""2"": 15}}"
evidence-none,evidence,"{""evidence"": ""none""}",20,0,0.0,20,0.07050000000000001,0.857,327,31,294.815,"{""answer"": {""walk"": 20}}"
evidence-facts,evidence,"{""evidence"": ""facts""}",20,20,1.0,20,1.0,1.0,356,31,304.82,"{""answer"": {""drive"": 20}}"
evidence-previous_answers,evidence,"{""evidence"": ""previous_answers""}",20,20,1.0,20,0.834,0.667,357,31,289.975,"{""answer"": {""drive"": 20}}"
