id,group,factors,requests,correct,accuracy,question_count,mean_target_probability,mean_confidence,input_tokens,output_tokens,latency_ms,selections
conditional_truth-0-7-plain,conditional_truth,"{""item"": ""0-7"", ""mode"": ""plain"", ""template"": 0, ""observed"": ""q"", ""value"": true, ""target"": ""q""}",3,3,1.0,3,1.0,0.9933333333333333,393,42,289.8,"{""answer"": {""yes"": 3}}"
conditional_truth-0-7-reversed,conditional_truth,"{""item"": ""0-7"", ""mode"": ""reversed"", ""template"": 0, ""observed"": ""q"", ""value"": true, ""target"": ""q""}",3,3,1.0,3,1.0,1.0,393,42,286.96,"{""answer"": {""yes"": 3}}"
conditional_truth-0-7-explicit,conditional_truth,"{""item"": ""0-7"", ""mode"": ""explicit"", ""template"": 0, ""observed"": ""q"", ""value"": true, ""target"": ""q""}",3,3,1.0,3,1.0,1.0,418,42,286.8,"{""answer"": {""yes"": 3}}"
conditional_truth-1-0-plain,conditional_truth,"{""item"": ""1-0"", ""mode"": ""plain"", ""template"": 1, ""observed"": ""p"", ""value"": false, ""target"": ""p""}",3,3,1.0,3,1.0,1.0,394,42,300.96,"{""answer"": {""no"": 3}}"
conditional_truth-1-0-reversed,conditional_truth,"{""item"": ""1-0"", ""mode"": ""reversed"", ""template"": 1, ""observed"": ""p"", ""value"": false, ""target"": ""p""}",3,3,1.0,3,1.0,1.0,394,42,282.6,"{""answer"": {""no"": 3}}"
conditional_truth-1-0-explicit,conditional_truth,"{""item"": ""1-0"", ""mode"": ""explicit"", ""template"": 1, ""observed"": ""p"", ""value"": false, ""target"": ""p""}",3,3,1.0,3,1.0,1.0,419,42,379.98,"{""answer"": {""no"": 3}}"
conditional_truth-1-1-plain,conditional_truth,"{""item"": ""1-1"", ""mode"": ""plain"", ""template"": 1, ""observed"": ""p"", ""value"": false, ""target"": ""q""}",3,3,1.0,3,1.0,1.0,394,46,254.28,"{""answer"": {""cannot_be_determined"": 3}}"
conditional_truth-1-1-reversed,conditional_truth,"{""item"": ""1-1"", ""mode"": ""reversed"", ""template"": 1, ""observed"": ""p"", ""value"": false, ""target"": ""q""}",3,3,1.0,3,1.0,1.0,394,46,300.12,"{""answer"": {""cannot_be_determined"": 3}}"
conditional_truth-1-1-explicit,conditional_truth,"{""item"": ""1-1"", ""mode"": ""explicit"", ""template"": 1, ""observed"": ""p"", ""value"": false, ""target"": ""q""}",3,3,1.0,3,1.0,1.0,419,46,278.69,"{""answer"": {""cannot_be_determined"": 3}}"
conditional_truth-1-2-plain,conditional_truth,"{""item"": ""1-2"", ""mode"": ""plain"", ""template"": 1, ""observed"": ""p"", ""value"": true, ""target"": ""p""}",3,3,1.0,3,1.0,1.0,393,42,279.84,"{""answer"": {""yes"": 3}}"
conditional_truth-1-2-reversed,conditional_truth,"{""item"": ""1-2"", ""mode"": ""reversed"", ""template"": 1, ""observed"": ""p"", ""value"": true, ""target"": ""p""}",3,3,1.0,3,1.0,1.0,393,42,282.17,"{""answer"": {""yes"": 3}}"
conditional_truth-1-2-explicit,conditional_truth,"{""item"": ""1-2"", ""mode"": ""explicit"", ""template"": 1, ""observed"": ""p"", ""value"": true, ""target"": ""p""}",3,3,1.0,3,1.0,1.0,418,42,293.95,"{""answer"": {""yes"": 3}}"
conditional_truth-1-3-plain,conditional_truth,"{""item"": ""1-3"", ""mode"": ""plain"", ""template"": 1, ""observed"": ""p"", ""value"": true, ""target"": ""q""}",3,3,1.0,3,1.0,1.0,393,42,303.35,"{""answer"": {""yes"": 3}}"
conditional_truth-1-3-reversed,conditional_truth,"{""item"": ""1-3"", ""mode"": ""reversed"", ""template"": 1, ""observed"": ""p"", ""value"": true, ""target"": ""q""}",3,3,1.0,3,1.0,1.0,393,42,305.31,"{""answer"": {""yes"": 3}}"
conditional_truth-1-3-explicit,conditional_truth,"{""item"": ""1-3"", ""mode"": ""explicit"", ""template"": 1, ""observed"": ""p"", ""value"": true, ""target"": ""q""}",3,3,1.0,3,1.0,1.0,418,42,318.29,"{""answer"": {""yes"": 3}}"
conditional_truth-1-4-plain,conditional_truth,"{""item"": ""1-4"", ""mode"": ""plain"", ""template"": 1, ""observed"": ""q"", ""value"": false, ""target"": ""p""}",3,3,1.0,3,0.9933333333333333,0.99,394,42,309.23,"{""answer"": {""no"": 3}}"
conditional_truth-1-4-reversed,conditional_truth,"{""item"": ""1-4"", ""mode"": ""reversed"", ""template"": 1, ""observed"": ""q"", ""value"": false, ""target"": ""p""}",3,3,1.0,3,0.99,0.99,394,42,305.8,"{""answer"": {""no"": 3}}"
conditional_truth-1-4-explicit,conditional_truth,"{""item"": ""1-4"", ""mode"": ""explicit"", ""template"": 1, ""observed"": ""q"", ""value"": false, ""target"": ""p""}",3,3,1.0,3,0.99,0.9833333333333333,419,42,337.44,"{""answer"": {""no"": 3}}"
conditional_truth-1-5-plain,conditional_truth,"{""item"": ""1-5"", ""mode"": ""plain"", ""template"": 1, ""observed"": ""q"", ""value"": false, ""target"": ""q""}",3,3,1.0,3,1.0,1.0,394,42,396.07,"{""answer"": {""no"": 3}}"
conditional_truth-1-5-reversed,conditional_truth,"{""item"": ""1-5"", ""mode"": ""reversed"", ""template"": 1, ""observed"": ""q"", ""value"": false, ""target"": ""q""}",3,3,1.0,3,1.0,1.0,394,42,279.85,"{""answer"": {""no"": 3}}"
conditional_truth-1-5-explicit,conditional_truth,"{""item"": ""1-5"", ""mode"": ""explicit"", ""template"": 1, ""observed"": ""q"", ""value"": false, ""target"": ""q""}",3,3,1.0,3,1.0,1.0,419,42,276.29,"{""answer"": {""no"": 3}}"
conditional_truth-1-6-plain,conditional_truth,"{""item"": ""1-6"", ""mode"": ""plain"", ""template"": 1, ""observed"": ""q"", ""value"": true, ""target"": ""p""}",3,3,1.0,3,1.0,1.0,393,46,275.11,"{""answer"": {""cannot_be_determined"": 3}}"
conditional_truth-1-6-reversed,conditional_truth,"{""item"": ""1-6"", ""mode"": ""reversed"", ""template"": 1, ""observed"": ""q"", ""value"": true, ""target"": ""p""}",3,3,1.0,3,1.0,1.0,393,46,354.65,"{""answer"": {""cannot_be_determined"": 3}}"
conditional_truth-1-6-explicit,conditional_truth,"{""item"": ""1-6"", ""mode"": ""explicit"", ""template"": 1, ""observed"": ""q"", ""value"": true, ""target"": ""p""}",3,3,1.0,3,1.0,1.0,418,46,387.24,"{""answer"": {""cannot_be_determined"": 3}}"
conditional_truth-1-7-plain,conditional_truth,"{""item"": ""1-7"", ""mode"": ""plain"", ""template"": 1, ""observed"": ""q"", ""value"": true, ""target"": ""q""}",3,3,1.0,3,1.0,0.9966666666666667,393,42,288.77,"{""answer"": {""yes"": 3}}"
conditional_truth-1-7-reversed,conditional_truth,"{""item"": ""1-7"", ""mode"": ""reversed"", ""template"": 1, ""observed"": ""q"", ""value"": true, ""target"": ""q""}",3,3,1.0,3,1.0,0.9933333333333333,393,42,333.12,"{""answer"": {""yes"": 3}}"
conditional_truth-1-7-explicit,conditional_truth,"{""item"": ""1-7"", ""mode"": ""explicit"", ""template"": 1, ""observed"": ""q"", ""value"": true, ""target"": ""q""}",3,3,1.0,3,1.0,0.9966666666666667,418,42,308.55,"{""answer"": {""yes"": 3}}"
conditional_truth-2-0-plain,conditional_truth,"{""item"": ""2-0"", ""mode"": ""plain"", ""template"": 2, ""observed"": ""p"", ""value"": false, ""target"": ""p""}",3,3,1.0,3,1.0,1.0,394,42,285.05,"{""answer"": {""no"": 3}}"
conditional_truth-2-0-reversed,conditional_truth,"{""item"": ""2-0"", ""mode"": ""reversed"", ""template"": 2, ""observed"": ""p"", ""value"": false, ""target"": ""p""}",3,3,1.0,3,1.0,1.0,394,42,346.1,"{""answer"": {""no"": 3}}"
conditional_truth-2-0-explicit,conditional_truth,"{""item"": ""2-0"", ""mode"": ""explicit"", ""template"": 2, ""observed"": ""p"", ""value"": false, ""target"": ""p""}",3,3,1.0,3,1.0,1.0,419,42,427.9,"{""answer"": {""no"": 3}}"
conditional_truth-2-1-plain,conditional_truth,"{""item"": ""2-1"", ""mode"": ""plain"", ""template"": 2, ""observed"": ""p"", ""value"": false, ""target"": ""q""}",3,3,1.0,3,1.0,1.0,394,46,348.68,"{""answer"": {""cannot_be_determined"": 3}}"
conditional_truth-2-1-reversed,conditional_truth,"{""item"": ""2-1"", ""mode"": ""reversed"", ""template"": 2, ""observed"": ""p"", ""value"": false, ""target"": ""q""}",3,3,1.0,3,1.0,1.0,394,46,384.25,"{""answer"": {""cannot_be_determined"": 3}}"
conditional_truth-2-1-explicit,conditional_truth,"{""item"": ""2-1"", ""mode"": ""explicit"", ""template"": 2, ""observed"": ""p"", ""value"": false, ""target"": ""q""}",3,3,1.0,3,1.0,1.0,419,46,331.11,"{""answer"": {""cannot_be_determined"": 3}}"
conditional_truth-2-2-plain,conditional_truth,"{""item"": ""2-2"", ""mode"": ""plain"", ""template"": 2, ""observed"": ""p"", ""value"": true, ""target"": ""p""}",3,3,1.0,3,1.0,1.0,393,42,295.36,"{""answer"": {""yes"": 3}}"
conditional_truth-2-2-reversed,conditional_truth,"{""item"": ""2-2"", ""mode"": ""reversed"", ""template"": 2, ""observed"": ""p"", ""value"": true, ""target"": ""p""}",3,3,1.0,3,1.0,1.0,393,42,347.04,"{""answer"": {""yes"": 3}}"
conditional_truth-2-2-explicit,conditional_truth,"{""item"": ""2-2"", ""mode"": ""explicit"", ""template"": 2, ""observed"": ""p"", ""value"": true, ""target"": ""p""}",3,3,1.0,3,1.0,1.0,418,42,323.3,"{""answer"": {""yes"": 3}}"
conditional_truth-2-3-plain,conditional_truth,"{""item"": ""2-3"", ""mode"": ""plain"", ""template"": 2, ""observed"": ""p"", ""value"": true, ""target"": ""q""}",3,3,1.0,3,1.0,1.0,393,42,309.69,"{""answer"": {""yes"": 3}}"
conditional_truth-2-3-reversed,conditional_truth,"{""item"": ""2-3"", ""mode"": ""reversed"", ""template"": 2, ""observed"": ""p"", ""value"": true, ""target"": ""q""}",3,3,1.0,3,1.0,1.0,393,42,287.22,"{""answer"": {""yes"": 3}}"
conditional_truth-2-3-explicit,conditional_truth,"{""item"": ""2-3"", ""mode"": ""explicit"", ""template"": 2, ""observed"": ""p"", ""value"": true, ""target"": ""q""}",3,3,1.0,3,1.0,1.0,418,42,352.27,"{""answer"": {""yes"": 3}}"
conditional_truth-2-4-plain,conditional_truth,"{""item"": ""2-4"", ""mode"": ""plain"", ""template"": 2, ""observed"": ""q"", ""value"": false, ""target"": ""p""}",3,3,1.0,3,0.9966666666666667,0.99,394,42,301.97,"{""answer"": {""no"": 3}}"
conditional_truth-2-4-reversed,conditional_truth,"{""item"": ""2-4"", ""mode"": ""reversed"", ""template"": 2, ""observed"": ""q"", ""value"": false, ""target"": ""p""}",3,3,1.0,3,0.99,0.99,394,42,322.65,"{""answer"": {""no"": 3}}"
conditional_truth-2-4-explicit,conditional_truth,"{""item"": ""2-4"", ""mode"": ""explicit"", ""template"": 2, ""observed"": ""q"", ""value"": false, ""target"": ""p""}",3,3,1.0,3,0.99,0.99,419,42,301.85,"{""answer"": {""no"": 3}}"
conditional_truth-2-5-plain,conditional_truth,"{""item"": ""2-5"", ""mode"": ""plain"", ""template"": 2, ""observed"": ""q"", ""value"": false, ""target"": ""q""}",3,3,1.0,3,1.0,1.0,394,42,295.58,"{""answer"": {""no"": 3}}"
conditional_truth-2-5-reversed,conditional_truth,"{""item"": ""2-5"", ""mode"": ""reversed"", ""template"": 2, ""observed"": ""q"", ""value"": false, ""target"": ""q""}",3,3,1.0,3,1.0,1.0,394,42,298.26,"{""answer"": {""no"": 3}}"
conditional_truth-2-5-explicit,conditional_truth,"{""item"": ""2-5"", ""mode"": ""explicit"", ""template"": 2, ""observed"": ""q"", ""value"": false, ""target"": ""q""}",3,3,1.0,3,1.0,1.0,419,42,295.82,"{""answer"": {""no"": 3}}"
conditional_truth-2-6-plain,conditional_truth,"{""item"": ""2-6"", ""mode"": ""plain"", ""template"": 2, ""observed"": ""q"", ""value"": true, ""target"": ""p""}",3,3,1.0,3,1.0,1.0,393,46,351.76,"{""answer"": {""cannot_be_determined"": 3}}"
conditional_truth-2-6-reversed,conditional_truth,"{""item"": ""2-6"", ""mode"": ""reversed"", ""template"": 2, ""observed"": ""q"", ""value"": true, ""target"": ""p""}",3,3,1.0,3,1.0,1.0,393,46,288.09,"{""answer"": {""cannot_be_determined"": 3}}"
conditional_truth-2-6-explicit,conditional_truth,"{""item"": ""2-6"", ""mode"": ""explicit"", ""template"": 2, ""observed"": ""q"", ""value"": true, ""target"": ""p""}",3,3,1.0,3,1.0,1.0,418,46,304.38,"{""answer"": {""cannot_be_determined"": 3}}"
conditional_truth-2-7-plain,conditional_truth,"{""item"": ""2-7"", ""mode"": ""plain"", ""template"": 2, ""observed"": ""q"", ""value"": true, ""target"": ""q""}",3,3,1.0,3,0.9966666666666667,0.99,393,42,317.56,"{""answer"": {""yes"": 3}}"
conditional_truth-2-7-reversed,conditional_truth,"{""item"": ""2-7"", ""mode"": ""reversed"", ""template"": 2, ""observed"": ""q"", ""value"": true, ""target"": ""q""}",3,3,1.0,3,0.99,0.9833333333333333,393,42,332.95,"{""answer"": {""yes"": 3}}"
conditional_truth-2-7-explicit,conditional_truth,"{""item"": ""2-7"", ""mode"": ""explicit"", ""template"": 2, ""observed"": ""q"", ""value"": true, ""target"": ""q""}",3,3,1.0,3,0.99,0.99,418,42,292.97,"{""answer"": {""yes"": 3}}"
conditional_truth-3-0-plain,conditional_truth,"{""item"": ""3-0"", ""mode"": ""plain"", ""template"": 3, ""observed"": ""p"", ""value"": false, ""target"": ""p""}",3,3,1.0,3,1.0,1.0,394,42,267.57,"{""answer"": {""no"": 3}}"
conditional_truth-3-0-reversed,conditional_truth,"{""item"": ""3-0"", ""mode"": ""reversed"", ""template"": 3, ""observed"": ""p"", ""value"": false, ""target"": ""p""}",3,3,1.0,3,1.0,1.0,394,42,291.39,"{""answer"": {""no"": 3}}"
conditional_truth-3-0-explicit,conditional_truth,"{""item"": ""3-0"", ""mode"": ""explicit"", ""template"": 3, ""observed"": ""p"", ""value"": false, ""target"": ""p""}",3,3,1.0,3,1.0,1.0,419,42,304.19,"{""answer"": {""no"": 3}}"
conditional_truth-3-1-plain,conditional_truth,"{""item"": ""3-1"", ""mode"": ""plain"", ""template"": 3, ""observed"": ""p"", ""value"": false, ""target"": ""q""}",3,3,1.0,3,1.0,1.0,394,46,306.17,"{""answer"": {""cannot_be_determined"": 3}}"
conditional_truth-3-1-reversed,conditional_truth,"{""item"": ""3-1"", ""mode"": ""reversed"", ""template"": 3, ""observed"": ""p"", ""value"": false, ""target"": ""q""}",3,3,1.0,3,1.0,1.0,394,46,303.38,"{""answer"": {""cannot_be_determined"": 3}}"
conditional_truth-3-1-explicit,conditional_truth,"{""item"": ""3-1"", ""mode"": ""explicit"", ""template"": 3, ""observed"": ""p"", ""value"": false, ""target"": ""q""}",3,3,1.0,3,1.0,1.0,419,46,295.91,"{""answer"": {""cannot_be_determined"": 3}}"
conditional_truth-3-2-plain,conditional_truth,"{""item"": ""3-2"", ""mode"": ""plain"", ""template"": 3, ""observed"": ""p"", ""value"": true, ""target"": ""p""}",3,3,1.0,3,1.0,1.0,393,42,313.02,"{""answer"": {""yes"": 3}}"
conditional_truth-3-2-reversed,conditional_truth,"{""item"": ""3-2"", ""mode"": ""reversed"", ""template"": 3, ""observed"": ""p"", ""value"": true, ""target"": ""p""}",3,3,1.0,3,1.0,1.0,393,42,319.41,"{""answer"": {""yes"": 3}}"
conditional_truth-3-2-explicit,conditional_truth,"{""item"": ""3-2"", ""mode"": ""explicit"", ""template"": 3, ""observed"": ""p"", ""value"": true, ""target"": ""p""}",3,3,1.0,3,1.0,1.0,418,42,306.48,"{""answer"": {""yes"": 3}}"
conditional_truth-3-3-plain,conditional_truth,"{""item"": ""3-3"", ""mode"": ""plain"", ""template"": 3, ""observed"": ""p"", ""value"": true, ""target"": ""q""}",3,3,1.0,3,1.0,1.0,393,42,351.81,"{""answer"": {""yes"": 3}}"
conditional_truth-3-3-reversed,conditional_truth,"{""item"": ""3-3"", ""mode"": ""reversed"", ""template"": 3, ""observed"": ""p"", ""value"": true, ""target"": ""q""}",3,3,1.0,3,1.0,1.0,393,42,314.02,"{""answer"": {""yes"": 3}}"
conditional_truth-3-3-explicit,conditional_truth,"{""item"": ""3-3"", ""mode"": ""explicit"", ""template"": 3, ""observed"": ""p"", ""value"": true, ""target"": ""q""}",3,3,1.0,3,1.0,1.0,418,42,290.3,"{""answer"": {""yes"": 3}}"
conditional_truth-3-4-plain,conditional_truth,"{""item"": ""3-4"", ""mode"": ""plain"", ""template"": 3, ""observed"": ""q"", ""value"": false, ""target"": ""p""}",3,3,1.0,3,1.0,0.9966666666666667,394,42,329.3,"{""answer"": {""no"": 3}}"
conditional_truth-3-4-reversed,conditional_truth,"{""item"": ""3-4"", ""mode"": ""reversed"", ""template"": 3, ""observed"": ""q"", ""value"": false, ""target"": ""p""}",3,3,1.0,3,0.9966666666666667,0.99,394,42,265.31,"{""answer"": {""no"": 3}}"
conditional_truth-3-4-explicit,conditional_truth,"{""item"": ""3-4"", ""mode"": ""explicit"", ""template"": 3, ""observed"": ""q"", ""value"": false, ""target"": ""p""}",3,3,1.0,3,1.0,0.9933333333333333,419,42,380.44,"{""answer"": {""no"": 3}}"
conditional_truth-3-5-plain,conditional_truth,"{""item"": ""3-5"", ""mode"": ""plain"", ""template"": 3, ""observed"": ""q"", ""value"": false, ""target"": ""q""}",3,3,1.0,3,1.0,1.0,394,42,292.01,"{""answer"": {""no"": 3}}"
conditional_truth-3-5-reversed,conditional_truth,"{""item"": ""3-5"", ""mode"": ""reversed"", ""template"": 3, ""observed"": ""q"", ""value"": false, ""target"": ""q""}",3,3,1.0,3,1.0,1.0,394,42,309.19,"{""answer"": {""no"": 3}}"
conditional_truth-3-5-explicit,conditional_truth,"{""item"": ""3-5"", ""mode"": ""explicit"", ""template"": 3, ""observed"": ""q"", ""value"": false, ""target"": ""q""}",3,3,1.0,3,1.0,1.0,419,42,327.04,"{""answer"": {""no"": 3}}"
conditional_truth-3-6-plain,conditional_truth,"{""item"": ""3-6"", ""mode"": ""plain"", ""template"": 3, ""observed"": ""q"", ""value"": true, ""target"": ""p""}",3,3,1.0,3,1.0,1.0,393,46,295.16,"{""answer"": {""cannot_be_determined"": 3}}"
conditional_truth-3-6-reversed,conditional_truth,"{""item"": ""3-6"", ""mode"": ""reversed"", ""template"": 3, ""observed"": ""q"", ""value"": true, ""target"": ""p""}",3,3,1.0,3,1.0,1.0,393,46,302.99,"{""answer"": {""cannot_be_determined"": 3}}"
conditional_truth-3-6-explicit,conditional_truth,"{""item"": ""3-6"", ""mode"": ""explicit"", ""template"": 3, ""observed"": ""q"", ""value"": true, ""target"": ""p""}",3,3,1.0,3,1.0,1.0,418,46,376.48,"{""answer"": {""cannot_be_determined"": 3}}"
conditional_truth-3-7-plain,conditional_truth,"{""item"": ""3-7"", ""mode"": ""plain"", ""template"": 3, ""observed"": ""q"", ""value"": true, ""target"": ""q""}",3,3,1.0,3,1.0,0.9933333333333333,393,42,305.47,"{""answer"": {""yes"": 3}}"
conditional_truth-3-7-reversed,conditional_truth,"{""item"": ""3-7"", ""mode"": ""reversed"", ""template"": 3, ""observed"": ""q"", ""value"": true, ""target"": ""q""}",3,3,1.0,3,1.0,1.0,393,42,304.81,"{""answer"": {""yes"": 3}}"
conditional_truth-3-7-explicit,conditional_truth,"{""item"": ""3-7"", ""mode"": ""explicit"", ""template"": 3, ""observed"": ""q"", ""value"": true, ""target"": ""q""}",3,3,1.0,3,1.0,0.9966666666666667,418,42,314.1,"{""answer"": {""yes"": 3}}"
conditional_truth-4-0-plain,conditional_truth,"{""item"": ""4-0"", ""mode"": ""plain"", ""template"": 4, ""observed"": ""p"", ""value"": false, ""target"": ""p""}",3,3,1.0,3,1.0,1.0,394,42,375.85,"{""answer"": {""no"": 3}}"
conditional_truth-4-0-reversed,conditional_truth,"{""item"": ""4-0"", ""mode"": ""reversed"", ""template"": 4, ""observed"": ""p"", ""value"": false, ""target"": ""p""}",3,3,1.0,3,1.0,1.0,394,42,281.4,"{""answer"": {""no"": 3}}"
conditional_truth-4-0-explicit,conditional_truth,"{""item"": ""4-0"", ""mode"": ""explicit"", ""template"": 4, ""observed"": ""p"", ""value"": false, ""target"": ""p""}",3,3,1.0,3,1.0,1.0,419,42,341.89,"{""answer"": {""no"": 3}}"
conditional_truth-4-1-plain,conditional_truth,"{""item"": ""4-1"", ""mode"": ""plain"", ""template"": 4, ""observed"": ""p"", ""value"": false, ""target"": ""q""}",3,3,1.0,3,1.0,1.0,394,46,309.08,"{""answer"": {""cannot_be_determined"": 3}}"
conditional_truth-4-1-reversed,conditional_truth,"{""item"": ""4-1"", ""mode"": ""reversed"", ""template"": 4, ""observed"": ""p"", ""value"": false, ""target"": ""q""}",3,3,1.0,3,1.0,1.0,394,46,271.2,"{""answer"": {""cannot_be_determined"": 3}}"
conditional_truth-4-1-explicit,conditional_truth,"{""item"": ""4-1"", ""mode"": ""explicit"", ""template"": 4, ""observed"": ""p"", ""value"": false, ""target"": ""q""}",3,3,1.0,3,1.0,1.0,419,46,390.77,"{""answer"": {""cannot_be_determined"": 3}}"
conditional_truth-4-2-plain,conditional_truth,"{""item"": ""4-2"", ""mode"": ""plain"", ""template"": 4, ""observed"": ""p"", ""value"": true, ""target"": ""p""}",3,3,1.0,3,1.0,1.0,393,42,338.77,"{""answer"": {""yes"": 3}}"
conditional_truth-4-2-reversed,conditional_truth,"{""item"": ""4-2"", ""mode"": ""reversed"", ""template"": 4, ""observed"": ""p"", ""value"": true, ""target"": ""p""}",3,3,1.0,3,1.0,1.0,393,42,407.07,"{""answer"": {""yes"": 3}}"
conditional_truth-4-2-explicit,conditional_truth,"{""item"": ""4-2"", ""mode"": ""explicit"", ""template"": 4, ""observed"": ""p"", ""value"": true, ""target"": ""p""}",3,3,1.0,3,1.0,1.0,418,42,369.73,"{""answer"": {""yes"": 3}}"
