case_id,group,trial,question,expected,choice,correct,confidence,target_probability,top_probability,brier
exact_count-2-False-plain,exact_count,32,answer,3,2,False,0.82,0.02,0.84,1.6855999999999998
long_tracking-32-1-reversed,long_tracking,33,answer,hall,hall,True,1.0,1.0,1.0,0.0
conditional_truth-1-7-plain,conditional_truth,34,answer,yes,yes,True,1.0,1.0,1.0,0.0
conditional_truth-5-6-reversed,conditional_truth,35,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
conditional_truth-1-6-plain,conditional_truth,36,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
conditional_truth-7-2-explicit,conditional_truth,37,answer,yes,yes,True,1.0,1.0,1.0,0.0
conditional_truth-5-5-reversed,conditional_truth,38,answer,no,no,True,1.0,1.0,1.0,0.0
conditional_truth-0-7-plain,conditional_truth,39,answer,yes,yes,True,0.99,1.0,1.0,0.0
exact_count-3-False-reversed,exact_count,40,answer,3,3,True,0.61,0.65,0.65,0.2254
exact_count-6-True-plain,exact_count,41,answer,4,5,False,0.79,0.16,0.82,1.3783999999999998
conditional_truth-3-3-reversed,conditional_truth,42,answer,yes,yes,True,1.0,1.0,1.0,0.0
long_tracking-4-1-explicit,long_tracking,43,answer,kitchen,kitchen,True,1.0,1.0,1.0,0.0
multistep_math-0-False-reversed,multistep_math,44,answer,21,21,True,0.79,0.85,0.85,0.0362
conditional_truth-4-6-plain,conditional_truth,45,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
conditional_truth-3-5-explicit,conditional_truth,46,answer,no,no,True,1.0,1.0,1.0,0.0
conditional_truth-1-6-reversed,conditional_truth,47,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
conditional_truth-6-4-explicit,conditional_truth,48,answer,no,no,True,1.0,1.0,1.0,0.0
conditional_truth-1-0-explicit,conditional_truth,49,answer,no,no,True,1.0,1.0,1.0,0.0
conditional_truth-7-7-explicit,conditional_truth,50,answer,yes,yes,True,1.0,1.0,1.0,0.0
multistep_math-3-True-reversed,multistep_math,51,answer,280,242,False,0.79,0.09,0.85,1.5542
exact_count-5-False-plain,exact_count,52,answer,4,3,False,0.47,0.12,0.54,1.1686
exact_count-6-True-explicit,exact_count,53,answer,4,5,False,0.83,0.13,0.86,1.4966
exact_count-5-True-explicit,exact_count,54,answer,4,4,True,0.49,0.55,0.55,0.2935
conditional_truth-1-7-plain,conditional_truth,55,answer,yes,yes,True,0.99,1.0,1.0,0.0
long_tracking-12-1-explicit,long_tracking,56,answer,hall,hall,True,1.0,1.0,1.0,0.0
multistep_math-5-False-reversed,multistep_math,57,answer,2741,2625,False,0.57,0.27,0.68,0.9978
exact_count-8-False-plain,exact_count,58,answer,4,3,False,0.7,0.06,0.73,1.4464
conditional_truth-0-5-explicit,conditional_truth,59,answer,no,no,True,1.0,1.0,1.0,0.0
conditional_truth-0-2-reversed,conditional_truth,60,answer,yes,yes,True,1.0,1.0,1.0,0.0
conditional_truth-6-3-reversed,conditional_truth,61,answer,yes,yes,True,1.0,1.0,1.0,0.0
exact_count-7-False-plain,exact_count,62,answer,3,3,True,0.58,0.63,0.63,0.2406
conditional_truth-2-3-explicit,conditional_truth,63,answer,yes,yes,True,1.0,1.0,1.0,0.0
exact_count-4-False-reversed,exact_count,64,answer,3,2,False,0.59,0.26,0.64,0.9654
conditional_truth-7-1-reversed,conditional_truth,65,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
long_tracking-4-1-explicit,long_tracking,66,answer,kitchen,kitchen,True,1.0,1.0,1.0,0.0
conditional_truth-7-1-plain,conditional_truth,67,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
conditional_truth-5-6-plain,conditional_truth,68,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
multistep_math-5-False-explicit,multistep_math,69,answer,2741,2741,True,0.34,0.5,0.5,0.3966
conditional_truth-7-4-explicit,conditional_truth,70,answer,no,no,True,1.0,1.0,1.0,0.0
exact_count-3-False-explicit,exact_count,71,answer,3,2,False,0.45,0.46,0.51,0.5522
exact_count-1-True-explicit,exact_count,72,answer,2,2,True,0.92,0.93,0.93,0.006899999999999993
conditional_truth-3-0-plain,conditional_truth,73,answer,no,no,True,1.0,1.0,1.0,0.0
multistep_math-0-False-explicit,multistep_math,74,answer,21,21,True,0.73,0.8,0.8,0.06979999999999999
conditional_truth-0-2-plain,conditional_truth,75,answer,yes,yes,True,1.0,1.0,1.0,0.0
conditional_truth-4-0-explicit,conditional_truth,76,answer,no,no,True,1.0,1.0,1.0,0.0
conditional_truth-2-6-reversed,conditional_truth,77,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
conditional_truth-0-4-reversed,conditional_truth,78,answer,no,no,True,0.99,0.99,0.99,0.0002000000000000002
conditional_truth-5-1-plain,conditional_truth,79,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
exact_count-5-True-plain,exact_count,80,answer,4,4,True,0.54,0.6,0.6,0.21940000000000004
conditional_truth-2-0-reversed,conditional_truth,81,answer,no,no,True,1.0,1.0,1.0,0.0
conditional_truth-5-2-reversed,conditional_truth,82,answer,yes,yes,True,1.0,1.0,1.0,0.0
conditional_truth-0-0-plain,conditional_truth,83,answer,no,no,True,1.0,1.0,1.0,0.0
exact_count-5-False-explicit,exact_count,84,answer,4,3,False,0.41,0.18,0.47,0.9902000000000001
long_tracking-4-1-reversed,long_tracking,85,answer,kitchen,kitchen,True,1.0,1.0,1.0,0.0
exact_count-7-False-reversed,exact_count,86,answer,3,3,True,0.63,0.68,0.68,0.16779999999999998
conditional_truth-4-6-plain,conditional_truth,87,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
exact_count-5-False-plain,exact_count,88,answer,4,3,False,0.48,0.11,0.54,1.1866
conditional_truth-6-6-reversed,conditional_truth,89,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
conditional_truth-3-3-reversed,conditional_truth,90,answer,yes,yes,True,1.0,1.0,1.0,0.0
conditional_truth-6-4-plain,conditional_truth,91,answer,no,no,True,1.0,1.0,1.0,0.0
conditional_truth-3-5-explicit,conditional_truth,92,answer,no,no,True,1.0,1.0,1.0,0.0
long_tracking-32-1-reversed,long_tracking,93,answer,hall,hall,True,1.0,1.0,1.0,0.0
exact_count-8-True-reversed,exact_count,94,answer,4,3,False,0.4,0.45,0.48,0.5354
conditional_truth-6-0-reversed,conditional_truth,95,answer,no,no,True,0.99,1.0,1.0,0.0
conditional_truth-7-2-plain,conditional_truth,96,answer,yes,yes,True,1.0,1.0,1.0,0.0
exact_count-1-False-plain,exact_count,97,answer,2,2,True,0.89,0.9,0.9,0.016799999999999995
conditional_truth-3-4-reversed,conditional_truth,98,answer,no,no,True,0.99,1.0,1.0,0.0
exact_count-2-True-explicit,exact_count,99,answer,3,3,True,0.43,0.49,0.49,0.47300000000000003
exact_count-0-False-plain,exact_count,100,answer,1,2,False,0.85,0.12,0.88,1.5488
multistep_math-2-True-reversed,multistep_math,101,answer,97,85,False,0.43,0.39,0.57,0.6986
exact_count-3-True-explicit,exact_count,102,answer,3,4,False,0.43,0.27,0.5,0.8233999999999999
conditional_truth-6-6-explicit,conditional_truth,103,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
conditional_truth-1-2-reversed,conditional_truth,104,answer,yes,yes,True,1.0,1.0,1.0,0.0
conditional_truth-1-5-reversed,conditional_truth,105,answer,no,no,True,1.0,1.0,1.0,0.0
multistep_math-1-False-plain,multistep_math,106,answer,37,37,True,0.86,0.9,0.9,0.015199999999999995
conditional_truth-7-4-reversed,conditional_truth,107,answer,no,no,True,1.0,1.0,1.0,0.0
conditional_truth-2-2-explicit,conditional_truth,108,answer,yes,yes,True,1.0,1.0,1.0,0.0
conditional_truth-6-1-plain,conditional_truth,109,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
conditional_truth-4-4-reversed,conditional_truth,110,answer,no,no,True,1.0,1.0,1.0,0.0
conditional_truth-2-5-explicit,conditional_truth,111,answer,no,no,True,1.0,1.0,1.0,0.0
conditional_truth-6-0-reversed,conditional_truth,112,answer,no,no,True,0.99,1.0,1.0,0.0
conditional_truth-3-2-plain,conditional_truth,113,answer,yes,yes,True,1.0,1.0,1.0,0.0
conditional_truth-3-1-plain,conditional_truth,114,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
conditional_truth-3-1-reversed,conditional_truth,115,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
exact_count-10-False-explicit,exact_count,116,answer,7,7,True,0.99,0.99,0.99,0.0002000000000000002
conditional_truth-3-4-plain,conditional_truth,117,answer,no,no,True,1.0,1.0,1.0,0.0
conditional_truth-6-3-explicit,conditional_truth,118,answer,yes,yes,True,1.0,1.0,1.0,0.0
conditional_truth-7-4-explicit,conditional_truth,119,answer,no,no,True,1.0,1.0,1.0,0.0
conditional_truth-4-4-reversed,conditional_truth,120,answer,no,no,True,1.0,1.0,1.0,0.0
conditional_truth-4-5-reversed,conditional_truth,121,answer,no,no,True,1.0,1.0,1.0,0.0
conditional_truth-0-1-explicit,conditional_truth,122,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
exact_count-5-False-plain,exact_count,123,answer,4,3,False,0.49,0.1,0.55,1.2154
conditional_truth-4-2-reversed,conditional_truth,124,answer,yes,yes,True,1.0,1.0,1.0,0.0
multistep_math-1-False-reversed,multistep_math,125,answer,37,37,True,0.81,0.86,0.86,0.031200000000000006
exact_count-8-False-reversed,exact_count,126,answer,4,3,False,0.84,0.06,0.86,1.6281999999999999
conditional_truth-6-2-reversed,conditional_truth,127,answer,yes,yes,True,1.0,1.0,1.0,0.0
exact_count-0-False-plain,exact_count,128,answer,1,2,False,0.8,0.17,0.83,1.3778
conditional_truth-0-1-reversed,conditional_truth,129,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
conditional_truth-6-3-explicit,conditional_truth,130,answer,yes,yes,True,1.0,1.0,1.0,0.0
conditional_truth-4-3-plain,conditional_truth,131,answer,yes,yes,True,1.0,1.0,1.0,0.0
conditional_truth-0-0-explicit,conditional_truth,132,answer,no,no,True,1.0,1.0,1.0,0.0
conditional_truth-0-4-reversed,conditional_truth,133,answer,no,no,True,0.99,0.99,0.99,0.0002000000000000002
conditional_truth-5-1-reversed,conditional_truth,134,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
conditional_truth-0-6-reversed,conditional_truth,135,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
conditional_truth-7-2-reversed,conditional_truth,136,answer,yes,yes,True,1.0,1.0,1.0,0.0
conditional_truth-7-1-explicit,conditional_truth,137,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
exact_count-10-False-explicit,exact_count,138,answer,7,7,True,0.99,0.99,0.99,0.0002000000000000002
exact_count-11-True-plain,exact_count,139,answer,0,0,True,1.0,1.0,1.0,0.0
exact_count-9-False-explicit,exact_count,140,answer,4,4,True,0.96,0.97,0.97,0.0018000000000000017
conditional_truth-0-6-reversed,conditional_truth,141,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
exact_count-8-True-plain,exact_count,142,answer,4,4,True,0.44,0.5,0.5,0.365
multistep_math-2-False-plain,multistep_math,143,answer,97,97,True,0.59,0.69,0.69,0.16620000000000004
exact_count-1-True-reversed,exact_count,144,answer,2,2,True,0.8,0.83,0.83,0.04940000000000001
conditional_truth-4-0-reversed,conditional_truth,145,answer,no,no,True,1.0,1.0,1.0,0.0
conditional_truth-1-3-explicit,conditional_truth,146,answer,yes,yes,True,1.0,1.0,1.0,0.0
conditional_truth-1-1-explicit,conditional_truth,147,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
conditional_truth-1-7-plain,conditional_truth,148,answer,yes,yes,True,1.0,1.0,1.0,0.0
exact_count-10-True-explicit,exact_count,149,answer,7,7,True,0.99,1.0,1.0,0.0
conditional_truth-4-7-explicit,conditional_truth,150,answer,yes,yes,True,1.0,1.0,1.0,0.0
multistep_math-5-True-explicit,multistep_math,151,answer,2741,2741,True,0.56,0.67,0.67,0.17299999999999996
conditional_truth-2-2-plain,conditional_truth,152,answer,yes,yes,True,1.0,1.0,1.0,0.0
multistep_math-3-False-plain,multistep_math,153,answer,280,242,False,0.39,0.11,0.54,1.1994
conditional_truth-2-0-explicit,conditional_truth,154,answer,no,no,True,1.0,1.0,1.0,0.0
conditional_truth-2-7-plain,conditional_truth,155,answer,yes,yes,True,0.99,1.0,1.0,0.0
exact_count-7-True-plain,exact_count,156,answer,3,4,False,0.53,0.32,0.59,0.8185999999999999
conditional_truth-4-1-reversed,conditional_truth,157,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
conditional_truth-0-6-plain,conditional_truth,158,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
conditional_truth-5-4-reversed,conditional_truth,159,answer,no,no,True,0.99,0.99,0.99,0.0002000000000000002
multistep_math-0-True-plain,multistep_math,160,answer,21,21,True,0.39,0.55,0.55,0.3877999999999999
conditional_truth-4-6-explicit,conditional_truth,161,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
exact_count-10-False-explicit,exact_count,162,answer,7,7,True,0.99,1.0,1.0,0.0
conditional_truth-2-7-plain,conditional_truth,163,answer,yes,yes,True,0.99,1.0,1.0,0.0
conditional_truth-2-2-explicit,conditional_truth,164,answer,yes,yes,True,1.0,1.0,1.0,0.0
conditional_truth-0-6-explicit,conditional_truth,165,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
conditional_truth-6-3-reversed,conditional_truth,166,answer,yes,yes,True,1.0,1.0,1.0,0.0
conditional_truth-5-5-plain,conditional_truth,167,answer,no,no,True,1.0,1.0,1.0,0.0
exact_count-2-False-reversed,exact_count,168,answer,3,2,False,0.7,0.06,0.74,1.4711999999999998
conditional_truth-7-0-explicit,conditional_truth,169,answer,no,no,True,1.0,1.0,1.0,0.0
conditional_truth-1-5-explicit,conditional_truth,170,answer,no,no,True,1.0,1.0,1.0,0.0
conditional_truth-4-5-reversed,conditional_truth,171,answer,no,no,True,1.0,1.0,1.0,0.0
conditional_truth-6-4-explicit,conditional_truth,172,answer,no,no,True,1.0,1.0,1.0,0.0
conditional_truth-3-4-plain,conditional_truth,173,answer,no,no,True,1.0,1.0,1.0,0.0
conditional_truth-3-6-plain,conditional_truth,174,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
conditional_truth-7-6-reversed,conditional_truth,175,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
exact_count-4-True-explicit,exact_count,176,answer,3,3,True,0.5,0.56,0.56,0.2894
conditional_truth-2-0-plain,conditional_truth,177,answer,no,no,True,1.0,1.0,1.0,0.0
conditional_truth-5-0-plain,conditional_truth,178,answer,no,no,True,1.0,1.0,1.0,0.0
long_tracking-4-1-plain,long_tracking,179,answer,kitchen,kitchen,True,1.0,1.0,1.0,0.0
conditional_truth-3-7-reversed,conditional_truth,180,answer,yes,yes,True,1.0,1.0,1.0,0.0
multistep_math-2-True-plain,multistep_math,181,answer,97,97,True,0.46,0.6,0.6,0.3048
conditional_truth-0-3-plain,conditional_truth,182,answer,yes,yes,True,1.0,1.0,1.0,0.0
conditional_truth-3-7-plain,conditional_truth,183,answer,yes,yes,True,1.0,1.0,1.0,0.0
multistep_math-4-True-reversed,multistep_math,184,answer,640,588,False,0.36,0.42,0.52,0.6088000000000001
conditional_truth-2-3-reversed,conditional_truth,185,answer,yes,yes,True,1.0,1.0,1.0,0.0
conditional_truth-1-2-plain,conditional_truth,186,answer,yes,yes,True,1.0,1.0,1.0,0.0
conditional_truth-3-3-explicit,conditional_truth,187,answer,yes,yes,True,1.0,1.0,1.0,0.0
conditional_truth-7-0-plain,conditional_truth,188,answer,no,no,True,1.0,1.0,1.0,0.0
exact_count-2-True-reversed,exact_count,189,answer,3,2,False,0.55,0.35,0.6,0.7842
exact_count-7-False-explicit,exact_count,190,answer,3,3,True,0.45,0.51,0.51,0.42699999999999994
conditional_truth-0-5-plain,conditional_truth,191,answer,no,no,True,1.0,1.0,1.0,0.0
multistep_math-5-False-explicit,multistep_math,192,answer,2741,2741,True,0.4,0.56,0.56,0.3066
exact_count-6-True-reversed,exact_count,193,answer,4,5,False,0.71,0.18,0.74,1.225
conditional_truth-7-5-reversed,conditional_truth,194,answer,no,no,True,1.0,1.0,1.0,0.0
conditional_truth-5-2-reversed,conditional_truth,195,answer,yes,yes,True,1.0,1.0,1.0,0.0
long_tracking-12-0-reversed,long_tracking,196,answer,kitchen,kitchen,True,1.0,1.0,1.0,0.0
long_tracking-12-0-explicit,long_tracking,197,answer,kitchen,kitchen,True,1.0,1.0,1.0,0.0
long_tracking-12-1-plain,long_tracking,198,answer,hall,hall,True,1.0,1.0,1.0,0.0
conditional_truth-7-7-explicit,conditional_truth,199,answer,yes,yes,True,1.0,1.0,1.0,0.0
multistep_math-0-False-plain,multistep_math,200,answer,21,21,True,0.78,0.83,0.83,0.04940000000000001
exact_count-7-True-reversed,exact_count,201,answer,3,3,True,0.5,0.56,0.56,0.32419999999999993
multistep_math-3-False-explicit,multistep_math,202,answer,280,242,False,0.54,0.21,0.66,1.0766000000000002
multistep_math-2-False-plain,multistep_math,203,answer,97,97,True,0.65,0.74,0.74,0.12140000000000001
exact_count-11-True-reversed,exact_count,204,answer,0,0,True,1.0,1.0,1.0,0.0
conditional_truth-1-3-explicit,conditional_truth,205,answer,yes,yes,True,1.0,1.0,1.0,0.0
exact_count-4-True-plain,exact_count,206,answer,3,3,True,0.48,0.54,0.54,0.30849999999999994
conditional_truth-7-3-explicit,conditional_truth,207,answer,yes,yes,True,1.0,1.0,1.0,0.0
conditional_truth-7-7-plain,conditional_truth,208,answer,yes,yes,True,1.0,1.0,1.0,0.0
conditional_truth-5-3-explicit,conditional_truth,209,answer,yes,yes,True,1.0,1.0,1.0,0.0
conditional_truth-3-5-plain,conditional_truth,210,answer,no,no,True,1.0,1.0,1.0,0.0
exact_count-5-True-explicit,exact_count,211,answer,4,4,True,0.5,0.56,0.56,0.28839999999999993
conditional_truth-6-5-plain,conditional_truth,212,answer,no,no,True,1.0,1.0,1.0,0.0
conditional_truth-3-0-plain,conditional_truth,213,answer,no,no,True,1.0,1.0,1.0,0.0
conditional_truth-3-0-reversed,conditional_truth,214,answer,no,no,True,1.0,1.0,1.0,0.0
conditional_truth-1-2-explicit,conditional_truth,215,answer,yes,yes,True,1.0,1.0,1.0,0.0
conditional_truth-2-1-explicit,conditional_truth,216,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
conditional_truth-5-0-reversed,conditional_truth,217,answer,no,no,True,1.0,1.0,1.0,0.0
exact_count-8-False-reversed,exact_count,218,answer,4,3,False,0.81,0.08,0.83,1.5404
long_tracking-4-0-plain,long_tracking,219,answer,office,office,True,1.0,1.0,1.0,0.0
conditional_truth-7-3-explicit,conditional_truth,220,answer,yes,yes,True,1.0,1.0,1.0,0.0
conditional_truth-3-0-reversed,conditional_truth,221,answer,no,no,True,1.0,1.0,1.0,0.0
conditional_truth-3-4-reversed,conditional_truth,222,answer,no,no,True,0.99,0.99,0.99,0.0002000000000000002
conditional_truth-4-3-explicit,conditional_truth,223,answer,yes,yes,True,1.0,1.0,1.0,0.0
multistep_math-4-True-explicit,multistep_math,224,answer,640,640,True,0.41,0.56,0.56,0.35459999999999997
long_tracking-4-0-reversed,long_tracking,225,answer,office,office,True,1.0,1.0,1.0,0.0
conditional_truth-6-5-reversed,conditional_truth,226,answer,no,no,True,1.0,1.0,1.0,0.0
conditional_truth-2-7-reversed,conditional_truth,227,answer,yes,yes,True,0.98,0.99,0.99,0.0002000000000000002
multistep_math-0-False-explicit,multistep_math,228,answer,21,21,True,0.73,0.8,0.8,0.06979999999999999
conditional_truth-1-0-plain,conditional_truth,229,answer,no,no,True,1.0,1.0,1.0,0.0
conditional_truth-7-2-plain,conditional_truth,230,answer,yes,yes,True,1.0,1.0,1.0,0.0
conditional_truth-2-6-plain,conditional_truth,231,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
conditional_truth-6-1-plain,conditional_truth,232,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
exact_count-4-False-explicit,exact_count,233,answer,3,2,False,0.71,0.18,0.74,1.225
conditional_truth-3-5-plain,conditional_truth,234,answer,no,no,True,1.0,1.0,1.0,0.0
exact_count-8-False-plain,exact_count,235,answer,4,3,False,0.73,0.06,0.75,1.4696
exact_count-9-True-plain,exact_count,236,answer,4,4,True,0.94,0.95,0.95,0.004200000000000004
conditional_truth-4-2-explicit,conditional_truth,237,answer,yes,yes,True,1.0,1.0,1.0,0.0
long_tracking-4-0-explicit,long_tracking,238,answer,office,office,True,1.0,1.0,1.0,0.0
long_tracking-32-1-explicit,long_tracking,239,answer,hall,hall,True,1.0,1.0,1.0,0.0
conditional_truth-4-5-explicit,conditional_truth,240,answer,no,no,True,1.0,1.0,1.0,0.0
conditional_truth-4-1-reversed,conditional_truth,241,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
conditional_truth-5-1-reversed,conditional_truth,242,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
exact_count-8-False-plain,exact_count,243,answer,4,3,False,0.72,0.05,0.75,1.4916
multistep_math-0-False-plain,multistep_math,244,answer,21,21,True,0.79,0.84,0.84,0.045600000000000016
conditional_truth-5-4-explicit,conditional_truth,245,answer,no,no,True,0.99,0.99,0.99,0.0002000000000000002
conditional_truth-3-3-reversed,conditional_truth,246,answer,yes,yes,True,1.0,1.0,1.0,0.0
conditional_truth-7-5-explicit,conditional_truth,247,answer,no,no,True,1.0,1.0,1.0,0.0
conditional_truth-3-7-explicit,conditional_truth,248,answer,yes,yes,True,1.0,1.0,1.0,0.0
conditional_truth-4-1-plain,conditional_truth,249,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
long_tracking-4-0-reversed,long_tracking,250,answer,office,office,True,1.0,1.0,1.0,0.0
exact_count-8-False-explicit,exact_count,251,answer,4,3,False,0.67,0.03,0.71,1.4984
conditional_truth-4-2-reversed,conditional_truth,252,answer,yes,yes,True,1.0,1.0,1.0,0.0
exact_count-3-False-explicit,exact_count,253,answer,3,2,False,0.46,0.45,0.53,0.5838000000000001
conditional_truth-7-1-explicit,conditional_truth,254,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
exact_count-5-True-plain,exact_count,255,answer,4,4,True,0.55,0.61,0.61,0.20920000000000002
conditional_truth-4-4-plain,conditional_truth,256,answer,no,no,True,0.99,1.0,1.0,0.0
conditional_truth-1-7-explicit,conditional_truth,257,answer,yes,yes,True,0.99,1.0,1.0,0.0
conditional_truth-2-4-reversed,conditional_truth,258,answer,no,no,True,0.99,0.99,0.99,0.0002000000000000002
multistep_math-2-True-explicit,multistep_math,259,answer,97,97,True,0.43,0.57,0.57,0.3534
conditional_truth-6-0-reversed,conditional_truth,260,answer,no,no,True,1.0,1.0,1.0,0.0
exact_count-2-True-reversed,exact_count,261,answer,3,2,False,0.46,0.43,0.52,0.5966000000000001
conditional_truth-0-6-explicit,conditional_truth,262,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
conditional_truth-4-2-plain,conditional_truth,263,answer,yes,yes,True,1.0,1.0,1.0,0.0
exact_count-0-True-explicit,exact_count,264,answer,1,2,False,0.88,0.03,0.89,1.7394
conditional_truth-4-5-reversed,conditional_truth,265,answer,no,no,True,1.0,1.0,1.0,0.0
conditional_truth-5-3-reversed,conditional_truth,266,answer,yes,yes,True,1.0,1.0,1.0,0.0
conditional_truth-7-6-plain,conditional_truth,267,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
conditional_truth-6-4-plain,conditional_truth,268,answer,no,no,True,1.0,1.0,1.0,0.0
exact_count-7-False-plain,exact_count,269,answer,3,3,True,0.54,0.59,0.59,0.2924
exact_count-0-True-reversed,exact_count,270,answer,1,2,False,0.83,0.06,0.85,1.6141999999999999
