trial,case_id,family,mode,expected,choice,correct,score_eligible,confidence,input_tokens,output_tokens
45,conditional_truth-4-6-plain,conditional_truth,plain,cannot_be_determined,cannot_be_determined,True,True,1.0,393,46
46,conditional_truth-3-5-explicit,conditional_truth,explicit,no,no,True,True,1.0,419,42
47,conditional_truth-1-6-reversed,conditional_truth,reversed,cannot_be_determined,cannot_be_determined,True,True,1.0,393,46
48,conditional_truth-6-4-explicit,conditional_truth,explicit,no,no,True,True,1.0,423,42
49,conditional_truth-1-0-explicit,conditional_truth,explicit,no,no,True,True,1.0,419,42
50,conditional_truth-7-7-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,418,42
51,multistep_math-3-True-reversed,multistep_math,reversed,280,242,False,True,0.79,403,54
52,exact_count-5-False-plain,exact_count,plain,4,3,False,True,0.47,412,80
53,exact_count-6-True-explicit,exact_count,explicit,4,5,False,True,0.83,441,80
54,exact_count-5-True-explicit,exact_count,explicit,4,4,True,True,0.49,448,80
55,conditional_truth-1-7-plain,conditional_truth,plain,yes,yes,True,True,0.99,393,42
56,long_tracking-12-1-explicit,long_tracking,explicit,hall,hall,True,True,1.0,544,47
57,multistep_math-5-False-reversed,multistep_math,reversed,2741,2625,False,True,0.57,389,60
58,exact_count-8-False-plain,exact_count,plain,4,3,False,True,0.7,415,80
59,conditional_truth-0-5-explicit,conditional_truth,explicit,no,no,True,True,1.0,419,42
60,conditional_truth-0-2-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
61,conditional_truth-6-3-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,397,42
62,exact_count-7-False-plain,exact_count,plain,3,3,True,True,0.58,415,80
63,conditional_truth-2-3-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,418,42
64,exact_count-4-False-reversed,exact_count,reversed,3,2,False,True,0.59,412,80
65,conditional_truth-7-1-reversed,conditional_truth,reversed,cannot_be_determined,cannot_be_determined,True,True,1.0,394,46
66,long_tracking-4-1-explicit,long_tracking,explicit,kitchen,kitchen,True,True,1.0,425,48
67,conditional_truth-7-1-plain,conditional_truth,plain,cannot_be_determined,cannot_be_determined,True,True,1.0,394,46
68,conditional_truth-5-6-plain,conditional_truth,plain,cannot_be_determined,cannot_be_determined,True,True,1.0,393,46
69,multistep_math-5-False-explicit,multistep_math,explicit,2741,2741,True,True,0.34,414,60
70,conditional_truth-7-4-explicit,conditional_truth,explicit,no,no,True,True,1.0,419,42
71,exact_count-3-False-explicit,exact_count,explicit,3,2,False,True,0.45,438,80
72,exact_count-1-True-explicit,exact_count,explicit,2,2,True,True,0.92,441,80
73,conditional_truth-3-0-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
74,multistep_math-0-False-explicit,multistep_math,explicit,21,21,True,True,0.73,390,49
75,conditional_truth-0-2-plain,conditional_truth,plain,yes,yes,True,True,1.0,393,42
76,conditional_truth-4-0-explicit,conditional_truth,explicit,no,no,True,True,1.0,419,42
77,conditional_truth-2-6-reversed,conditional_truth,reversed,cannot_be_determined,cannot_be_determined,True,True,1.0,393,46
78,conditional_truth-0-4-reversed,conditional_truth,reversed,no,no,True,True,0.99,394,42
79,conditional_truth-5-1-plain,conditional_truth,plain,cannot_be_determined,cannot_be_determined,True,True,1.0,394,46
80,exact_count-5-True-plain,exact_count,plain,4,4,True,True,0.54,423,80
81,conditional_truth-2-0-reversed,conditional_truth,reversed,no,no,True,True,1.0,394,42
82,conditional_truth-5-2-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
83,conditional_truth-0-0-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
84,exact_count-5-False-explicit,exact_count,explicit,4,3,False,True,0.41,437,80
85,long_tracking-4-1-reversed,long_tracking,reversed,kitchen,kitchen,True,True,1.0,400,48
86,exact_count-7-False-reversed,exact_count,reversed,3,3,True,True,0.63,415,80
87,conditional_truth-4-6-plain,conditional_truth,plain,cannot_be_determined,cannot_be_determined,True,True,1.0,393,46
88,exact_count-5-False-plain,exact_count,plain,4,3,False,True,0.48,412,80
89,conditional_truth-6-6-reversed,conditional_truth,reversed,cannot_be_determined,cannot_be_determined,True,True,1.0,397,46
90,conditional_truth-3-3-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
91,conditional_truth-6-4-plain,conditional_truth,plain,no,no,True,True,1.0,398,42
92,conditional_truth-3-5-explicit,conditional_truth,explicit,no,no,True,True,1.0,419,42
93,long_tracking-32-1-reversed,long_tracking,reversed,hall,hall,True,True,1.0,825,47
94,exact_count-8-True-reversed,exact_count,reversed,4,3,False,True,0.4,416,80
95,conditional_truth-6-0-reversed,conditional_truth,reversed,no,no,True,True,0.99,396,42
96,conditional_truth-7-2-plain,conditional_truth,plain,yes,yes,True,True,1.0,393,42
97,exact_count-1-False-plain,exact_count,plain,2,2,True,True,0.89,412,80
98,conditional_truth-3-4-reversed,conditional_truth,reversed,no,no,True,True,0.99,394,42
99,exact_count-2-True-explicit,exact_count,explicit,3,3,True,True,0.43,442,80
100,exact_count-0-False-plain,exact_count,plain,1,2,False,True,0.85,412,80
101,multistep_math-2-True-reversed,multistep_math,reversed,97,85,False,True,0.43,397,51
102,exact_count-3-True-explicit,exact_count,explicit,3,4,False,True,0.43,441,80
103,conditional_truth-6-6-explicit,conditional_truth,explicit,cannot_be_determined,cannot_be_determined,True,True,1.0,422,46
104,conditional_truth-1-2-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
105,conditional_truth-1-5-reversed,conditional_truth,reversed,no,no,True,True,1.0,394,42
106,multistep_math-1-False-plain,multistep_math,plain,37,37,True,True,0.86,365,49
107,conditional_truth-7-4-reversed,conditional_truth,reversed,no,no,True,True,1.0,394,42
108,conditional_truth-2-2-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,418,42
109,conditional_truth-6-1-plain,conditional_truth,plain,cannot_be_determined,cannot_be_determined,True,True,1.0,398,46
110,conditional_truth-4-4-reversed,conditional_truth,reversed,no,no,True,True,1.0,394,42
111,conditional_truth-2-5-explicit,conditional_truth,explicit,no,no,True,True,1.0,419,42
112,conditional_truth-6-0-reversed,conditional_truth,reversed,no,no,True,True,0.99,396,42
113,conditional_truth-3-2-plain,conditional_truth,plain,yes,yes,True,True,1.0,393,42
114,conditional_truth-3-1-plain,conditional_truth,plain,cannot_be_determined,cannot_be_determined,True,True,1.0,394,46
115,conditional_truth-3-1-reversed,conditional_truth,reversed,cannot_be_determined,cannot_be_determined,True,True,1.0,394,46
116,exact_count-10-False-explicit,exact_count,explicit,7,7,True,True,0.99,440,80
117,conditional_truth-3-4-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
118,conditional_truth-6-3-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,422,42
119,conditional_truth-7-4-explicit,conditional_truth,explicit,no,no,True,True,1.0,419,42
120,conditional_truth-4-4-reversed,conditional_truth,reversed,no,no,True,True,1.0,394,42
121,conditional_truth-4-5-reversed,conditional_truth,reversed,no,no,True,True,1.0,394,42
122,conditional_truth-0-1-explicit,conditional_truth,explicit,cannot_be_determined,cannot_be_determined,True,True,1.0,419,46
123,exact_count-5-False-plain,exact_count,plain,4,3,False,True,0.49,412,80
124,conditional_truth-4-2-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
125,multistep_math-1-False-reversed,multistep_math,reversed,37,37,True,True,0.81,365,49
126,exact_count-8-False-reversed,exact_count,reversed,4,3,False,True,0.84,415,80
127,conditional_truth-6-2-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,395,42
128,exact_count-0-False-plain,exact_count,plain,1,2,False,True,0.8,412,80
129,conditional_truth-0-1-reversed,conditional_truth,reversed,cannot_be_determined,cannot_be_determined,True,True,1.0,394,46
130,conditional_truth-6-3-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,422,42
131,conditional_truth-4-3-plain,conditional_truth,plain,yes,yes,True,True,1.0,393,42
132,conditional_truth-0-0-explicit,conditional_truth,explicit,no,no,True,True,1.0,419,42
133,conditional_truth-0-4-reversed,conditional_truth,reversed,no,no,True,True,0.99,394,42
134,conditional_truth-5-1-reversed,conditional_truth,reversed,cannot_be_determined,cannot_be_determined,True,True,1.0,394,46
135,conditional_truth-0-6-reversed,conditional_truth,reversed,cannot_be_determined,cannot_be_determined,True,True,1.0,393,46
136,conditional_truth-7-2-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
137,conditional_truth-7-1-explicit,conditional_truth,explicit,cannot_be_determined,cannot_be_determined,True,True,1.0,419,46
138,exact_count-10-False-explicit,exact_count,explicit,7,7,True,True,0.99,440,80
139,exact_count-11-True-plain,exact_count,plain,0,0,True,True,1.0,416,80
140,exact_count-9-False-explicit,exact_count,explicit,4,4,True,True,0.96,440,80
141,conditional_truth-0-6-reversed,conditional_truth,reversed,cannot_be_determined,cannot_be_determined,True,True,1.0,393,46
142,exact_count-8-True-plain,exact_count,plain,4,4,True,True,0.44,416,80
143,multistep_math-2-False-plain,multistep_math,plain,97,97,True,True,0.59,371,51
144,exact_count-1-True-reversed,exact_count,reversed,2,2,True,True,0.8,416,80
145,conditional_truth-4-0-reversed,conditional_truth,reversed,no,no,True,True,1.0,394,42
146,conditional_truth-1-3-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,418,42
147,conditional_truth-1-1-explicit,conditional_truth,explicit,cannot_be_determined,cannot_be_determined,True,True,1.0,419,46
148,conditional_truth-1-7-plain,conditional_truth,plain,yes,yes,True,True,1.0,393,42
149,exact_count-10-True-explicit,exact_count,explicit,7,7,True,True,0.99,443,80
150,conditional_truth-4-7-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,418,42
151,multistep_math-5-True-explicit,multistep_math,explicit,2741,2741,True,True,0.56,440,60
152,conditional_truth-2-2-plain,conditional_truth,plain,yes,yes,True,True,1.0,393,42
153,multistep_math-3-False-plain,multistep_math,plain,280,242,False,True,0.39,377,54
154,conditional_truth-2-0-explicit,conditional_truth,explicit,no,no,True,True,1.0,419,42
155,conditional_truth-2-7-plain,conditional_truth,plain,yes,yes,True,True,0.99,393,42
156,exact_count-7-True-plain,exact_count,plain,3,4,False,True,0.53,418,80
157,conditional_truth-4-1-reversed,conditional_truth,reversed,cannot_be_determined,cannot_be_determined,True,True,1.0,394,46
158,conditional_truth-0-6-plain,conditional_truth,plain,cannot_be_determined,cannot_be_determined,True,True,1.0,393,46
159,conditional_truth-5-4-reversed,conditional_truth,reversed,no,no,True,True,0.99,394,42
160,multistep_math-0-True-plain,multistep_math,plain,21,21,True,True,0.39,391,49
161,conditional_truth-4-6-explicit,conditional_truth,explicit,cannot_be_determined,cannot_be_determined,True,True,1.0,418,46
162,exact_count-10-False-explicit,exact_count,explicit,7,7,True,True,0.99,440,80
163,conditional_truth-2-7-plain,conditional_truth,plain,yes,yes,True,True,0.99,393,42
164,conditional_truth-2-2-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,418,42
165,conditional_truth-0-6-explicit,conditional_truth,explicit,cannot_be_determined,cannot_be_determined,True,True,1.0,418,46
166,conditional_truth-6-3-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,397,42
167,conditional_truth-5-5-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
168,exact_count-2-False-reversed,exact_count,reversed,3,2,False,True,0.7,412,80
169,conditional_truth-7-0-explicit,conditional_truth,explicit,no,no,True,True,1.0,419,42
170,conditional_truth-1-5-explicit,conditional_truth,explicit,no,no,True,True,1.0,419,42
171,conditional_truth-4-5-reversed,conditional_truth,reversed,no,no,True,True,1.0,394,42
172,conditional_truth-6-4-explicit,conditional_truth,explicit,no,no,True,True,1.0,423,42
173,conditional_truth-3-4-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
174,conditional_truth-3-6-plain,conditional_truth,plain,cannot_be_determined,cannot_be_determined,True,True,1.0,393,46
175,conditional_truth-7-6-reversed,conditional_truth,reversed,cannot_be_determined,cannot_be_determined,True,True,1.0,393,46
176,exact_count-4-True-explicit,exact_count,explicit,3,3,True,True,0.5,445,80
177,conditional_truth-2-0-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
178,conditional_truth-5-0-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
179,long_tracking-4-1-plain,long_tracking,plain,kitchen,kitchen,True,True,1.0,400,48
180,conditional_truth-3-7-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
181,multistep_math-2-True-plain,multistep_math,plain,97,97,True,True,0.46,397,51
182,conditional_truth-0-3-plain,conditional_truth,plain,yes,yes,True,True,1.0,393,42
183,conditional_truth-3-7-plain,conditional_truth,plain,yes,yes,True,True,1.0,393,42
184,multistep_math-4-True-reversed,multistep_math,reversed,640,588,False,True,0.36,401,53
185,conditional_truth-2-3-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
186,conditional_truth-1-2-plain,conditional_truth,plain,yes,yes,True,True,1.0,393,42
187,conditional_truth-3-3-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,418,42
188,conditional_truth-7-0-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
189,exact_count-2-True-reversed,exact_count,reversed,3,2,False,True,0.55,417,80
190,exact_count-7-False-explicit,exact_count,explicit,3,3,True,True,0.45,440,80
191,conditional_truth-0-5-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
192,multistep_math-5-False-explicit,multistep_math,explicit,2741,2741,True,True,0.4,414,60
193,exact_count-6-True-reversed,exact_count,reversed,4,5,False,True,0.71,416,80
194,conditional_truth-7-5-reversed,conditional_truth,reversed,no,no,True,True,1.0,394,42
195,conditional_truth-5-2-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
196,long_tracking-12-0-reversed,long_tracking,reversed,kitchen,kitchen,True,True,1.0,519,48
197,long_tracking-12-0-explicit,long_tracking,explicit,kitchen,kitchen,True,True,1.0,544,48
198,long_tracking-12-1-plain,long_tracking,plain,hall,hall,True,True,1.0,519,47
199,conditional_truth-7-7-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,418,42
200,multistep_math-0-False-plain,multistep_math,plain,21,21,True,True,0.78,365,49
201,exact_count-7-True-reversed,exact_count,reversed,3,3,True,True,0.5,418,80
202,multistep_math-3-False-explicit,multistep_math,explicit,280,242,False,True,0.54,402,54
203,multistep_math-2-False-plain,multistep_math,plain,97,97,True,True,0.65,371,51
204,exact_count-11-True-reversed,exact_count,reversed,0,0,True,True,1.0,416,80
205,conditional_truth-1-3-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,418,42
206,exact_count-4-True-plain,exact_count,plain,3,3,True,True,0.48,420,80
207,conditional_truth-7-3-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,418,42
208,conditional_truth-7-7-plain,conditional_truth,plain,yes,yes,True,True,1.0,393,42
209,conditional_truth-5-3-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,418,42
210,conditional_truth-3-5-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
211,exact_count-5-True-explicit,exact_count,explicit,4,4,True,True,0.5,448,80
212,conditional_truth-6-5-plain,conditional_truth,plain,no,no,True,True,1.0,400,42
213,conditional_truth-3-0-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
214,conditional_truth-3-0-reversed,conditional_truth,reversed,no,no,True,True,1.0,394,42
215,conditional_truth-1-2-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,418,42
216,conditional_truth-2-1-explicit,conditional_truth,explicit,cannot_be_determined,cannot_be_determined,True,True,1.0,419,46
217,conditional_truth-5-0-reversed,conditional_truth,reversed,no,no,True,True,1.0,394,42
218,exact_count-8-False-reversed,exact_count,reversed,4,3,False,True,0.81,415,80
219,long_tracking-4-0-plain,long_tracking,plain,office,office,True,True,1.0,400,47
220,conditional_truth-7-3-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,418,42
221,conditional_truth-3-0-reversed,conditional_truth,reversed,no,no,True,True,1.0,394,42
222,conditional_truth-3-4-reversed,conditional_truth,reversed,no,no,True,True,0.99,394,42
223,conditional_truth-4-3-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,418,42
224,multistep_math-4-True-explicit,multistep_math,explicit,640,640,True,True,0.41,426,53
225,long_tracking-4-0-reversed,long_tracking,reversed,office,office,True,True,1.0,400,47
226,conditional_truth-6-5-reversed,conditional_truth,reversed,no,no,True,True,1.0,400,42
227,conditional_truth-2-7-reversed,conditional_truth,reversed,yes,yes,True,True,0.98,393,42
228,multistep_math-0-False-explicit,multistep_math,explicit,21,21,True,True,0.73,390,49
229,conditional_truth-1-0-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
230,conditional_truth-7-2-plain,conditional_truth,plain,yes,yes,True,True,1.0,393,42
231,conditional_truth-2-6-plain,conditional_truth,plain,cannot_be_determined,cannot_be_determined,True,True,1.0,393,46
232,conditional_truth-6-1-plain,conditional_truth,plain,cannot_be_determined,cannot_be_determined,True,True,1.0,398,46
233,exact_count-4-False-explicit,exact_count,explicit,3,2,False,True,0.71,437,80
234,conditional_truth-3-5-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
235,exact_count-8-False-plain,exact_count,plain,4,3,False,True,0.73,415,80
236,exact_count-9-True-plain,exact_count,plain,4,4,True,True,0.94,418,80
237,conditional_truth-4-2-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,418,42
238,long_tracking-4-0-explicit,long_tracking,explicit,office,office,True,True,1.0,425,47
239,long_tracking-32-1-explicit,long_tracking,explicit,hall,hall,True,True,1.0,850,47
240,conditional_truth-4-5-explicit,conditional_truth,explicit,no,no,True,True,1.0,419,42
241,conditional_truth-4-1-reversed,conditional_truth,reversed,cannot_be_determined,cannot_be_determined,True,True,1.0,394,46
242,conditional_truth-5-1-reversed,conditional_truth,reversed,cannot_be_determined,cannot_be_determined,True,True,1.0,394,46
243,exact_count-8-False-plain,exact_count,plain,4,3,False,True,0.72,415,80
244,multistep_math-0-False-plain,multistep_math,plain,21,21,True,True,0.79,365,49
245,conditional_truth-5-4-explicit,conditional_truth,explicit,no,no,True,True,0.99,419,42
246,conditional_truth-3-3-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
247,conditional_truth-7-5-explicit,conditional_truth,explicit,no,no,True,True,1.0,419,42
248,conditional_truth-3-7-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,418,42
249,conditional_truth-4-1-plain,conditional_truth,plain,cannot_be_determined,cannot_be_determined,True,True,1.0,394,46
250,long_tracking-4-0-reversed,long_tracking,reversed,office,office,True,True,1.0,400,47
251,exact_count-8-False-explicit,exact_count,explicit,4,3,False,True,0.67,440,80
252,conditional_truth-4-2-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
253,exact_count-3-False-explicit,exact_count,explicit,3,2,False,True,0.46,438,80
254,conditional_truth-7-1-explicit,conditional_truth,explicit,cannot_be_determined,cannot_be_determined,True,True,1.0,419,46
255,exact_count-5-True-plain,exact_count,plain,4,4,True,True,0.55,423,80
256,conditional_truth-4-4-plain,conditional_truth,plain,no,no,True,True,0.99,394,42
257,conditional_truth-1-7-explicit,conditional_truth,explicit,yes,yes,True,True,0.99,418,42
258,conditional_truth-2-4-reversed,conditional_truth,reversed,no,no,True,True,0.99,394,42
259,multistep_math-2-True-explicit,multistep_math,explicit,97,97,True,True,0.43,422,51
260,conditional_truth-6-0-reversed,conditional_truth,reversed,no,no,True,True,1.0,396,42
261,exact_count-2-True-reversed,exact_count,reversed,3,2,False,True,0.46,417,80
262,conditional_truth-0-6-explicit,conditional_truth,explicit,cannot_be_determined,cannot_be_determined,True,True,1.0,418,46
263,conditional_truth-4-2-plain,conditional_truth,plain,yes,yes,True,True,1.0,393,42
264,exact_count-0-True-explicit,exact_count,explicit,1,2,False,True,0.88,441,80
265,conditional_truth-4-5-reversed,conditional_truth,reversed,no,no,True,True,1.0,394,42
266,conditional_truth-5-3-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
267,conditional_truth-7-6-plain,conditional_truth,plain,cannot_be_determined,cannot_be_determined,True,True,1.0,393,46
268,conditional_truth-6-4-plain,conditional_truth,plain,no,no,True,True,1.0,398,42
269,exact_count-7-False-plain,exact_count,plain,3,3,True,True,0.54,415,80
270,exact_count-0-True-reversed,exact_count,reversed,1,2,False,True,0.83,416,80
271,conditional_truth-1-6-explicit,conditional_truth,explicit,cannot_be_determined,cannot_be_determined,True,True,1.0,418,46
272,exact_count-10-True-reversed,exact_count,reversed,7,7,True,True,0.99,418,80
273,conditional_truth-2-5-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
274,multistep_math-1-True-reversed,multistep_math,reversed,37,37,True,True,0.67,391,49
275,multistep_math-5-False-reversed,multistep_math,reversed,2741,2625,False,True,0.5,389,60
276,conditional_truth-5-7-explicit,conditional_truth,explicit,yes,yes,True,True,0.99,418,42
277,multistep_math-3-True-reversed,multistep_math,reversed,280,242,False,True,0.79,403,54
278,long_tracking-4-0-plain,long_tracking,plain,office,office,True,True,1.0,400,47
279,conditional_truth-2-3-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
280,conditional_truth-0-0-reversed,conditional_truth,reversed,no,no,True,True,1.0,394,42
281,exact_count-2-False-reversed,exact_count,reversed,3,2,False,True,0.71,412,80
282,conditional_truth-4-1-explicit,conditional_truth,explicit,cannot_be_determined,cannot_be_determined,True,True,1.0,419,46
283,conditional_truth-2-0-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
284,conditional_truth-7-2-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
285,exact_count-3-True-plain,exact_count,plain,3,4,False,True,0.37,416,80
286,conditional_truth-7-1-plain,conditional_truth,plain,cannot_be_determined,cannot_be_determined,True,True,1.0,394,46
287,conditional_truth-3-6-explicit,conditional_truth,explicit,cannot_be_determined,cannot_be_determined,True,True,1.0,418,46
288,exact_count-2-True-plain,exact_count,plain,3,2,False,True,0.58,417,80
289,exact_count-1-False-plain,exact_count,plain,2,2,True,True,0.89,412,80
290,conditional_truth-5-5-explicit,conditional_truth,explicit,no,no,True,True,1.0,419,42
291,exact_count-9-True-explicit,exact_count,explicit,4,4,True,True,0.96,443,80
292,conditional_truth-1-4-plain,conditional_truth,plain,no,no,True,True,0.99,394,42
293,conditional_truth-1-6-reversed,conditional_truth,reversed,cannot_be_determined,cannot_be_determined,True,True,1.0,393,46
294,conditional_truth-2-0-explicit,conditional_truth,explicit,no,no,True,True,1.0,419,42
295,exact_count-9-False-plain,exact_count,plain,4,4,True,True,0.96,415,80
296,conditional_truth-1-3-plain,conditional_truth,plain,yes,yes,True,True,1.0,393,42
297,conditional_truth-7-4-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
298,conditional_truth-6-2-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,420,42
299,exact_count-6-False-plain,exact_count,plain,4,5,False,True,0.51,413,80
300,exact_count-9-True-plain,exact_count,plain,4,4,True,True,0.96,418,80
301,conditional_truth-6-1-explicit,conditional_truth,explicit,cannot_be_determined,cannot_be_determined,True,True,1.0,423,46
302,multistep_math-4-True-explicit,multistep_math,explicit,640,640,True,True,0.33,426,53
303,exact_count-1-False-reversed,exact_count,reversed,2,2,True,True,0.81,412,80
304,conditional_truth-2-0-reversed,conditional_truth,reversed,no,no,True,True,1.0,394,42
305,conditional_truth-1-4-explicit,conditional_truth,explicit,no,no,True,True,0.98,419,42
306,long_tracking-4-0-explicit,long_tracking,explicit,office,office,True,True,1.0,425,47
307,exact_count-3-True-explicit,exact_count,explicit,3,4,False,True,0.43,441,80
308,conditional_truth-6-5-plain,conditional_truth,plain,no,no,True,True,1.0,400,42
309,exact_count-9-False-reversed,exact_count,reversed,4,4,True,True,0.97,415,80
