run,question,decision,valid,choice,input_tokens,output_tokens,latency_ms,observation_age_s
destination-direct-paused,steering,17,True,straight,991,55,286.75,0
destination-direct-paused,pedals,17,True,brake,978,44,332.68,0
destination-direct-paused,steering,18,True,straight,957,55,367.21,0
destination-direct-paused,pedals,18,True,brake,944,44,316.95,0
destination-direct-paused,steering,19,True,straight,957,55,295.94,0
destination-direct-paused,pedals,19,True,brake,944,44,267.78,0
destination-direct-paused,steering,20,True,straight,955,55,292.62,0
destination-direct-paused,pedals,20,True,brake,942,44,313.69,0
destination-direct-paused,steering,21,True,straight,971,55,288.07,0
destination-direct-paused,pedals,21,True,brake,958,44,298.99,0
destination-direct-paused,steering,22,True,straight,887,55,322.25,0
destination-direct-paused,pedals,22,True,brake,874,44,399.13,0
destination-direct-paused,steering,23,True,straight,873,55,272.18,0
destination-direct-paused,pedals,23,True,brake,860,44,341.68,0
destination-direct-paused,steering,24,True,straight,873,55,373.32,0
destination-direct-paused,pedals,24,True,brake,860,44,300.91,0
destination-direct-paused,steering,25,True,straight,871,55,307.36,0
destination-direct-paused,pedals,25,True,brake,858,44,307.13,0
destination-direct-paused,steering,26,True,straight,887,55,312.94,0
destination-direct-paused,pedals,26,True,brake,874,44,298.95,0
destination-direct-paused,steering,27,True,straight,873,55,265.24,0
destination-direct-paused,pedals,27,True,brake,860,44,293.78,0
destination-direct-paused,steering,28,True,straight,873,55,294.79,0
destination-direct-paused,pedals,28,True,brake,860,44,340.06,0
destination-direct-paused,steering,29,True,straight,887,55,311.75,0
destination-direct-paused,pedals,29,True,brake,874,44,285.01,0
destination-direct-paused,steering,30,True,straight,871,55,272.32,0
destination-direct-paused,pedals,30,True,brake,858,44,250.42,0
destination-direct-paused,steering,31,True,straight,873,55,282.94,0
destination-direct-paused,pedals,31,True,brake,860,44,318.58,0
destination-direct-paused,steering,32,True,straight,887,55,254.39,0
destination-direct-paused,pedals,32,True,brake,874,44,284.46,0
destination-direct-paused,steering,33,True,straight,873,55,306.86,0
destination-direct-paused,pedals,33,True,brake,860,44,261.48,0
destination-direct-paused,steering,34,True,straight,887,55,332.01,0
destination-direct-paused,pedals,34,True,brake,874,44,353.07,0
destination-direct-paused,steering,35,True,straight,871,55,316.33,0
destination-direct-paused,pedals,35,True,brake,858,44,261.04,0
destination-direct-paused,steering,36,True,straight,873,55,355.82,0
destination-direct-paused,pedals,36,True,brake,860,44,281.52,0
destination-direct-paused,steering,37,True,straight,887,55,326.04,0
destination-direct-paused,pedals,37,True,brake,874,44,270.08,0
destination-direct-paused,steering,38,True,straight,873,55,335.8,0
destination-direct-paused,pedals,38,True,brake,860,44,319.95,0
destination-direct-paused,steering,39,True,straight,887,55,279.86,0
destination-direct-paused,pedals,39,True,brake,874,44,276.56,0
destination-direct-paused,steering,40,True,straight,871,55,308.89,0
destination-direct-paused,pedals,40,True,brake,858,44,287.82,0
destination-direct-paused,steering,41,True,straight,872,55,313.57,0
destination-direct-paused,pedals,41,True,accelerate,859,45,311.23,0
destination-direct-paused,steering,42,True,straight,905,55,253.34,0
destination-direct-paused,pedals,42,True,accelerate,892,45,423.34,0
destination-direct-realtime,steering,0,True,straight,854,55,278.89,0.30000000000000004
destination-direct-realtime,pedals,0,True,accelerate,841,45,305.25,0.30000000000000004
destination-direct-realtime,steering,1,True,straight,922,55,322.89,0.29999999999999993
destination-direct-realtime,pedals,1,True,accelerate,909,45,287.28,0.29999999999999993
destination-direct-realtime,steering,2,True,straight,920,55,440.39,0.44999999999999996
destination-direct-realtime,pedals,2,True,accelerate,907,45,334.84,0.44999999999999996
destination-direct-realtime,steering,3,True,straight,907,55,332.57,0.30000000000000004
destination-direct-realtime,pedals,3,True,accelerate,894,45,254.06,0.30000000000000004
destination-maneuver-paused,direction,0,True,east,870,52,277.15,0
destination-maneuver-paused,speed,0,True,cruise,823,42,282.29,0
destination-maneuver-paused,direction,1,True,east,936,52,315.66,0
destination-maneuver-paused,speed,1,True,slow,889,40,714.76,0
destination-maneuver-paused,direction,2,True,east,950,52,282.68,0
destination-maneuver-paused,speed,2,True,slow,903,40,332.15,0
destination-maneuver-paused,direction,3,True,east,936,52,394.62,0
destination-maneuver-paused,speed,3,True,slow,889,40,277.64,0
destination-maneuver-paused,direction,4,True,east,1036,52,313.44,0
destination-maneuver-paused,speed,4,True,slow,989,40,329.52,0
destination-maneuver-paused,direction,5,True,east,1019,52,314.81,0
destination-maneuver-paused,speed,5,True,slow,972,40,316.63,0
destination-maneuver-paused,direction,6,True,east,1020,52,298.88,0
destination-maneuver-paused,speed,6,True,slow,973,40,256.47,0
destination-maneuver-realtime,direction,0,True,east,870,52,300.98,0.30000000000000004
destination-maneuver-realtime,speed,0,True,cruise,823,42,280.26,0.30000000000000004
destination-maneuver-realtime,direction,1,True,east,934,52,262.82,0.35
destination-maneuver-realtime,speed,1,True,slow,887,40,352.15,0.35
destination-maneuver-realtime,direction,2,True,east,952,52,284.49,0.25
destination-maneuver-realtime,speed,2,True,slow,905,40,294.66,0.25
destination-maneuver-realtime,direction,3,True,east,935,52,297.28,0.30000000000000004
destination-maneuver-realtime,speed,3,True,slow,888,40,284.57,0.30000000000000004
destination-maneuver-realtime,direction,4,True,east,1034,52,333.67,0.2999999999999998
destination-maneuver-realtime,speed,4,True,slow,987,40,278.9,0.2999999999999998
explore-direct-paused,steering,0,True,straight,844,55,328.79,0
explore-direct-paused,pedals,0,True,accelerate,831,45,330.12,0
explore-direct-paused,steering,1,True,straight,912,55,290.11,0
explore-direct-paused,pedals,1,True,accelerate,899,45,256.57,0
explore-direct-paused,steering,2,True,straight,912,55,267.61,0
explore-direct-paused,pedals,2,True,accelerate,899,45,304.45,0
explore-direct-paused,steering,3,True,straight,895,55,342.15,0
explore-direct-paused,pedals,3,True,accelerate,882,45,343.76,0
explore-direct-paused,steering,4,True,straight,991,55,283.75,0
explore-direct-paused,pedals,4,True,accelerate,978,45,296.38,0
explore-direct-paused,steering,5,True,straight,976,55,298.52,0
explore-direct-paused,pedals,5,True,accelerate,963,45,283.06,0
explore-direct-paused,steering,6,True,straight,977,55,302.67,0
explore-direct-paused,pedals,6,True,accelerate,964,45,290.22,0
explore-direct-paused,steering,7,True,straight,980,55,350.53,0
explore-direct-paused,pedals,7,True,accelerate,967,45,273.49,0
explore-direct-paused,steering,8,True,straight,991,55,299.96,0
explore-direct-paused,pedals,8,True,accelerate,978,45,503.58,0
explore-direct-paused,steering,9,True,straight,976,55,302.3,0
explore-direct-paused,pedals,9,True,accelerate,963,45,310.74,0
explore-direct-paused,steering,10,True,straight,977,55,283.9,0
explore-direct-paused,pedals,10,True,accelerate,964,45,271.63,0
explore-direct-paused,steering,11,True,straight,993,55,330.98,0
explore-direct-paused,pedals,11,True,accelerate,980,45,297.24,0
explore-direct-paused,steering,12,True,straight,979,55,295.13,0
explore-direct-paused,pedals,12,True,accelerate,966,45,356.69,0
explore-direct-paused,steering,13,True,straight,991,55,282.79,0
explore-direct-paused,pedals,13,True,brake,978,44,301.33,0
explore-direct-paused,steering,14,True,straight,977,55,309.91,0
explore-direct-paused,pedals,14,True,accelerate,964,45,303.72,0
explore-direct-paused,steering,15,True,straight,962,55,274.79,0
explore-direct-paused,pedals,15,True,accelerate,949,45,287.73,0
explore-direct-paused,steering,16,True,straight,981,55,312,0
explore-direct-paused,pedals,16,True,accelerate,968,45,328.97,0
explore-direct-paused,steering,17,True,straight,994,55,395.43,0
explore-direct-paused,pedals,17,True,accelerate,981,45,295.75,0
explore-direct-paused,steering,18,True,straight,981,55,256.61,0
explore-direct-paused,pedals,18,True,accelerate,968,45,290.67,0
explore-direct-paused,steering,19,True,straight,899,55,278.12,0
explore-direct-paused,pedals,19,True,accelerate,886,45,351.54,0
explore-direct-paused,steering,20,True,straight,898,55,285.18,0
explore-direct-paused,pedals,20,True,brake,885,44,276.91,0
explore-direct-paused,steering,21,True,straight,998,55,355.78,0
explore-direct-paused,pedals,21,True,accelerate,985,45,403.78,0
explore-direct-paused,steering,22,True,straight,998,55,353.78,0
explore-direct-paused,pedals,22,True,accelerate,985,45,329.94,0
explore-direct-paused,steering,23,True,straight,984,55,294.68,0
explore-direct-paused,pedals,23,True,accelerate,971,45,338.43,0
explore-direct-paused,steering,24,True,straight,916,55,328.31,0
explore-direct-paused,pedals,24,True,accelerate,903,45,304.46,0
explore-direct-paused,steering,25,True,straight,914,55,299.86,0
explore-direct-paused,pedals,25,True,accelerate,901,45,296.82,0
explore-direct-paused,steering,26,True,straight,931,55,311.81,0
explore-direct-paused,pedals,26,True,accelerate,918,45,268.98,0
explore-direct-paused,steering,27,True,straight,921,55,288.74,0
explore-direct-paused,pedals,27,True,accelerate,908,45,281.39,0
explore-direct-paused,steering,28,True,straight,919,55,302.72,0
explore-direct-paused,pedals,28,True,brake,906,44,287.01,0
explore-direct-paused,steering,29,True,straight,931,55,291.16,0
explore-direct-paused,pedals,29,True,accelerate,918,45,325.99,0
explore-direct-paused,steering,30,True,straight,902,55,367.01,0
explore-direct-paused,pedals,30,True,accelerate,889,45,284.41,0
explore-direct-paused,steering,31,True,straight,902,55,434.53,0
explore-direct-paused,pedals,31,True,accelerate,889,45,321.44,0
explore-direct-paused,steering,32,True,straight,931,55,273.15,0
explore-direct-paused,pedals,32,True,accelerate,918,45,268.28,0
explore-direct-paused,steering,33,True,straight,846,55,309.5,0
explore-direct-paused,pedals,33,True,accelerate,833,45,478.71,0
explore-direct-paused,steering,34,True,straight,778,55,286.99,0
explore-direct-paused,pedals,34,True,accelerate,765,45,278.49,0
explore-direct-paused,steering,35,True,straight,763,55,327.35,0
explore-direct-paused,pedals,35,True,brake,750,44,292.09,0
explore-direct-paused,steering,36,True,straight,765,55,333.55,0
explore-direct-paused,pedals,36,True,accelerate,752,45,305.56,0
explore-direct-realtime,steering,0,True,straight,844,55,273.75,0.30000000000000004
explore-direct-realtime,pedals,0,True,accelerate,831,45,301.17,0.30000000000000004
explore-direct-realtime,steering,1,True,straight,912,55,313.5,0.29999999999999993
explore-direct-realtime,pedals,1,True,accelerate,899,45,304.64,0.29999999999999993
explore-direct-realtime,steering,2,True,straight,910,55,288.74,0.2999999999999998
explore-direct-realtime,pedals,2,True,accelerate,897,45,311.78,0.2999999999999998
explore-direct-realtime,steering,3,True,straight,897,55,308.5,0.30000000000000004
explore-direct-realtime,pedals,3,True,accelerate,884,45,295.08,0.30000000000000004
explore-maneuver-paused,direction,0,True,east,860,52,483.97,0
explore-maneuver-paused,speed,0,True,cruise,813,42,366.78,0
explore-maneuver-paused,direction,1,True,north,926,52,325.69,0
explore-maneuver-paused,speed,1,True,slow,879,40,314.01,0
explore-maneuver-paused,direction,2,True,north,940,52,259.91,0
explore-maneuver-paused,speed,2,True,cruise,893,42,263.87,0
explore-maneuver-paused,direction,3,True,north,994,52,257.46,0
explore-maneuver-paused,speed,3,True,cruise,947,42,287.06,0
explore-maneuver-paused,direction,4,True,north,1008,52,289.17,0
explore-maneuver-paused,speed,4,True,cruise,961,42,269.95,0
explore-maneuver-paused,direction,5,True,north,1005,52,337.17,0
explore-maneuver-paused,speed,5,True,cruise,958,42,259.12,0
explore-maneuver-paused,direction,6,True,north,1011,52,281.52,0
explore-maneuver-paused,speed,6,True,cruise,964,42,281.05,0
explore-maneuver-paused,direction,7,True,north,1012,52,274.94,0
explore-maneuver-paused,speed,7,True,cruise,965,42,301.1,0
explore-maneuver-paused,direction,8,True,north,1022,52,274.71,0
explore-maneuver-paused,speed,8,True,cruise,975,42,265.69,0
explore-maneuver-paused,direction,9,True,north,1008,52,308.61,0
explore-maneuver-paused,speed,9,True,cruise,961,42,264.68,0
explore-maneuver-paused,direction,10,True,north,1005,52,308.42,0
explore-maneuver-paused,speed,10,True,cruise,958,42,327.06,0
explore-maneuver-paused,direction,11,True,north,1027,52,355.14,0
explore-maneuver-paused,speed,11,True,cruise,980,42,393.08,0
explore-maneuver-paused,direction,12,True,north,1009,52,310.14,0
explore-maneuver-paused,speed,12,True,cruise,962,42,340.43,0
explore-maneuver-paused,direction,13,True,north,1023,52,424.48,0
explore-maneuver-paused,speed,13,True,cruise,976,42,332.8,0
explore-maneuver-paused,direction,14,True,north,1009,52,267.53,0
explore-maneuver-paused,speed,14,True,cruise,962,42,260.29,0
explore-maneuver-paused,direction,15,True,north,992,52,314.46,0
explore-maneuver-paused,speed,15,True,cruise,945,42,310.95,0
explore-maneuver-paused,direction,16,True,north,1011,52,500.62,0
explore-maneuver-paused,speed,16,True,cruise,964,42,313.44,0
explore-maneuver-paused,direction,17,True,stop,1028,52,334.5,0
explore-maneuver-paused,speed,17,True,stop,981,40,311.32,0
explore-maneuver-paused,direction,18,True,north,998,52,283.13,0
explore-maneuver-paused,speed,18,True,slow,951,40,270.77,0
explore-maneuver-paused,direction,19,True,south,1015,52,416.23,0
explore-maneuver-paused,speed,19,True,cruise,968,42,415.34,0
explore-maneuver-paused,direction,20,True,north,911,52,858.52,0
explore-maneuver-paused,speed,20,True,cruise,864,42,910.12,0
explore-maneuver-paused,direction,21,True,north,927,52,278.29,0
explore-maneuver-paused,speed,21,True,cruise,880,42,269.63,0
explore-maneuver-paused,direction,22,True,north,946,52,311.58,0
explore-maneuver-paused,speed,22,True,cruise,899,42,319.86,0
explore-maneuver-paused,direction,23,True,north,932,52,309.26,0
explore-maneuver-paused,speed,23,True,cruise,885,42,257.73,0
explore-maneuver-paused,direction,24,True,north,925,52,285.66,0
explore-maneuver-paused,speed,24,True,cruise,878,42,271.5,0
explore-maneuver-paused,direction,25,True,north,931,52,330.11,0
explore-maneuver-paused,speed,25,True,cruise,884,42,267.49,0
explore-maneuver-paused,direction,26,True,north,1029,52,291.23,0
explore-maneuver-paused,speed,26,True,cruise,982,42,300.79,0
explore-maneuver-paused,direction,27,True,north,948,52,271.2,0
explore-maneuver-paused,speed,27,True,cruise,901,42,302,0
explore-maneuver-paused,direction,28,True,north,951,52,278.14,0
explore-maneuver-paused,speed,28,True,cruise,904,42,275.9,0
explore-maneuver-paused,direction,29,True,north,964,52,369.87,0
explore-maneuver-paused,speed,29,True,cruise,917,42,334.16,0
explore-maneuver-paused,direction,30,True,north,949,52,322.95,0
explore-maneuver-paused,speed,30,True,cruise,902,42,293.97,0
explore-maneuver-paused,direction,31,True,north,949,52,260.07,0
explore-maneuver-paused,speed,31,True,cruise,902,42,303.2,0
explore-maneuver-paused,direction,32,True,north,961,52,299,0
explore-maneuver-paused,speed,32,True,cruise,914,42,344.08,0
explore-maneuver-paused,direction,33,True,north,950,52,286.07,0
explore-maneuver-paused,speed,33,True,cruise,903,42,317.22,0
explore-maneuver-paused,direction,34,True,stop,961,52,358.3,0
explore-maneuver-paused,speed,34,True,stop,914,40,359.93,0
explore-maneuver-paused,direction,35,True,stop,914,52,294.61,0
explore-maneuver-paused,speed,35,True,stop,867,40,375.7,0
explore-maneuver-paused,direction,36,True,stop,853,52,286.73,0
explore-maneuver-paused,speed,36,True,stop,806,40,289.6,0
explore-maneuver-paused,direction,37,True,stop,869,52,256.71,0
explore-maneuver-paused,speed,37,True,stop,822,40,282.67,0
explore-maneuver-paused,direction,38,True,stop,856,52,288.36,0
explore-maneuver-paused,speed,38,True,stop,809,40,251.8,0
explore-maneuver-paused,direction,39,True,stop,872,52,326.7,0
explore-maneuver-paused,speed,39,True,stop,825,40,274.1,0
explore-maneuver-paused,direction,40,True,stop,854,52,260.88,0
explore-maneuver-paused,speed,40,True,stop,807,40,312.1,0
explore-maneuver-paused,direction,41,True,stop,857,52,292.79,0
explore-maneuver-paused,speed,41,True,stop,810,40,276.35,0
explore-maneuver-paused,direction,42,True,stop,870,52,263.36,0
explore-maneuver-paused,speed,42,True,stop,823,40,311.96,0
explore-maneuver-paused,direction,43,True,stop,857,52,316.14,0
explore-maneuver-paused,speed,43,True,stop,810,40,282.24,0
explore-maneuver-paused,direction,44,True,stop,873,52,272.76,0
explore-maneuver-paused,speed,44,True,stop,826,40,463.89,0
explore-maneuver-paused,direction,45,True,stop,854,52,269.39,0
explore-maneuver-paused,speed,45,True,stop,807,40,312.12,0
explore-maneuver-paused,direction,46,True,stop,856,52,330.82,0
explore-maneuver-paused,speed,46,True,stop,809,40,295.09,0
explore-maneuver-paused,direction,47,True,stop,872,52,293.79,0
explore-maneuver-paused,speed,47,True,stop,825,40,280.01,0
explore-maneuver-paused,direction,48,True,stop,856,52,269.54,0
explore-maneuver-paused,speed,48,True,stop,809,40,285.75,0
explore-maneuver-paused,direction,49,True,stop,870,52,296.41,0
explore-maneuver-paused,speed,49,True,stop,823,40,300.54,0
explore-maneuver-paused,direction,50,True,stop,856,52,308.71,0
explore-maneuver-paused,speed,50,True,stop,809,40,297.87,0
explore-maneuver-paused,direction,51,True,stop,858,52,328.59,0
explore-maneuver-paused,speed,51,True,stop,811,40,351.41,0
explore-maneuver-paused,direction,52,True,stop,871,52,305.68,0
explore-maneuver-paused,speed,52,True,stop,824,40,262.65,0
explore-maneuver-paused,direction,53,True,stop,924,52,302.49,0
explore-maneuver-paused,speed,53,True,stop,877,40,279.6,0
explore-maneuver-paused,direction,54,True,stop,925,52,345.92,0
explore-maneuver-paused,speed,54,True,stop,878,40,298.75,0
explore-maneuver-paused,direction,55,True,stop,923,52,313.6,0
explore-maneuver-paused,speed,55,True,stop,876,40,294.58,0
explore-maneuver-paused,direction,56,True,stop,922,52,284.47,0
explore-maneuver-paused,speed,56,True,stop,875,40,286.3,0
explore-maneuver-paused,direction,57,True,south,923,52,319.65,0
explore-maneuver-paused,speed,57,True,cruise,876,42,316.65,0
explore-maneuver-paused,direction,58,True,south,964,52,278.92,0
explore-maneuver-paused,speed,58,True,cruise,917,42,312.93,0
explore-maneuver-paused,direction,59,True,south,951,52,263.75,0
explore-maneuver-paused,speed,59,True,slow,904,40,340.69,0
explore-maneuver-paused,direction,60,True,stop,962,52,281.99,0
explore-maneuver-paused,speed,60,True,stop,915,40,321.34,0
explore-maneuver-paused,direction,61,True,stop,965,52,288.84,0
explore-maneuver-paused,speed,61,True,stop,918,40,847.4,0
explore-maneuver-paused,direction,62,True,stop,971,52,257.41,0
explore-maneuver-paused,speed,62,True,stop,924,40,298.16,0
explore-maneuver-paused,direction,63,True,stop,986,52,259.54,0
explore-maneuver-paused,speed,63,True,stop,939,40,299.14,0
explore-maneuver-paused,direction,64,True,stop,986,52,300.74,0
explore-maneuver-paused,speed,64,True,stop,939,40,292.76,0
explore-maneuver-paused,direction,65,True,stop,970,52,278.02,0
explore-maneuver-paused,speed,65,True,stop,923,40,331.16,0
explore-maneuver-paused,direction,66,True,stop,973,52,343.17,0
explore-maneuver-paused,speed,66,True,stop,926,40,347.18,0
explore-maneuver-paused,direction,67,True,stop,968,52,329.86,0
explore-maneuver-paused,speed,67,True,stop,921,40,271.49,0
explore-maneuver-paused,direction,68,True,stop,985,52,281.86,0
explore-maneuver-paused,speed,68,True,stop,938,40,353.8,0
explore-maneuver-paused,direction,69,True,stop,984,52,274.89,0
explore-maneuver-paused,speed,69,True,stop,937,40,311.7,0
explore-maneuver-paused,direction,70,True,stop,968,52,351.28,0
explore-maneuver-paused,speed,70,True,stop,921,40,303.3,0
explore-maneuver-paused,direction,71,True,stop,971,52,344.86,0
explore-maneuver-paused,speed,71,True,stop,924,40,321.01,0
explore-maneuver-realtime,direction,0,True,south,860,52,263.84,0.30000000000000004
explore-maneuver-realtime,speed,0,True,cruise,813,42,295.33,0.30000000000000004
explore-maneuver-realtime,direction,1,True,north,924,52,334.97,0.29999999999999993
explore-maneuver-realtime,speed,1,True,slow,877,40,300,0.29999999999999993
explore-maneuver-realtime,direction,2,True,north,942,52,358.66,0.34999999999999987
explore-maneuver-realtime,speed,2,True,slow,895,40,341.85,0.34999999999999987
explore-maneuver-realtime,direction,3,True,north,925,52,357.1,0.34999999999999987
explore-maneuver-realtime,speed,3,True,slow,878,40,375,0.34999999999999987
explore-maneuver-realtime,direction,4,True,north,1024,52,370.63,0.34999999999999964
explore-maneuver-realtime,speed,4,True,cruise,977,42,353.89,0.34999999999999964
delivery-direct-paused,steering,0,True,straight,892,55,281.44,0
delivery-direct-paused,pedals,0,True,accelerate,879,45,288.55,0
delivery-direct-paused,steering,1,True,straight,960,55,349.03,0
delivery-direct-paused,pedals,1,True,accelerate,947,45,371.66,0
delivery-direct-paused,steering,2,True,straight,960,55,286.24,0
delivery-direct-paused,pedals,2,True,accelerate,947,45,257.87,0
delivery-direct-paused,steering,3,True,straight,943,55,303.65,0
delivery-direct-paused,pedals,3,True,accelerate,930,45,294.92,0
delivery-direct-paused,steering,4,True,straight,1039,55,379.66,0
delivery-direct-paused,pedals,4,True,accelerate,1026,45,303.25,0
delivery-direct-paused,steering,5,True,straight,1024,55,327.27,0
delivery-direct-paused,pedals,5,True,accelerate,1011,45,318.9,0
delivery-direct-paused,steering,6,True,straight,1025,55,300.87,0
delivery-direct-paused,pedals,6,True,accelerate,1012,45,277.14,0
delivery-direct-paused,steering,7,True,straight,1028,55,340.57,0
delivery-direct-paused,pedals,7,True,accelerate,1015,45,328.69,0
delivery-direct-paused,steering,8,True,straight,1039,55,329.73,0
delivery-direct-paused,pedals,8,True,accelerate,1026,45,312.16,0
delivery-direct-paused,steering,9,True,straight,1024,55,262.66,0
delivery-direct-paused,pedals,9,True,accelerate,1011,45,292.15,0
delivery-direct-paused,steering,10,True,straight,1025,55,368.78,0
delivery-direct-paused,pedals,10,True,accelerate,1012,45,315.58,0
delivery-direct-paused,steering,11,True,straight,1041,55,342.69,0
delivery-direct-paused,pedals,11,True,accelerate,1028,45,401.59,0
delivery-direct-paused,steering,12,True,straight,1027,55,298.97,0
delivery-direct-paused,pedals,12,True,accelerate,1014,45,286.21,0
delivery-direct-paused,steering,13,True,straight,1039,55,358.34,0
delivery-direct-paused,pedals,13,True,accelerate,1026,45,483.92,0
delivery-direct-paused,steering,14,True,straight,1026,55,311.34,0
delivery-direct-paused,pedals,14,True,brake,1013,44,315.57,0
delivery-direct-paused,steering,15,True,straight,1013,55,271.78,0
delivery-direct-paused,pedals,15,True,brake,1000,44,306.85,0
delivery-direct-paused,steering,16,True,straight,1027,55,325.62,0
delivery-direct-paused,pedals,16,True,brake,1014,44,296.02,0
delivery-direct-paused,steering,17,True,straight,1027,55,251.76,0
delivery-direct-paused,pedals,17,True,brake,1014,44,285.14,0
delivery-direct-paused,steering,18,True,straight,1014,55,556.83,0
delivery-direct-paused,pedals,18,True,brake,1001,44,557.31,0
delivery-direct-paused,steering,19,True,straight,1014,55,374.21,0
delivery-direct-paused,pedals,19,True,brake,1001,44,267.57,0
delivery-direct-paused,steering,20,True,straight,1012,55,304.04,0
delivery-direct-paused,pedals,20,True,brake,999,44,306.84,0
delivery-direct-paused,steering,21,True,straight,944,55,293,0
delivery-direct-paused,pedals,21,True,brake,931,44,258.2,0
delivery-direct-paused,steering,22,True,straight,944,55,306.68,0
delivery-direct-paused,pedals,22,True,brake,931,44,325.65,0
delivery-direct-paused,steering,23,True,straight,930,55,343.84,0
delivery-direct-paused,pedals,23,True,brake,917,44,332.13,0
delivery-direct-paused,steering,24,True,straight,930,55,259.75,0
delivery-direct-paused,pedals,24,True,brake,917,44,277.16,0
delivery-direct-paused,steering,25,True,straight,928,55,301.17,0
delivery-direct-paused,pedals,25,True,brake,915,44,330.38,0
delivery-direct-paused,steering,26,True,straight,944,55,314.86,0
delivery-direct-paused,pedals,26,True,brake,931,44,278.37,0
delivery-direct-paused,steering,27,True,straight,930,55,282.18,0
delivery-direct-paused,pedals,27,True,brake,917,44,475.65,0
delivery-direct-paused,steering,28,True,straight,930,55,300.97,0
delivery-direct-paused,pedals,28,True,brake,917,44,314.04,0
delivery-direct-paused,steering,29,True,straight,944,55,327.39,0
delivery-direct-paused,pedals,29,True,brake,931,44,288.13,0
delivery-direct-paused,steering,30,True,straight,928,55,289.9,0
delivery-direct-paused,pedals,30,True,brake,915,44,277.43,0
delivery-direct-paused,steering,31,True,straight,930,55,359.06,0
delivery-direct-paused,pedals,31,True,brake,917,44,324.44,0
delivery-direct-paused,steering,32,True,straight,944,55,269.03,0
delivery-direct-paused,pedals,32,True,brake,931,44,273.35,0
delivery-direct-paused,steering,33,True,straight,930,55,295,0
delivery-direct-paused,pedals,33,True,brake,917,44,303.13,0
delivery-direct-paused,steering,34,True,straight,944,55,311.3,0
delivery-direct-paused,pedals,34,True,brake,931,44,300.48,0
delivery-direct-paused,steering,35,True,straight,928,55,334.08,0
delivery-direct-paused,pedals,35,True,brake,915,44,280.9,0
delivery-direct-paused,steering,36,True,straight,930,55,329.38,0
delivery-direct-paused,pedals,36,True,brake,917,44,326.81,0
delivery-direct-paused,steering,37,True,straight,944,55,305.23,0
delivery-direct-paused,pedals,37,True,brake,931,44,343.97,0
delivery-direct-paused,steering,38,True,straight,930,55,300.25,0
delivery-direct-paused,pedals,38,True,brake,917,44,273.89,0
delivery-direct-paused,steering,39,True,straight,944,55,316.19,0
delivery-direct-paused,pedals,39,True,brake,931,44,313.35,0
delivery-direct-paused,steering,40,True,straight,928,55,295.3,0
delivery-direct-paused,pedals,40,True,brake,915,44,285.73,0
delivery-direct-paused,steering,41,True,straight,929,55,317.85,0
delivery-direct-paused,pedals,41,True,brake,916,44,288.45,0
delivery-direct-paused,steering,42,True,straight,943,55,283.77,0
delivery-direct-paused,pedals,42,True,brake,930,44,310.85,0
delivery-direct-paused,steering,43,True,straight,930,55,265.41,0
delivery-direct-paused,pedals,43,True,accelerate,917,45,279,0
delivery-direct-paused,steering,44,True,straight,961,55,262.85,0
delivery-direct-paused,pedals,44,True,accelerate,948,45,260.28,0
