id,variant,stage,valid,latency_ms,input_tokens,output_tokens,choice,http_status,error
dev-029-absolute,absolute,proposal,True,394.16,583,38,straight,200,
dev-026-history,history,proposal,True,331.91,1213,38,straight,200,
dev-010-priority,priority,proposal,True,340.71,589,38,right,200,
dev-052-narrative,narrative,proposal,True,323.19,545,38,straight,200,
dev-016-ascii,ascii,proposal,True,327.18,723,38,straight,200,
dev-031-original,original,proposal,True,296.92,587,38,straight,200,
dev-057-history,history,proposal,True,333.77,1102,38,straight,200,
dev-031-absolute,absolute,proposal,True,320.15,566,38,straight,200,
dev-061-egocentric,egocentric,proposal,True,362.41,623,38,right,200,
dev-073-absolute,absolute,proposal,True,306.05,567,38,straight,200,
dev-045-original,original,proposal,True,296.66,623,38,straight,200,
dev-003-narrative,narrative,proposal,True,477.23,563,38,right,200,
dev-011-absolute,absolute,proposal,True,470.44,567,38,straight,200,
dev-064-narrative,narrative,proposal,True,589.91,573,38,straight,200,
dev-031-priority,priority,proposal,True,460.54,566,38,straight,200,
dev-039-priority,priority,proposal,True,311.18,568,38,straight,200,
dev-050-egocentric,egocentric,proposal,True,516.12,614,38,straight,200,
dev-024-ascii,ascii,proposal,True,527.9,690,38,straight,200,
dev-054-history,history,proposal,True,496.24,1212,38,straight,200,
dev-060-absolute,absolute,proposal,True,731.77,568,38,straight,200,
dev-054-egocentric,egocentric,proposal,True,526.61,633,38,left,200,
dev-017-history,history,proposal,True,520.93,1202,38,straight,200,
dev-048-priority,priority,proposal,True,474.81,568,38,straight,200,
dev-038-ascii,ascii,proposal,True,274.19,710,38,straight,200,
dev-075-absolute,absolute,proposal,True,284.43,572,38,straight,200,
dev-048-absolute,absolute,proposal,True,1449.94,568,38,straight,200,
dev-034-original,original,proposal,True,382.31,590,38,straight,200,
dev-024-absolute,absolute,proposal,True,476.49,573,38,straight,200,
dev-070-priority,priority,proposal,True,456.14,579,38,straight,200,
dev-019-original,original,proposal,True,523.93,587,38,straight,200,
dev-025-original,original,proposal,True,590.15,596,38,straight,200,
dev-035-review,review,proposal,True,539.53,585,38,straight,200,
dev-035-review,review,review,True,418.36,642,38,straight,200,
dev-050-history,history,proposal,True,524.28,1138,38,straight,200,
dev-048-history,history,proposal,True,460.41,1094,38,straight,200,
dev-001-original,original,proposal,True,455.49,587,38,straight,200,
dev-011-original,original,proposal,True,457.16,588,38,straight,200,
dev-068-history,history,proposal,True,498.15,1304,38,straight,200,
dev-023-review,review,proposal,True,477.06,585,38,right,200,
dev-023-review,review,review,True,464.28,642,38,right,200,
dev-055-egocentric,egocentric,proposal,True,321.96,616,38,straight,200,
dev-004-narrative,narrative,proposal,True,315.47,565,38,straight,200,
dev-045-priority,priority,proposal,True,345.92,600,38,right,200,
dev-024-history,history,proposal,True,413.78,1128,38,straight,200,
dev-076-original,original,proposal,True,469.35,618,38,left,200,
dev-072-ascii,ascii,proposal,True,278.21,694,38,straight,200,
dev-025-priority,priority,proposal,True,490.66,574,38,straight,200,
dev-043-ascii,ascii,proposal,True,447.21,683,38,straight,200,
dev-004-original,original,proposal,True,443.92,621,38,straight,200,
dev-003-original,original,proposal,True,449.97,616,38,right,200,
dev-063-ascii,ascii,proposal,True,392.17,684,38,straight,200,
dev-041-priority,priority,proposal,True,377.07,586,38,straight,200,
dev-038-priority,priority,proposal,True,338.81,591,38,straight,200,
dev-046-narrative,narrative,proposal,True,319.82,544,38,straight,200,
dev-006-history,history,proposal,True,523.43,1220,38,straight,200,
dev-026-egocentric,egocentric,proposal,True,294.98,631,38,straight,200,
dev-028-ascii,ascii,proposal,True,520.51,687,38,straight,200,
dev-066-priority,priority,proposal,True,309.72,583,38,straight,200,
dev-039-review,review,proposal,True,815.7,568,38,straight,200,
dev-039-review,review,review,True,329.87,625,38,straight,200,
dev-059-history,history,proposal,True,464.27,1217,38,straight,200,
dev-033-narrative,narrative,proposal,True,306.2,563,38,right,200,
dev-011-ascii,ascii,proposal,True,308.46,684,38,straight,200,
dev-058-egocentric,egocentric,proposal,True,462.09,601,38,straight,200,
dev-019-absolute,absolute,proposal,True,452.19,566,38,left,200,
dev-053-absolute,absolute,proposal,True,420.22,568,38,straight,200,
dev-048-narrative,narrative,proposal,True,379.05,540,38,straight,200,
dev-049-original,original,proposal,True,320.81,596,38,straight,200,
dev-007-review,review,proposal,True,291.14,585,38,straight,200,
dev-007-review,review,review,True,263.92,642,38,left,200,
dev-014-egocentric,egocentric,proposal,True,343.31,603,38,left,200,
dev-037-narrative,narrative,proposal,True,288.54,549,38,left,200,
dev-078-narrative,narrative,proposal,True,326.1,564,38,straight,200,
dev-065-review,review,proposal,True,311.48,602,38,straight,200,
dev-065-review,review,review,True,329.77,659,38,straight,200,
dev-044-absolute,absolute,proposal,True,305.31,567,38,straight,200,
dev-034-priority,priority,proposal,True,359.83,568,38,straight,200,
dev-023-original,original,proposal,True,366.85,607,38,right,200,
dev-003-priority,priority,proposal,True,257.72,594,38,right,200,
dev-011-history,history,proposal,True,304.79,1097,38,straight,200,
dev-028-egocentric,egocentric,proposal,True,308.14,601,38,straight,200,
dev-053-narrative,narrative,proposal,True,370.69,540,38,straight,200,
dev-042-priority,priority,proposal,True,345.87,567,38,straight,200,
dev-011-egocentric,egocentric,proposal,True,306.37,601,38,straight,200,
dev-026-priority,priority,proposal,True,299.48,591,38,straight,200,
dev-000-egocentric,egocentric,proposal,True,440.71,608,38,straight,200,
dev-072-original,original,proposal,True,437.54,600,38,straight,200,
dev-054-narrative,narrative,proposal,True,376.93,558,38,straight,200,
dev-018-original,original,proposal,True,517.14,594,38,straight,200,
dev-039-narrative,narrative,proposal,True,525.82,540,38,straight,200,
dev-061-absolute,absolute,proposal,True,523.25,590,38,right,200,
dev-072-egocentric,egocentric,proposal,True,524.02,617,38,right,200,
dev-067-absolute,absolute,proposal,True,545.35,597,38,straight,200,
dev-079-history,history,proposal,True,284.25,1194,38,straight,200,
dev-034-egocentric,egocentric,proposal,True,297.63,602,38,straight,200,
dev-042-original,original,proposal,True,311.61,588,38,straight,200,
dev-000-narrative,narrative,proposal,True,466.46,545,38,straight,200,
dev-078-history,history,proposal,True,419.62,1220,38,straight,200,
dev-047-review,review,proposal,True,438.61,579,38,straight,200,
dev-047-review,review,review,True,483.04,636,38,straight,200,
dev-074-narrative,narrative,proposal,True,453.25,543,38,right,200,
dev-029-narrative,narrative,proposal,True,409.66,553,38,straight,200,
dev-071-priority,priority,proposal,True,544.42,572,38,left,200,
dev-013-narrative,narrative,proposal,True,466.06,556,38,straight,200,
dev-047-original,original,proposal,True,391.29,601,38,straight,200,
dev-079-review,review,proposal,True,406.28,588,38,straight,200,
dev-079-review,review,review,True,454.54,645,38,straight,200,
dev-073-egocentric,egocentric,proposal,True,391.73,602,38,left,200,
dev-068-review,review,proposal,True,419.9,609,38,straight,200,
dev-068-review,review,review,True,431.0,666,38,straight,200,
dev-046-original,original,proposal,True,288.29,595,38,straight,200,
dev-014-narrative,narrative,proposal,True,306.13,539,38,straight,200,
dev-017-original,original,proposal,True,351.69,608,38,straight,200,
dev-028-history,history,proposal,True,331.2,1098,38,straight,200,
dev-056-review,review,proposal,True,305.43,567,38,straight,200,
dev-056-review,review,review,True,318.24,624,38,straight,200,
dev-023-absolute,absolute,proposal,True,319.87,585,38,right,200,
dev-035-history,history,proposal,True,405.02,1169,38,straight,200,
dev-045-history,history,proposal,True,321.71,1239,38,straight,200,
dev-056-priority,priority,proposal,True,325.76,567,38,left,200,
dev-069-priority,priority,proposal,True,276.72,585,38,straight,200,
dev-002-history,history,proposal,True,350.92,1277,38,straight,200,
dev-050-absolute,absolute,proposal,True,590.66,578,38,straight,200,
dev-048-review,review,proposal,True,540.82,568,38,straight,200,
dev-048-review,review,review,True,410.84,625,38,straight,200,
dev-064-egocentric,egocentric,proposal,True,579.11,642,38,right,200,
dev-025-absolute,absolute,proposal,True,770.82,574,38,straight,200,
dev-039-ascii,ascii,proposal,True,410.84,684,38,straight,200,
dev-063-history,history,proposal,True,715.38,1102,38,straight,200,
dev-012-ascii,ascii,proposal,True,303.62,685,38,straight,200,
dev-014-original,original,proposal,True,340.05,589,38,left,200,
dev-057-egocentric,egocentric,proposal,True,293.41,603,38,left,200,
dev-020-history,history,proposal,True,383.91,1106,38,right,200,
dev-064-original,original,proposal,True,343.33,629,38,straight,200,
dev-010-egocentric,egocentric,proposal,True,429.92,624,38,right,200,
dev-027-priority,priority,proposal,True,331.49,573,38,straight,200,
dev-001-priority,priority,proposal,True,320.65,566,38,straight,200,
dev-012-original,original,proposal,True,403.88,591,38,straight,200,
dev-002-priority,priority,proposal,True,334.06,603,38,straight,200,
dev-047-egocentric,egocentric,proposal,True,357.34,615,38,straight,200,
dev-044-original,original,proposal,True,319.34,588,38,straight,200,
dev-003-egocentric,egocentric,proposal,True,291.14,624,38,right,200,
dev-047-narrative,narrative,proposal,True,379.8,549,38,straight,200,
dev-016-history,history,proposal,True,336.6,1277,38,straight,200,
dev-070-egocentric,egocentric,proposal,True,370.14,615,38,left,200,
dev-075-history,history,proposal,True,295.74,1122,38,straight,200,
dev-040-narrative,narrative,proposal,True,321.99,539,38,straight,200,
dev-026-narrative,narrative,proposal,True,317.39,559,38,straight,200,
dev-043-narrative,narrative,proposal,True,330.98,539,38,straight,200,
dev-001-egocentric,egocentric,proposal,True,320.56,601,38,left,200,
dev-051-review,review,proposal,True,358.57,590,38,straight,200,
dev-051-review,review,review,True,294.43,647,38,straight,200,
dev-032-review,review,proposal,True,376.24,575,38,straight,200,
dev-032-review,review,review,True,280.28,632,38,straight,200,
dev-060-egocentric,egocentric,proposal,True,402.92,602,38,straight,200,
dev-063-review,review,proposal,True,327.0,568,38,straight,200,
dev-063-review,review,review,True,318.06,625,38,straight,200,
dev-012-egocentric,egocentric,proposal,True,346.23,603,38,left,200,
dev-058-ascii,ascii,proposal,True,374.59,688,38,straight,200,
dev-061-priority,priority,proposal,True,355.41,590,38,straight,200,
dev-071-egocentric,egocentric,proposal,True,308.25,603,38,left,200,
dev-036-original,original,proposal,True,317.96,611,38,straight,200,
dev-010-narrative,narrative,proposal,True,324.87,558,38,right,200,
dev-041-history,history,proposal,True,338.62,1188,38,straight,200,
dev-065-history,history,proposal,True,316.69,1254,38,straight,200,
dev-017-review,review,proposal,True,264.14,586,38,left,200,
dev-017-review,review,review,True,359.01,643,38,left,200,
dev-051-absolute,absolute,proposal,True,301.99,590,38,straight,200,
dev-014-ascii,ascii,proposal,True,310.06,683,38,straight,200,
dev-056-absolute,absolute,proposal,True,299.19,567,38,straight,200,
dev-005-ascii,ascii,proposal,True,378.32,702,38,straight,200,
dev-010-history,history,proposal,True,335.18,1191,38,right,200,
dev-005-egocentric,egocentric,proposal,True,300.62,624,38,left,200,
dev-078-ascii,ascii,proposal,True,286.92,714,38,straight,200,
dev-011-review,review,proposal,True,292.12,567,38,straight,200,
dev-011-review,review,review,True,385.74,624,38,straight,200,
dev-079-egocentric,egocentric,proposal,True,292.75,616,38,straight,200,
dev-075-original,original,proposal,True,356.39,594,38,straight,200,
dev-058-history,history,proposal,True,337.56,1102,38,straight,200,
dev-018-egocentric,egocentric,proposal,True,298.59,611,38,left,200,
dev-053-priority,priority,proposal,True,310.22,568,38,straight,200,
dev-040-absolute,absolute,proposal,True,303.44,567,38,left,200,
dev-018-priority,priority,proposal,True,345.87,572,38,straight,200,
dev-051-priority,priority,proposal,True,439.45,590,38,straight,200,
dev-019-review,review,proposal,True,398.73,566,38,left,200,
dev-019-review,review,review,True,355.65,623,38,left,200,
dev-033-original,original,proposal,True,349.59,616,38,straight,200,
dev-031-narrative,narrative,proposal,True,317.86,538,38,right,200,
dev-067-egocentric,egocentric,proposal,True,355.95,625,38,right,200,
dev-027-review,review,proposal,True,348.62,573,38,straight,200,
dev-027-review,review,review,True,348.14,630,38,straight,200,
dev-078-egocentric,egocentric,proposal,True,348.9,621,38,straight,200,
dev-022-absolute,absolute,proposal,True,756.31,573,38,straight,200,
