episode,level,controller,seed,move,action,input_tokens,output_tokens,latency_ms
open-jev_guarded-103,open,jev_guarded,103,51,straight,606,38,288.96
open-jev_guarded-103,open,jev_guarded,103,52,straight,606,38,343.83
open-jev_guarded-103,open,jev_guarded,103,53,straight,606,38,362.58
open-jev_guarded-103,open,jev_guarded,103,54,straight,607,38,321.34
open-jev_guarded-103,open,jev_guarded,103,55,left,610,38,293.41
open-jev_guarded-103,open,jev_guarded,103,56,straight,610,38,308.83
open-jev_guarded-103,open,jev_guarded,103,57,straight,612,38,300.82
open-jev_guarded-103,open,jev_guarded,103,58,right,613,38,333.64
open-jev_guarded-103,open,jev_guarded,103,59,right,614,38,704.36
open-jev_guarded-103,open,jev_guarded,103,60,straight,586,31,449.28
open-jev_guarded-103,open,jev_guarded,103,61,straight,615,38,283.86
open-jev_guarded-103,open,jev_guarded,103,62,straight,615,38,433.84
open-jev_guarded-103,open,jev_guarded,103,63,left,616,38,285.01
open-jev_guarded-103,open,jev_guarded,103,64,straight,613,38,316.54
open-jev_guarded-103,open,jev_guarded,103,65,straight,612,38,284.35
open-jev_guarded-103,open,jev_guarded,103,66,straight,611,38,312.81
open-jev_guarded-103,open,jev_guarded,103,67,straight,610,38,299.91
open-jev_guarded-103,open,jev_guarded,103,68,straight,609,38,326.62
open-jev_guarded-103,open,jev_guarded,103,69,straight,608,38,357.66
open-jev_guarded-103,open,jev_guarded,103,70,straight,608,38,346.71
open-jev_guarded-103,open,jev_guarded,103,71,straight,608,38,316.97
open-jev_guarded-103,open,jev_guarded,103,72,straight,608,38,334.51
open-jev_guarded-103,open,jev_guarded,103,73,straight,609,38,307.73
open-jev_guarded-103,open,jev_guarded,103,74,straight,612,38,308.24
open-jev_guarded-103,open,jev_guarded,103,75,straight,612,38,305.93
open-jev_guarded-103,open,jev_guarded,103,76,left,610,38,292.57
open-jev_guarded-103,open,jev_guarded,103,77,straight,610,38,339.64
open-jev_guarded-103,open,jev_guarded,103,78,straight,610,38,340.95
open-jev_guarded-103,open,jev_guarded,103,79,right,610,38,348.48
open-jev_guarded-103,open,jev_guarded,103,80,straight,608,38,288.32
open-jev_guarded-103,open,jev_guarded,103,81,straight,607,38,361.54
open-jev_guarded-103,open,jev_guarded,103,82,straight,607,38,336.37
open-jev_guarded-103,open,jev_guarded,103,83,straight,607,38,343.69
open-jev_guarded-103,open,jev_guarded,103,84,straight,607,38,321.97
open-jev_guarded-103,open,jev_guarded,103,85,straight,607,38,278.29
open-jev_guarded-103,open,jev_guarded,103,86,straight,607,38,303.71
open-jev_guarded-103,open,jev_guarded,103,87,straight,612,38,387.87
open-jev_guarded-103,open,jev_guarded,103,88,straight,613,38,335.6
open-jev_guarded-103,open,jev_guarded,103,89,straight,616,38,288.97
open-jev_guarded-103,open,jev_guarded,103,90,straight,616,38,299.61
open-jev_guarded-103,open,jev_guarded,103,91,straight,614,38,308.88
open-jev_guarded-103,open,jev_guarded,103,92,straight,614,38,313.86
open-jev_guarded-103,open,jev_guarded,103,93,straight,614,38,331.39
open-jev_guarded-103,open,jev_guarded,103,94,straight,614,38,312.61
open-jev_guarded-103,open,jev_guarded,103,95,straight,614,38,1200.8
open-jev_guarded-103,open,jev_guarded,103,96,straight,613,38,456.94
open-jev_guarded-103,open,jev_guarded,103,97,straight,613,38,353.85
open-jev_guarded-103,open,jev_guarded,103,98,straight,613,38,300.45
open-jev_guarded-103,open,jev_guarded,103,99,straight,613,38,289.08
open-jev_guarded-103,open,jev_guarded,103,100,straight,614,38,300.12
open-jev_guarded-103,open,jev_guarded,103,101,straight,618,38,313.67
open-jev_guarded-103,open,jev_guarded,103,102,straight,618,38,289.75
open-jev_guarded-103,open,jev_guarded,103,103,straight,616,38,313.05
open-jev_guarded-103,open,jev_guarded,103,104,straight,616,38,301.79
open-jev_guarded-103,open,jev_guarded,103,105,straight,616,38,422.53
open-jev_guarded-103,open,jev_guarded,103,106,straight,616,38,299.34
open-jev_guarded-103,open,jev_guarded,103,107,straight,616,38,318.1
open-jev_guarded-103,open,jev_guarded,103,108,straight,615,38,608.04
open-jev_guarded-103,open,jev_guarded,103,109,straight,614,38,329.72
open-jev_guarded-103,open,jev_guarded,103,110,straight,614,38,273.85
open-jev_guarded-103,open,jev_guarded,103,111,straight,614,38,344.63
open-jev_guarded-103,open,jev_guarded,103,112,straight,615,38,298.45
open-jev_guarded-103,open,jev_guarded,103,113,straight,618,38,277.31
open-jev_guarded-103,open,jev_guarded,103,114,straight,618,38,334.53
open-jev_guarded-103,open,jev_guarded,103,115,straight,616,38,421.54
open-jev_guarded-103,open,jev_guarded,103,116,straight,616,38,356.04
open-jev_guarded-103,open,jev_guarded,103,117,straight,616,38,292.2
open-jev_guarded-103,open,jev_guarded,103,118,straight,616,38,313.25
open-jev_guarded-103,open,jev_guarded,103,119,straight,616,38,352.85
open-jev_guarded-103,open,jev_guarded,103,120,straight,615,38,307.15
open-jev_guarded-103,open,jev_guarded,103,121,straight,614,38,619.14
open-jev_guarded-103,open,jev_guarded,103,122,straight,614,38,367.33
open-jev_guarded-103,open,jev_guarded,103,123,straight,614,38,312.47
open-jev_guarded-103,open,jev_guarded,103,124,straight,615,38,339.75
open-jev_guarded-103,open,jev_guarded,103,125,straight,618,38,294.05
open-jev_guarded-103,open,jev_guarded,103,126,straight,618,38,315.2
open-jev_guarded-103,open,jev_guarded,103,127,straight,616,38,340.07
open-jev_guarded-103,open,jev_guarded,103,128,straight,616,38,381.81
open-jev_guarded-103,open,jev_guarded,103,129,straight,616,38,304.24
open-jev_guarded-103,open,jev_guarded,103,130,straight,616,38,366.22
open-jev_guarded-103,open,jev_guarded,103,131,straight,616,38,513.75
open-jev_guarded-103,open,jev_guarded,103,132,straight,615,38,437.9
open-jev_guarded-103,open,jev_guarded,103,133,straight,614,38,332.49
open-jev_guarded-103,open,jev_guarded,103,134,straight,614,38,315.97
open-jev_guarded-103,open,jev_guarded,103,135,straight,614,38,326.5
open-jev_guarded-103,open,jev_guarded,103,136,straight,615,38,332.87
open-jev_guarded-104,open,jev_guarded,104,1,straight,587,38,447.93
open-jev_guarded-104,open,jev_guarded,104,2,straight,587,38,343.72
open-jev_guarded-104,open,jev_guarded,104,3,straight,587,38,432.9
open-jev_guarded-104,open,jev_guarded,104,4,straight,587,38,481.79
open-jev_guarded-104,open,jev_guarded,104,5,straight,587,38,347.08
open-jev_guarded-104,open,jev_guarded,104,6,left,587,38,452.14
open-jev_guarded-104,open,jev_guarded,104,7,right,587,38,412.88
open-jev_guarded-104,open,jev_guarded,104,8,right,594,38,443.31
open-jev_guarded-104,open,jev_guarded,104,9,straight,594,38,382.28
open-jev_guarded-104,open,jev_guarded,104,10,straight,594,38,434.47
open-jev_guarded-104,open,jev_guarded,104,11,straight,595,38,380.28
open-jev_guarded-104,open,jev_guarded,104,12,right,596,38,431.51
open-jev_guarded-104,open,jev_guarded,104,13,straight,595,38,318.33
open-jev_guarded-104,open,jev_guarded,104,14,straight,595,38,429.41
open-jev_guarded-104,open,jev_guarded,104,15,straight,595,38,369.27
open-jev_guarded-104,open,jev_guarded,104,16,straight,595,38,298.63
open-jev_guarded-104,open,jev_guarded,104,17,straight,595,38,449.93
open-jev_guarded-104,open,jev_guarded,104,18,straight,596,38,391.67
open-jev_guarded-104,open,jev_guarded,104,19,straight,596,38,386.75
open-jev_guarded-104,open,jev_guarded,104,20,straight,596,38,307.77
open-jev_guarded-104,open,jev_guarded,104,21,straight,597,38,356.71
open-jev_guarded-104,open,jev_guarded,104,22,straight,600,38,384.6
open-jev_guarded-104,open,jev_guarded,104,23,straight,600,38,369.08
open-jev_guarded-104,open,jev_guarded,104,24,straight,598,38,363.17
open-jev_guarded-104,open,jev_guarded,104,25,straight,598,38,506.47
open-jev_guarded-104,open,jev_guarded,104,26,straight,597,38,397.43
open-jev_guarded-104,open,jev_guarded,104,27,straight,596,38,446.76
open-jev_guarded-104,open,jev_guarded,104,28,straight,596,38,318.45
open-jev_guarded-104,open,jev_guarded,104,29,straight,596,38,295.55
open-jev_guarded-104,open,jev_guarded,104,30,straight,596,38,322.67
open-jev_guarded-104,open,jev_guarded,104,31,straight,596,38,342.86
open-jev_guarded-104,open,jev_guarded,104,32,straight,596,38,334.14
open-jev_guarded-104,open,jev_guarded,104,33,straight,597,38,364.26
open-jev_guarded-104,open,jev_guarded,104,34,straight,600,38,462.8
open-jev_guarded-104,open,jev_guarded,104,35,straight,600,38,285.72
open-jev_guarded-104,open,jev_guarded,104,36,straight,598,38,321.34
open-jev_guarded-104,open,jev_guarded,104,37,straight,598,38,312.58
open-jev_guarded-104,open,jev_guarded,104,38,straight,597,38,363.81
open-jev_guarded-104,open,jev_guarded,104,39,straight,596,38,344.06
open-jev_guarded-104,open,jev_guarded,104,40,straight,596,38,293.39
open-jev_guarded-104,open,jev_guarded,104,41,straight,596,38,821.31
open-jev_guarded-104,open,jev_guarded,104,42,straight,596,38,304.94
open-jev_guarded-104,open,jev_guarded,104,43,straight,596,38,274.76
open-jev_guarded-104,open,jev_guarded,104,44,straight,596,38,371.03
open-jev_guarded-104,open,jev_guarded,104,45,straight,597,38,354.41
open-jev_guarded-104,open,jev_guarded,104,46,straight,600,38,274.51
open-jev_guarded-104,open,jev_guarded,104,47,straight,600,38,338.88
open-jev_guarded-104,open,jev_guarded,104,48,straight,598,38,476.12
open-jev_guarded-104,open,jev_guarded,104,49,straight,598,38,286.87
open-jev_guarded-104,open,jev_guarded,104,50,straight,597,38,436.99
open-jev_guarded-104,open,jev_guarded,104,51,straight,596,38,341.72
open-jev_guarded-104,open,jev_guarded,104,52,straight,596,38,273.75
open-jev_guarded-104,open,jev_guarded,104,53,straight,596,38,323.64
open-jev_guarded-104,open,jev_guarded,104,54,straight,596,38,329.39
open-jev_guarded-104,open,jev_guarded,104,55,straight,596,38,293.83
open-jev_guarded-104,open,jev_guarded,104,56,straight,596,38,297.31
open-jev_guarded-104,open,jev_guarded,104,57,straight,597,38,293.81
classic-jev_guarded-104,classic,jev_guarded,104,1,straight,587,38,356.36
classic-jev_guarded-104,classic,jev_guarded,104,2,straight,587,38,370.61
classic-jev_guarded-104,classic,jev_guarded,104,3,straight,587,38,359.13
classic-jev_guarded-104,classic,jev_guarded,104,4,left,587,38,372.96
classic-jev_guarded-104,classic,jev_guarded,104,5,straight,587,38,298.07
classic-jev_guarded-104,classic,jev_guarded,104,6,right,587,38,402.73
classic-jev_guarded-104,classic,jev_guarded,104,7,straight,587,38,373.13
classic-jev_guarded-104,classic,jev_guarded,104,8,straight,587,38,487.1
classic-jev_guarded-104,classic,jev_guarded,104,9,right,559,31,413.11
classic-jev_guarded-104,classic,jev_guarded,104,10,straight,565,31,380.38
classic-jev_guarded-104,classic,jev_guarded,104,11,straight,566,31,498.83
classic-jev_guarded-104,classic,jev_guarded,104,12,right,566,31,376.89
classic-jev_guarded-104,classic,jev_guarded,104,13,straight,594,38,348.94
classic-jev_guarded-104,classic,jev_guarded,104,14,right,594,38,358.67
classic-jev_guarded-104,classic,jev_guarded,104,15,left,594,38,291.56
classic-jev_guarded-104,classic,jev_guarded,104,16,straight,594,38,289.15
classic-jev_guarded-104,classic,jev_guarded,104,17,straight,600,38,350.12
classic-jev_guarded-104,classic,jev_guarded,104,18,straight,600,38,350.03
classic-jev_guarded-104,classic,jev_guarded,104,19,straight,600,38,347.6
classic-jev_guarded-104,classic,jev_guarded,104,20,straight,600,38,275.74
classic-jev_guarded-104,classic,jev_guarded,104,21,straight,600,38,288.4
classic-jev_guarded-104,classic,jev_guarded,104,22,straight,601,38,327.56
classic-jev_guarded-104,classic,jev_guarded,104,23,straight,604,38,282.62
classic-jev_guarded-104,classic,jev_guarded,104,24,left,576,31,357.96
classic-jev_guarded-104,classic,jev_guarded,104,25,straight,577,31,336.58
classic-jev_guarded-104,classic,jev_guarded,104,26,straight,578,31,339.56
classic-jev_guarded-104,classic,jev_guarded,104,27,straight,581,31,335.33
classic-jev_guarded-104,classic,jev_guarded,104,28,left,583,31,296.55
classic-jev_guarded-104,classic,jev_guarded,104,29,straight,612,38,756.69
classic-jev_guarded-104,classic,jev_guarded,104,30,straight,610,38,416.42
classic-jev_guarded-104,classic,jev_guarded,104,31,straight,610,38,365.0
classic-jev_guarded-104,classic,jev_guarded,104,32,straight,610,38,319.11
classic-jev_guarded-104,classic,jev_guarded,104,33,straight,609,38,311.08
classic-jev_guarded-104,classic,jev_guarded,104,34,straight,608,38,344.22
classic-jev_guarded-104,classic,jev_guarded,104,35,straight,608,38,296.9
classic-jev_guarded-104,classic,jev_guarded,104,36,straight,608,38,455.3
classic-jev_guarded-104,classic,jev_guarded,104,37,straight,608,38,305.8
classic-jev_guarded-104,classic,jev_guarded,104,38,left,608,38,312.1
classic-jev_guarded-104,classic,jev_guarded,104,39,straight,605,38,337.39
classic-jev_guarded-104,classic,jev_guarded,104,40,straight,604,38,323.5
classic-jev_guarded-104,classic,jev_guarded,104,41,straight,603,38,375.9
classic-jev_guarded-104,classic,jev_guarded,104,42,straight,602,38,358.03
classic-jev_guarded-104,classic,jev_guarded,104,43,straight,601,38,554.69
classic-jev_guarded-104,classic,jev_guarded,104,44,straight,601,38,311.06
classic-jev_guarded-104,classic,jev_guarded,104,45,straight,601,38,271.24
classic-jev_guarded-104,classic,jev_guarded,104,46,straight,601,38,304.23
classic-jev_guarded-104,classic,jev_guarded,104,47,left,601,38,377.43
classic-jev_guarded-104,classic,jev_guarded,104,48,left,601,38,337.01
classic-jev_guarded-104,classic,jev_guarded,104,49,straight,573,31,524.23
classic-jev_guarded-104,classic,jev_guarded,104,50,straight,601,38,283.69
classic-jev_guarded-104,classic,jev_guarded,104,51,straight,601,38,352.59
classic-jev_guarded-104,classic,jev_guarded,104,52,straight,601,38,316.43
classic-jev_guarded-104,classic,jev_guarded,104,53,straight,601,38,384.96
classic-jev_guarded-104,classic,jev_guarded,104,54,straight,601,38,335.02
classic-jev_guarded-104,classic,jev_guarded,104,55,straight,601,38,284.97
classic-jev_guarded-104,classic,jev_guarded,104,56,straight,602,38,392.25
classic-jev_guarded-104,classic,jev_guarded,104,57,right,605,38,322.42
classic-jev_guarded-104,classic,jev_guarded,104,58,straight,605,38,264.27
classic-jev_guarded-104,classic,jev_guarded,104,59,straight,606,38,354.46
classic-jev_guarded-104,classic,jev_guarded,104,60,straight,607,38,331.69
classic-jev_guarded-104,classic,jev_guarded,104,61,straight,608,38,282.9
classic-jev_guarded-104,classic,jev_guarded,104,62,straight,608,38,288.36
classic-jev_guarded-104,classic,jev_guarded,104,63,straight,608,38,381.84
classic-jev_guarded-104,classic,jev_guarded,104,64,straight,609,38,306.62
classic-jev_guarded-104,classic,jev_guarded,104,65,straight,612,38,286.03
classic-jev_guarded-104,classic,jev_guarded,104,66,left,583,31,305.26
