id,group,factors,requests,correct,accuracy,question_count,mean_target_probability,mean_confidence,input_tokens,output_tokens,latency_ms,selections
key-answer,question_key,"{""key"": ""answer""}",25,0,0.0,25,0.0608,0.878,327,31,305.17,"{""answer"": {""walk"": 25}}"
key-transport,question_key,"{""key"": ""transport""}",25,0,0.0,25,0.0656,0.868,327,31,306.38,"{""transport"": {""walk"": 25}}"
options-described,options,{},25,25,1.0,25,0.6836,0.3664,347,31,336.2,"{""answer"": {""drive"": 25}}"
rule-feasibility,options,{},25,0,0.0,25,0.0128,0.9743999999999999,350,31,302.97,"{""answer"": {""walk"": 25}}"
transfer-wash-direct,transfer,"{""scenario"": ""wash"", ""mode"": ""direct"", ""label"": ""drive""}",10,0,0.0,10,0.265,0.46799999999999997,333,31,298.645,"{""answer"": {""walk"": 10}}"
transfer-wash-goal,transfer,"{""scenario"": ""wash"", ""mode"": ""goal"", ""label"": ""drive""}",10,0,0.0,10,0.201,0.595,344,31,368.925,"{""answer"": {""walk"": 10}}"
transfer-wash-checks,transfer,"{""scenario"": ""wash"", ""mode"": ""checks"", ""label"": ""drive""}",10,10,1.0,20,0.9895,0.9824999999999999,439,81,306.62,"{""bring"": {""yes"": 10}, ""walk"": {""no"": 10}}"
transfer-tires-direct,transfer,"{""scenario"": ""tires"", ""mode"": ""direct"", ""label"": ""drive""}",10,0,0.0,10,0.382,0.23399999999999999,335,31,360.295,"{""answer"": {""walk"": 10}}"
transfer-tires-goal,transfer,"{""scenario"": ""tires"", ""mode"": ""goal"", ""label"": ""drive""}",10,0,0.0,10,0.176,0.651,346,31,301.475,"{""answer"": {""walk"": 10}}"
transfer-tires-checks,transfer,"{""scenario"": ""tires"", ""mode"": ""checks"", ""label"": ""drive""}",10,10,1.0,20,0.9604999999999999,0.9410000000000001,441,81,330.37,"{""bring"": {""yes"": 10}, ""walk"": {""no"": 10}}"
transfer-inspection-direct,transfer,"{""scenario"": ""inspection"", ""mode"": ""direct"", ""label"": ""drive""}",10,0,0.0,10,0.092,0.817,335,31,318.155,"{""answer"": {""walk"": 10}}"
transfer-inspection-goal,transfer,"{""scenario"": ""inspection"", ""mode"": ""goal"", ""label"": ""drive""}",10,0,0.0,10,0.074,0.852,346,31,311.3,"{""answer"": {""walk"": 10}}"
transfer-inspection-checks,transfer,"{""scenario"": ""inspection"", ""mode"": ""checks"", ""label"": ""drive""}",10,10,1.0,20,0.976,0.9605,441,81,309.22,"{""bring"": {""yes"": 10}, ""walk"": {""no"": 10}}"
transfer-oil-direct,transfer,"{""scenario"": ""oil"", ""mode"": ""direct"", ""label"": ""drive""}",10,5,0.5,10,0.491,0.068,335,31,323.775,"{""answer"": {""drive"": 5, ""walk"": 5}}"
transfer-oil-goal,transfer,"{""scenario"": ""oil"", ""mode"": ""goal"", ""label"": ""drive""}",10,0,0.0,10,0.251,0.496,346,31,307.35,"{""answer"": {""walk"": 10}}"
transfer-oil-checks,transfer,"{""scenario"": ""oil"", ""mode"": ""checks"", ""label"": ""drive""}",10,10,1.0,20,0.9695,0.954,441,81,341.99,"{""bring"": {""yes"": 10}, ""walk"": {""no"": 10}}"
transfer-weigh-direct,transfer,"{""scenario"": ""weigh"", ""mode"": ""direct"", ""label"": ""drive""}",10,0,0.0,10,0.267,0.46599999999999997,336,31,277.66999999999996,"{""answer"": {""walk"": 10}}"
transfer-weigh-goal,transfer,"{""scenario"": ""weigh"", ""mode"": ""goal"", ""label"": ""drive""}",10,1,0.1,10,0.394,0.216,347,31,335.35,"{""answer"": {""walk"": 9, ""drive"": 1}}"
transfer-weigh-checks,transfer,"{""scenario"": ""weigh"", ""mode"": ""checks"", ""label"": ""drive""}",10,10,1.0,20,0.9764999999999999,0.9625,442,81,290.05499999999995,"{""bring"": {""yes"": 10}, ""walk"": {""no"": 10}}"
transfer-trade-direct,transfer,"{""scenario"": ""trade"", ""mode"": ""direct"", ""label"": ""drive""}",10,0,0.0,10,0.356,0.292,337,31,294.78,"{""answer"": {""walk"": 10}}"
transfer-trade-goal,transfer,"{""scenario"": ""trade"", ""mode"": ""goal"", ""label"": ""drive""}",10,0,0.0,10,0.042,0.919,348,31,312.78999999999996,"{""answer"": {""walk"": 10}}"
transfer-trade-checks,transfer,"{""scenario"": ""trade"", ""mode"": ""checks"", ""label"": ""drive""}",10,0,0.0,20,0.5985,0.6945,443,81,317.78499999999997,"{""bring"": {""no"": 10}, ""walk"": {""no"": 10}}"
transfer-pickup-direct,transfer,"{""scenario"": ""pickup"", ""mode"": ""direct"", ""label"": ""walk""}",10,10,1.0,10,0.987,0.973,340,31,320.73,"{""answer"": {""walk"": 10}}"
transfer-pickup-goal,transfer,"{""scenario"": ""pickup"", ""mode"": ""goal"", ""label"": ""walk""}",10,10,1.0,10,1.0,0.999,351,31,298.765,"{""answer"": {""walk"": 10}}"
transfer-pickup-checks,transfer,"{""scenario"": ""pickup"", ""mode"": ""checks"", ""label"": ""walk""}",10,10,1.0,20,0.955,0.9339999999999999,446,81,310.33500000000004,"{""bring"": {""no"": 10}, ""walk"": {""yes"": 10}}"
transfer-job-direct,transfer,"{""scenario"": ""job"", ""mode"": ""direct"", ""label"": ""walk""}",10,10,1.0,10,1.0,1.0,335,31,369.08000000000004,"{""answer"": {""walk"": 10}}"
transfer-job-goal,transfer,"{""scenario"": ""job"", ""mode"": ""goal"", ""label"": ""walk""}",10,10,1.0,10,1.0,1.0,346,31,305.45000000000005,"{""answer"": {""walk"": 10}}"
transfer-job-checks,transfer,"{""scenario"": ""job"", ""mode"": ""checks"", ""label"": ""walk""}",10,10,1.0,20,0.9935,0.9884999999999999,441,81,320.65,"{""bring"": {""no"": 10}, ""walk"": {""yes"": 10}}"
transfer-receipt-direct,transfer,"{""scenario"": ""receipt"", ""mode"": ""direct"", ""label"": ""walk""}",10,10,1.0,10,1.0,1.0,348,31,324.28499999999997,"{""answer"": {""walk"": 10}}"
transfer-receipt-goal,transfer,"{""scenario"": ""receipt"", ""mode"": ""goal"", ""label"": ""walk""}",10,10,1.0,10,1.0,1.0,359,31,301.26,"{""answer"": {""walk"": 10}}"
transfer-receipt-checks,transfer,"{""scenario"": ""receipt"", ""mode"": ""checks"", ""label"": ""walk""}",10,10,1.0,20,0.9955,0.9904999999999999,454,81,347.02,"{""bring"": {""no"": 10}, ""walk"": {""yes"": 10}}"
transfer-supplies-direct,transfer,"{""scenario"": ""supplies"", ""mode"": ""direct"", ""label"": ""walk""}",10,10,1.0,10,1.0,1.0,339,31,307.725,"{""answer"": {""walk"": 10}}"
transfer-supplies-goal,transfer,"{""scenario"": ""supplies"", ""mode"": ""goal"", ""label"": ""walk""}",10,10,1.0,10,1.0,1.0,350,31,346.605,"{""answer"": {""walk"": 10}}"
transfer-supplies-checks,transfer,"{""scenario"": ""supplies"", ""mode"": ""checks"", ""label"": ""walk""}",10,10,1.0,20,0.997,0.994,445,81,311.565,"{""bring"": {""no"": 10}, ""walk"": {""yes"": 10}}"
transfer-refund-direct,transfer,"{""scenario"": ""refund"", ""mode"": ""direct"", ""label"": ""walk""}",10,10,1.0,10,1.0,1.0,340,31,310.69500000000005,"{""answer"": {""walk"": 10}}"
transfer-refund-goal,transfer,"{""scenario"": ""refund"", ""mode"": ""goal"", ""label"": ""walk""}",10,10,1.0,10,1.0,1.0,351,31,384.575,"{""answer"": {""walk"": 10}}"
transfer-refund-checks,transfer,"{""scenario"": ""refund"", ""mode"": ""checks"", ""label"": ""walk""}",10,10,1.0,20,1.0,0.995,446,81,303.95500000000004,"{""bring"": {""no"": 10}, ""walk"": {""yes"": 10}}"
transfer-mobile-direct,transfer,"{""scenario"": ""mobile"", ""mode"": ""direct"", ""label"": ""walk""}",10,10,1.0,10,1.0,1.0,348,31,323.815,"{""answer"": {""walk"": 10}}"
transfer-mobile-goal,transfer,"{""scenario"": ""mobile"", ""mode"": ""goal"", ""label"": ""walk""}",10,10,1.0,10,1.0,1.0,359,31,306.735,"{""answer"": {""walk"": 10}}"
transfer-mobile-checks,transfer,"{""scenario"": ""mobile"", ""mode"": ""checks"", ""label"": ""walk""}",10,10,1.0,20,0.9665,0.9475,454,81,295.95000000000005,"{""bring"": {""no"": 10}, ""walk"": {""yes"": 10}}"
length-0-neutral-start-direct,length,"{""filler_words"": 0, ""filler"": ""neutral"", ""position"": ""start"", ""mode"": ""direct"", ""state_words"": 18}",8,0,0.0,8,0.045,0.91,331,31,301.685,"{""answer"": {""walk"": 8}}"
length-0-neutral-start-checks,length,"{""filler_words"": 0, ""filler"": ""neutral"", ""position"": ""start"", ""mode"": ""checks"", ""state_words"": 18}",8,8,1.0,16,0.8875,0.83,437,81,298.74,"{""bring"": {""yes"": 8}, ""walk"": {""no"": 8}}"
length-256-neutral-start-direct,length,"{""filler_words"": 256, ""filler"": ""neutral"", ""position"": ""start"", ""mode"": ""direct"", ""state_words"": 274}",8,0,0.0,8,0.0425,0.915,677,31,325.17499999999995,"{""answer"": {""walk"": 8}}"
length-256-neutral-start-checks,length,"{""filler_words"": 256, ""filler"": ""neutral"", ""position"": ""start"", ""mode"": ""checks"", ""state_words"": 274}",8,8,1.0,16,0.86,0.7893749999999999,783,81,313.445,"{""bring"": {""yes"": 8}, ""walk"": {""no"": 8}}"
length-256-neutral-middle-direct,length,"{""filler_words"": 256, ""filler"": ""neutral"", ""position"": ""middle"", ""mode"": ""direct"", ""state_words"": 274}",8,0,0.0,8,0.005,0.98875,677,31,333.72,"{""answer"": {""walk"": 8}}"
length-256-neutral-middle-checks,length,"{""filler_words"": 256, ""filler"": ""neutral"", ""position"": ""middle"", ""mode"": ""checks"", ""state_words"": 274}",8,8,1.0,16,0.863125,0.7943749999999999,783,81,336.93,"{""bring"": {""yes"": 8}, ""walk"": {""no"": 8}}"
length-256-neutral-end-direct,length,"{""filler_words"": 256, ""filler"": ""neutral"", ""position"": ""end"", ""mode"": ""direct"", ""state_words"": 274}",8,0,0.0,8,0.015,0.97,676,31,299.235,"{""answer"": {""walk"": 8}}"
length-256-neutral-end-checks,length,"{""filler_words"": 256, ""filler"": ""neutral"", ""position"": ""end"", ""mode"": ""checks"", ""state_words"": 274}",8,8,1.0,16,0.83875,0.76,782,81,332.93,"{""bring"": {""yes"": 8}, ""walk"": {""no"": 8}}"
length-256-walking-start-direct,length,"{""filler_words"": 256, ""filler"": ""walking"", ""position"": ""start"", ""mode"": ""direct"", ""state_words"": 274}",8,0,0.0,8,0.052500000000000005,0.89625,631,31,318.15,"{""answer"": {""walk"": 8}}"
length-256-walking-start-checks,length,"{""filler_words"": 256, ""filler"": ""walking"", ""position"": ""start"", ""mode"": ""checks"", ""state_words"": 274}",8,8,1.0,16,0.828125,0.740625,737,81,366.045,"{""bring"": {""yes"": 8}, ""walk"": {""no"": 8}}"
length-256-walking-middle-direct,length,"{""filler_words"": 256, ""filler"": ""walking"", ""position"": ""middle"", ""mode"": ""direct"", ""state_words"": 274}",8,0,0.0,8,0.0675,0.8625,633,31,327.52,"{""answer"": {""walk"": 8}}"
length-256-walking-middle-checks,length,"{""filler_words"": 256, ""filler"": ""walking"", ""position"": ""middle"", ""mode"": ""checks"", ""state_words"": 274}",8,8,1.0,16,0.8356250000000001,0.75375,739,81,336.69,"{""bring"": {""yes"": 8}, ""walk"": {""no"": 8}}"
length-256-walking-end-direct,length,"{""filler_words"": 256, ""filler"": ""walking"", ""position"": ""end"", ""mode"": ""direct"", ""state_words"": 274}",8,0,0.0,8,0.11,0.77875,631,31,297.65999999999997,"{""answer"": {""walk"": 8}}"
length-256-walking-end-checks,length,"{""filler_words"": 256, ""filler"": ""walking"", ""position"": ""end"", ""mode"": ""checks"", ""state_words"": 274}",8,8,1.0,16,0.85625,0.78625,737,81,330.95000000000005,"{""bring"": {""yes"": 8}, ""walk"": {""no"": 8}}"
length-1024-neutral-start-direct,length,"{""filler_words"": 1024, ""filler"": ""neutral"", ""position"": ""start"", ""mode"": ""direct"", ""state_words"": 1042}",8,0,0.0,8,0.05375,0.8925000000000001,1712,31,323.095,"{""answer"": {""walk"": 8}}"
length-1024-neutral-start-checks,length,"{""filler_words"": 1024, ""filler"": ""neutral"", ""position"": ""start"", ""mode"": ""checks"", ""state_words"": 1042}",8,8,1.0,16,0.89125,0.838125,1818,81,309.15,"{""bring"": {""yes"": 8}, ""walk"": {""no"": 8}}"
length-1024-neutral-middle-direct,length,"{""filler_words"": 1024, ""filler"": ""neutral"", ""position"": ""middle"", ""mode"": ""direct"", ""state_words"": 1042}",8,0,0.0,8,0.01,0.985,1711,31,342.305,"{""answer"": {""walk"": 8}}"
length-1024-neutral-middle-checks,length,"{""filler_words"": 1024, ""filler"": ""neutral"", ""position"": ""middle"", ""mode"": ""checks"", ""state_words"": 1042}",8,8,1.0,16,0.839375,0.760625,1817,81,373.225,"{""bring"": {""yes"": 8}, ""walk"": {""no"": 8}}"
length-1024-neutral-end-direct,length,"{""filler_words"": 1024, ""filler"": ""neutral"", ""position"": ""end"", ""mode"": ""direct"", ""state_words"": 1042}",8,0,0.0,8,0.017499999999999998,0.965,1712,31,308.16499999999996,"{""answer"": {""walk"": 8}}"
length-1024-neutral-end-checks,length,"{""filler_words"": 1024, ""filler"": ""neutral"", ""position"": ""end"", ""mode"": ""checks"", ""state_words"": 1042}",8,8,1.0,16,0.84375,0.7675,1818,81,301.58500000000004,"{""bring"": {""yes"": 8}, ""walk"": {""no"": 8}}"
length-1024-walking-start-direct,length,"{""filler_words"": 1024, ""filler"": ""walking"", ""position"": ""start"", ""mode"": ""direct"", ""state_words"": 1042}",8,0,0.0,8,0.0475,0.90375,1532,31,329.375,"{""answer"": {""walk"": 8}}"
length-1024-walking-start-checks,length,"{""filler_words"": 1024, ""filler"": ""walking"", ""position"": ""start"", ""mode"": ""checks"", ""state_words"": 1042}",8,8,1.0,16,0.79125,0.681875,1638,81,349.7,"{""bring"": {""yes"": 8}, ""walk"": {""no"": 8}}"
length-1024-walking-middle-direct,length,"{""filler_words"": 1024, ""filler"": ""walking"", ""position"": ""middle"", ""mode"": ""direct"", ""state_words"": 1042}",8,0,0.0,8,0.028749999999999998,0.94375,1533,31,366.81,"{""answer"": {""walk"": 8}}"
length-1024-walking-middle-checks,length,"{""filler_words"": 1024, ""filler"": ""walking"", ""position"": ""middle"", ""mode"": ""checks"", ""state_words"": 1042}",8,8,1.0,16,0.836875,0.755,1639,81,326.48,"{""bring"": {""yes"": 8}, ""walk"": {""no"": 8}}"
length-1024-walking-end-direct,length,"{""filler_words"": 1024, ""filler"": ""walking"", ""position"": ""end"", ""mode"": ""direct"", ""state_words"": 1042}",8,0,0.0,8,0.06,0.88,1532,31,312.385,"{""answer"": {""walk"": 8}}"
length-1024-walking-end-checks,length,"{""filler_words"": 1024, ""filler"": ""walking"", ""position"": ""end"", ""mode"": ""checks"", ""state_words"": 1042}",8,8,1.0,16,0.86125,0.795,1638,81,286.225,"{""bring"": {""yes"": 8}, ""walk"": {""no"": 8}}"
length-4096-neutral-start-direct,length,"{""filler_words"": 4096, ""filler"": ""neutral"", ""position"": ""start"", ""mode"": ""direct"", ""state_words"": 4114}",8,0,0.0,8,0.0375,0.92375,5861,31,443.995,"{""answer"": {""walk"": 8}}"
length-4096-neutral-start-checks,length,"{""filler_words"": 4096, ""filler"": ""neutral"", ""position"": ""start"", ""mode"": ""checks"", ""state_words"": 4114}",8,8,1.0,16,0.894375,0.8418749999999999,5967,81,436.28499999999997,"{""bring"": {""yes"": 8}, ""walk"": {""no"": 8}}"
length-4096-neutral-middle-direct,length,"{""filler_words"": 4096, ""filler"": ""neutral"", ""position"": ""middle"", ""mode"": ""direct"", ""state_words"": 4114}",8,0,0.0,8,0.01,0.9824999999999999,5861,31,510.415,"{""answer"": {""walk"": 8}}"
length-4096-neutral-middle-checks,length,"{""filler_words"": 4096, ""filler"": ""neutral"", ""position"": ""middle"", ""mode"": ""checks"", ""state_words"": 4114}",8,5,0.625,16,0.734375,0.60875,5967,81,409.53,"{""bring"": {""yes"": 8}, ""walk"": {""yes"": 3, ""no"": 5}}"
length-4096-neutral-end-direct,length,"{""filler_words"": 4096, ""filler"": ""neutral"", ""position"": ""end"", ""mode"": ""direct"", ""state_words"": 4114}",8,0,0.0,8,0.01375,0.9724999999999999,5860,31,422.195,"{""answer"": {""walk"": 8}}"
length-4096-neutral-end-checks,length,"{""filler_words"": 4096, ""filler"": ""neutral"", ""position"": ""end"", ""mode"": ""checks"", ""state_words"": 4114}",8,7,0.875,16,0.788125,0.6849999999999999,5966,81,433.865,"{""bring"": {""yes"": 8}, ""walk"": {""no"": 7, ""yes"": 1}}"
length-4096-walking-start-direct,length,"{""filler_words"": 4096, ""filler"": ""walking"", ""position"": ""start"", ""mode"": ""direct"", ""state_words"": 4114}",8,0,0.0,8,0.05375,0.89625,5139,31,399.375,"{""answer"": {""walk"": 8}}"
length-4096-walking-start-checks,length,"{""filler_words"": 4096, ""filler"": ""walking"", ""position"": ""start"", ""mode"": ""checks"", ""state_words"": 4114}",8,8,1.0,16,0.81125,0.7162499999999999,5245,81,402.90999999999997,"{""bring"": {""yes"": 8}, ""walk"": {""no"": 8}}"
length-4096-walking-middle-direct,length,"{""filler_words"": 4096, ""filler"": ""walking"", ""position"": ""middle"", ""mode"": ""direct"", ""state_words"": 4114}",8,0,0.0,8,0.0225,0.9512499999999999,5141,31,423.42999999999995,"{""answer"": {""walk"": 8}}"
length-4096-walking-middle-checks,length,"{""filler_words"": 4096, ""filler"": ""walking"", ""position"": ""middle"", ""mode"": ""checks"", ""state_words"": 4114}",8,8,1.0,16,0.8175,0.725625,5247,81,472.23,"{""bring"": {""yes"": 8}, ""walk"": {""no"": 8}}"
length-4096-walking-end-direct,length,"{""filler_words"": 4096, ""filler"": ""walking"", ""position"": ""end"", ""mode"": ""direct"", ""state_words"": 4114}",8,0,0.0,8,0.03,0.94125,5139,31,410.57500000000005,"{""answer"": {""walk"": 8}}"
length-4096-walking-end-checks,length,"{""filler_words"": 4096, ""filler"": ""walking"", ""position"": ""end"", ""mode"": ""checks"", ""state_words"": 4114}",8,8,1.0,16,0.7943749999999999,0.6925,5245,81,416.98,"{""bring"": {""yes"": 8}, ""walk"": {""no"": 8}}"
length-8192-neutral-start-direct,length,"{""filler_words"": 8192, ""filler"": ""neutral"", ""position"": ""start"", ""mode"": ""direct"", ""state_words"": 8210}",8,0,0.0,8,0.01875,0.9612499999999999,11390,31,521.06,"{""answer"": {""walk"": 8}}"
length-8192-neutral-start-checks,length,"{""filler_words"": 8192, ""filler"": ""neutral"", ""position"": ""start"", ""mode"": ""checks"", ""state_words"": 8210}",8,8,1.0,16,0.880625,0.821875,11496,81,521.0699999999999,"{""bring"": {""yes"": 8}, ""walk"": {""no"": 8}}"
length-8192-neutral-middle-direct,length,"{""filler_words"": 8192, ""filler"": ""neutral"", ""position"": ""middle"", ""mode"": ""direct"", ""state_words"": 8210}",8,0,0.0,8,0.0225,0.9575,11389,31,517.84,"{""answer"": {""walk"": 8}}"
length-8192-neutral-middle-checks,length,"{""filler_words"": 8192, ""filler"": ""neutral"", ""position"": ""middle"", ""mode"": ""checks"", ""state_words"": 8210}",8,8,1.0,16,0.825625,0.7375,11495,81,583.315,"{""bring"": {""yes"": 8}, ""walk"": {""no"": 8}}"
length-8192-neutral-end-direct,length,"{""filler_words"": 8192, ""filler"": ""neutral"", ""position"": ""end"", ""mode"": ""direct"", ""state_words"": 8210}",8,0,0.0,8,0.00625,0.9824999999999999,11389,31,645.935,"{""answer"": {""walk"": 8}}"
length-8192-neutral-end-checks,length,"{""filler_words"": 8192, ""filler"": ""neutral"", ""position"": ""end"", ""mode"": ""checks"", ""state_words"": 8210}",8,8,1.0,16,0.784375,0.6799999999999999,11495,81,506.28999999999996,"{""bring"": {""yes"": 8}, ""walk"": {""no"": 8}}"
length-8192-walking-start-direct,length,"{""filler_words"": 8192, ""filler"": ""walking"", ""position"": ""start"", ""mode"": ""direct"", ""state_words"": 8210}",8,0,0.0,8,0.095,0.8125,9947,31,517.095,"{""answer"": {""walk"": 8}}"
length-8192-walking-start-checks,length,"{""filler_words"": 8192, ""filler"": ""walking"", ""position"": ""start"", ""mode"": ""checks"", ""state_words"": 8210}",8,8,1.0,16,0.81,0.7125,10053,81,545.4849999999999,"{""bring"": {""yes"": 8}, ""walk"": {""no"": 8}}"
length-8192-walking-middle-direct,length,"{""filler_words"": 8192, ""filler"": ""walking"", ""position"": ""middle"", ""mode"": ""direct"", ""state_words"": 8210}",8,0,0.0,8,0.0275,0.95,9947,31,523.12,"{""answer"": {""walk"": 8}}"
length-8192-walking-middle-checks,length,"{""filler_words"": 8192, ""filler"": ""walking"", ""position"": ""middle"", ""mode"": ""checks"", ""state_words"": 8210}",8,8,1.0,16,0.855625,0.785625,10053,81,517.79,"{""bring"": {""yes"": 8}, ""walk"": {""no"": 8}}"
length-8192-walking-end-direct,length,"{""filler_words"": 8192, ""filler"": ""walking"", ""position"": ""end"", ""mode"": ""direct"", ""state_words"": 8210}",8,0,0.0,8,0.02375,0.95375,9947,31,507.02,"{""answer"": {""walk"": 8}}"
length-8192-walking-end-checks,length,"{""filler_words"": 8192, ""filler"": ""walking"", ""position"": ""end"", ""mode"": ""checks"", ""state_words"": 8210}",8,8,1.0,16,0.870625,0.80625,10053,81,516.105,"{""bring"": {""yes"": 8}, ""walk"": {""no"": 8}}"
longtransfer-wash-512-start-direct,long_transfer,"{""scenario"": ""wash"", ""label"": ""drive"", ""filler_words"": 512, ""position"": ""start"", ""mode"": ""direct""}",5,0,0.0,5,0.132,0.74,1024,31,401.64,"{""answer"": {""walk"": 5}}"
longtransfer-wash-512-start-checks,long_transfer,"{""scenario"": ""wash"", ""label"": ""drive"", ""filler_words"": 512, ""position"": ""start"", ""mode"": ""checks""}",5,5,1.0,10,0.987,0.974,1130,81,301.93,"{""bring"": {""yes"": 5}, ""walk"": {""no"": 5}}"
longtransfer-wash-512-end-direct,long_transfer,"{""scenario"": ""wash"", ""label"": ""drive"", ""filler_words"": 512, ""position"": ""end"", ""mode"": ""direct""}",5,0,0.0,5,0.02,0.962,1024,31,303.31,"{""answer"": {""walk"": 5}}"
longtransfer-wash-512-end-checks,long_transfer,"{""scenario"": ""wash"", ""label"": ""drive"", ""filler_words"": 512, ""position"": ""end"", ""mode"": ""checks""}",5,5,1.0,10,0.964,0.9470000000000001,1130,81,314.78,"{""bring"": {""yes"": 5}, ""walk"": {""no"": 5}}"
longtransfer-wash-4096-start-direct,long_transfer,"{""scenario"": ""wash"", ""label"": ""drive"", ""filler_words"": 4096, ""position"": ""start"", ""mode"": ""direct""}",5,0,0.0,5,0.154,0.6880000000000001,5863,31,482.73,"{""answer"": {""walk"": 5}}"
longtransfer-wash-4096-start-checks,long_transfer,"{""scenario"": ""wash"", ""label"": ""drive"", ""filler_words"": 4096, ""position"": ""start"", ""mode"": ""checks""}",5,5,1.0,10,0.98,0.966,5969,81,449.42,"{""bring"": {""yes"": 5}, ""walk"": {""no"": 5}}"
longtransfer-wash-4096-end-direct,long_transfer,"{""scenario"": ""wash"", ""label"": ""drive"", ""filler_words"": 4096, ""position"": ""end"", ""mode"": ""direct""}",5,0,0.0,5,0.014,0.976,5863,31,389.44,"{""answer"": {""walk"": 5}}"
