run,question,decision,valid,choice,input_tokens,output_tokens,latency_ms,observation_age_s
destination-direct-paused,steering,37,True,straight,891,55,577.11,0
destination-direct-paused,pedals,37,True,brake,878,44,296.29,0
destination-direct-paused,steering,38,True,straight,877,55,296.6,0
destination-direct-paused,pedals,38,True,brake,864,44,302.91,0
destination-direct-paused,steering,39,True,straight,890,55,317.68,0
destination-direct-paused,pedals,39,True,brake,877,44,341.47,0
destination-direct-paused,steering,40,True,straight,875,55,303.64,0
destination-direct-paused,pedals,40,True,brake,862,44,315.44,0
destination-direct-paused,steering,41,True,straight,874,55,295.15,0
destination-direct-paused,pedals,41,True,brake,861,44,337.11,0
destination-direct-paused,steering,42,True,straight,888,55,371.97,0
destination-direct-paused,pedals,42,True,accelerate,875,45,376.9,0
destination-direct-paused,steering,43,True,straight,892,55,346.03,0
destination-direct-paused,pedals,43,True,accelerate,879,45,290.79,0
destination-direct-paused,steering,44,True,straight,908,55,311.57,0
destination-direct-paused,pedals,44,True,accelerate,895,45,359.14,0
destination-direct-paused,steering,45,True,straight,894,55,314.06,0
destination-direct-paused,pedals,45,True,accelerate,881,45,396.93,0
destination-direct-paused,steering,46,True,straight,891,55,336.3,0
destination-direct-paused,pedals,46,True,accelerate,878,45,308.6,0
destination-direct-paused,steering,47,True,straight,922,55,316.3,0
destination-direct-paused,pedals,47,True,accelerate,909,45,309.45,0
destination-direct-paused,steering,48,True,straight,909,55,353.38,0
destination-direct-paused,pedals,48,True,brake,896,44,292.11,0
destination-direct-paused,steering,49,True,straight,922,55,288.43,0
destination-direct-paused,pedals,49,True,brake,909,44,283.03,0
destination-direct-paused,steering,50,True,straight,892,55,317.54,0
destination-direct-paused,pedals,50,True,brake,879,44,279.09,0
destination-direct-paused,steering,51,True,straight,893,55,284.57,0
destination-direct-paused,pedals,51,True,brake,880,44,263.43,0
destination-direct-paused,steering,52,True,straight,909,55,297.78,0
destination-direct-paused,pedals,52,True,brake,896,44,307.66,0
destination-direct-paused,steering,53,True,straight,894,55,276.45,0
destination-direct-paused,pedals,53,True,brake,881,44,328.74,0
destination-direct-paused,steering,54,True,straight,894,55,291.95,0
destination-direct-paused,pedals,54,True,brake,881,44,294.7,0
destination-direct-paused,steering,55,True,straight,892,55,287.53,0
destination-direct-paused,pedals,55,True,brake,879,44,324.18,0
destination-direct-paused,steering,56,True,straight,895,55,342.21,0
destination-direct-paused,pedals,56,True,brake,882,44,310.8,0
destination-direct-paused,steering,57,True,straight,894,55,262.56,0
destination-direct-paused,pedals,57,True,accelerate,881,45,303.35,0
destination-direct-paused,steering,58,True,straight,925,55,320.14,0
destination-direct-paused,pedals,58,True,accelerate,912,45,274.79,0
destination-direct-paused,steering,59,True,straight,910,55,303.74,0
destination-direct-paused,pedals,59,True,accelerate,897,45,307.95,0
destination-direct-paused,steering,60,True,straight,909,55,280.83,0
destination-direct-paused,pedals,60,True,accelerate,896,45,289.68,0
destination-direct-paused,steering,61,True,straight,910,55,280.84,0
destination-direct-paused,pedals,61,True,accelerate,897,45,297.01,0
destination-direct-paused,steering,62,True,straight,912,55,298.52,0
destination-direct-paused,pedals,62,True,accelerate,899,45,255.62,0
destination-direct-paused,steering,63,True,straight,924,55,436.72,0
destination-direct-paused,pedals,63,True,accelerate,911,45,286.54,0
destination-direct-paused,steering,64,True,straight,924,55,287.45,0
destination-direct-paused,pedals,64,True,accelerate,911,45,314.09,0
destination-direct-paused,steering,65,True,straight,907,55,291.12,0
destination-direct-paused,pedals,65,True,accelerate,894,45,279.95,0
destination-direct-paused,steering,66,True,straight,902,55,298.1,0
destination-direct-paused,pedals,66,True,accelerate,889,45,341.85,0
destination-direct-paused,steering,67,True,straight,911,55,310.8,0
destination-direct-paused,pedals,67,True,accelerate,898,45,318.42,0
destination-direct-paused,steering,68,True,straight,923,55,336.6,0
destination-direct-paused,pedals,68,True,accelerate,910,45,270.73,0
destination-direct-paused,steering,69,True,straight,925,55,287.16,0
destination-direct-paused,pedals,69,True,accelerate,912,45,275.84,0
destination-direct-paused,steering,70,True,straight,908,55,275.8,0
destination-direct-paused,pedals,70,True,brake,895,44,270.69,0
destination-direct-paused,steering,71,True,straight,910,55,254.42,0
destination-direct-paused,pedals,71,True,brake,897,44,288.79,0
destination-direct-paused,steering,72,True,straight,908,55,293.4,0
destination-direct-paused,pedals,72,True,brake,895,44,304.74,0
destination-direct-paused,steering,73,True,straight,906,55,282.23,0
destination-direct-paused,pedals,73,True,brake,893,44,288.26,0
destination-direct-paused,steering,74,True,straight,906,55,258.4,0
destination-direct-paused,pedals,74,True,brake,893,44,305.11,0
destination-direct-paused,steering,75,True,straight,891,55,325.58,0
destination-direct-paused,pedals,75,True,brake,878,44,280.66,0
destination-direct-paused,steering,76,True,straight,892,55,271.64,0
destination-direct-paused,pedals,76,True,brake,879,44,258.58,0
destination-direct-paused,steering,77,True,straight,892,55,282.3,0
destination-direct-paused,pedals,77,True,brake,879,44,340.39,0
destination-direct-paused,steering,78,True,straight,907,55,512.29,0
destination-direct-paused,pedals,78,True,brake,894,44,324.52,0
destination-direct-paused,steering,79,True,straight,908,55,256.74,0
destination-direct-paused,pedals,79,True,brake,895,44,315.77,0
destination-direct-paused,steering,80,True,straight,892,55,254.63,0
destination-direct-paused,pedals,80,True,brake,879,44,280.6,0
destination-direct-paused,steering,81,True,straight,892,55,293.5,0
destination-direct-paused,pedals,81,True,brake,879,44,311.18,0
destination-direct-paused,steering,82,True,straight,894,55,267.86,0
destination-direct-paused,pedals,82,True,brake,881,44,259.74,0
destination-direct-paused,steering,83,True,straight,909,55,291.59,0
destination-direct-paused,pedals,83,True,brake,896,44,328.63,0
destination-direct-paused,steering,84,True,straight,908,55,314.16,0
destination-direct-paused,pedals,84,True,brake,895,44,308.65,0
destination-direct-paused,steering,85,True,straight,892,55,283.85,0
destination-direct-paused,pedals,85,True,brake,879,44,293.7,0
destination-direct-paused,steering,86,True,straight,895,55,276.4,0
destination-direct-paused,pedals,86,True,brake,882,44,311.36,0
destination-direct-paused,steering,87,True,straight,894,55,320.47,0
destination-direct-paused,pedals,87,True,brake,881,44,332.97,0
destination-direct-paused,steering,88,True,straight,909,55,272.34,0
destination-direct-paused,pedals,88,True,brake,896,44,286.15,0
destination-direct-paused,steering,89,True,straight,908,55,304.37,0
destination-direct-paused,pedals,89,True,brake,895,44,288.04,0
destination-direct-paused,steering,90,True,straight,894,55,379.04,0
destination-direct-paused,pedals,90,True,brake,881,44,302.67,0
destination-direct-paused,steering,91,True,straight,895,55,308.2,0
destination-direct-paused,pedals,91,True,brake,882,44,283.79,0
destination-direct-paused,steering,92,True,straight,896,55,285.38,0
destination-direct-paused,pedals,92,True,brake,883,44,297,0
destination-direct-paused,steering,93,True,straight,910,55,305.84,0
destination-direct-paused,pedals,93,True,brake,897,44,283.06,0
destination-direct-paused,steering,94,True,straight,910,55,273.93,0
destination-direct-paused,pedals,94,True,brake,897,44,286.87,0
destination-direct-paused,steering,95,True,straight,894,55,295.45,0
destination-direct-paused,pedals,95,True,brake,881,44,294.3,0
destination-direct-paused,steering,96,True,straight,896,55,306.86,0
destination-direct-paused,pedals,96,True,brake,883,44,289.38,0
destination-direct-paused,steering,97,True,straight,897,55,278.09,0
destination-direct-paused,pedals,97,True,brake,884,44,321.19,0
destination-direct-paused,steering,98,True,straight,912,55,290,0
destination-direct-paused,pedals,98,True,accelerate,899,45,343.82,0
destination-direct-paused,steering,99,True,straight,926,55,265.68,0
destination-direct-paused,pedals,99,True,accelerate,913,45,320.24,0
destination-direct-paused,steering,100,True,straight,909,55,310.73,0
destination-direct-paused,pedals,100,True,accelerate,896,45,273.28,0
destination-direct-paused,steering,101,True,straight,912,55,299.08,0
destination-direct-paused,pedals,101,True,accelerate,899,45,299.61,0
destination-direct-paused,steering,102,True,straight,908,55,514.83,0
destination-direct-paused,pedals,102,True,accelerate,895,45,299.99,0
destination-direct-paused,steering,103,True,straight,909,55,314.84,0
destination-direct-paused,pedals,103,True,accelerate,896,45,302.02,0
destination-direct-paused,steering,104,True,straight,910,55,422.81,0
destination-direct-paused,pedals,104,True,accelerate,897,45,312.08,0
destination-direct-paused,steering,105,True,straight,908,55,332.75,0
destination-direct-paused,pedals,105,True,accelerate,895,45,292.88,0
destination-direct-paused,steering,106,True,straight,840,55,325.04,0
destination-direct-paused,pedals,106,True,accelerate,827,45,309.7,0
destination-direct-paused,steering,107,True,straight,839,55,376.34,0
destination-direct-paused,pedals,107,True,accelerate,826,45,324.17,0
destination-direct-paused,steering,108,True,straight,840,55,302.5,0
destination-direct-paused,pedals,108,True,accelerate,827,45,299.93,0
destination-direct-paused,steering,109,True,straight,840,55,319.68,0
destination-direct-paused,pedals,109,True,accelerate,827,45,326.01,0
destination-direct-realtime,steering,0,True,straight,854,55,282.32,0.35000000000000003
destination-direct-realtime,pedals,0,True,accelerate,841,45,366.51,0.35000000000000003
destination-direct-realtime,steering,1,True,straight,916,55,313.17,0.29999999999999993
destination-direct-realtime,pedals,1,True,accelerate,903,45,327.16,0.29999999999999993
destination-direct-realtime,steering,2,True,straight,922,55,445.43,0.44999999999999996
destination-direct-realtime,pedals,2,True,accelerate,909,45,294,0.44999999999999996
destination-direct-realtime,steering,3,True,straight,906,55,307.84,0.30000000000000004
destination-direct-realtime,pedals,3,True,accelerate,893,45,312.43,0.30000000000000004
destination-direct-realtime,steering,4,True,straight,922,55,535.91,0.5
destination-direct-realtime,pedals,4,True,accelerate,909,45,278.25,0.5
destination-direct-realtime,steering,5,True,straight,984,55,276.03,0.25
destination-direct-realtime,pedals,5,True,accelerate,971,45,272.7,0.25
destination-direct-realtime,steering,6,True,straight,989,55,298.27,0.30000000000000027
destination-direct-realtime,pedals,6,True,accelerate,976,45,303.31,0.30000000000000027
destination-direct-realtime,steering,7,True,straight,991,55,275.91,0.25
destination-direct-realtime,pedals,7,True,accelerate,978,45,289.86,0.25
destination-direct-realtime,steering,8,True,straight,1002,55,309.69,0.2999999999999998
destination-direct-realtime,pedals,8,True,accelerate,989,45,338.97,0.2999999999999998
destination-direct-realtime,steering,9,True,straight,986,55,324.91,0.2999999999999998
destination-direct-realtime,pedals,9,True,accelerate,973,45,313.79,0.2999999999999998
destination-direct-realtime,steering,10,True,straight,985,55,323.09,0.3000000000000007
destination-direct-realtime,pedals,10,True,accelerate,972,45,261.26,0.3000000000000007
destination-direct-realtime,steering,11,True,straight,1001,55,315.25,0.2999999999999998
destination-direct-realtime,pedals,11,True,accelerate,988,45,281.78,0.2999999999999998
destination-direct-realtime,steering,12,True,straight,988,55,333.08,0.35000000000000053
destination-direct-realtime,pedals,12,True,accelerate,975,45,339.72,0.35000000000000053
destination-direct-realtime,steering,13,True,straight,1000,55,317.5,0.34999999999999964
destination-direct-realtime,pedals,13,True,accelerate,987,45,391.4,0.34999999999999964
destination-direct-realtime,steering,14,True,straight,988,55,303.91,0.3000000000000007
destination-direct-realtime,pedals,14,True,brake,975,44,331.69,0.3000000000000007
destination-direct-realtime,steering,15,True,straight,970,55,290.79,0.34999999999999964
destination-direct-realtime,pedals,15,True,brake,957,44,383.33,0.34999999999999964
destination-direct-realtime,steering,16,True,straight,990,55,273.14,0.25
destination-direct-realtime,pedals,16,True,brake,977,44,254.36,0.25
destination-direct-realtime,steering,17,True,straight,993,55,344.74,0.40000000000000036
destination-direct-realtime,pedals,17,True,brake,980,44,402.22,0.40000000000000036
destination-direct-realtime,steering,18,True,straight,961,55,341.77,0.75
destination-direct-realtime,pedals,18,True,brake,948,44,768.59,0.75
destination-direct-realtime,steering,19,True,straight,962,55,334.13,0.34999999999999964
destination-direct-realtime,pedals,19,True,brake,949,44,333.32,0.34999999999999964
destination-direct-realtime,steering,20,True,straight,962,55,468.34,0.45000000000000107
destination-direct-realtime,pedals,20,True,brake,949,44,318.52,0.45000000000000107
destination-direct-realtime,steering,21,True,straight,879,55,349.95,0.3500000000000014
destination-direct-realtime,pedals,21,True,brake,866,44,313.95,0.3500000000000014
destination-direct-realtime,steering,22,True,straight,891,55,311.87,0.34999999999999964
destination-direct-realtime,pedals,22,True,brake,878,44,362.26,0.34999999999999964
destination-direct-realtime,steering,23,True,straight,892,55,384.88,0.34999999999999964
destination-direct-realtime,pedals,23,True,brake,879,44,390.25,0.34999999999999964
destination-direct-realtime,steering,24,True,straight,878,55,290.81,0.3000000000000007
destination-direct-realtime,pedals,24,True,brake,865,44,302.43,0.3000000000000007
destination-direct-realtime,steering,25,True,straight,880,55,347.24,0.34999999999999964
destination-direct-realtime,pedals,25,True,brake,867,44,297.78,0.34999999999999964
destination-direct-realtime,steering,26,True,straight,878,55,373.91,0.40000000000000213
destination-direct-realtime,pedals,26,True,brake,865,44,389.48,0.40000000000000213
destination-direct-realtime,steering,27,True,straight,880,55,354.22,0.4499999999999993
destination-direct-realtime,pedals,27,True,brake,867,44,494.16,0.4499999999999993
destination-direct-realtime,steering,28,True,straight,878,55,288.68,0.3000000000000007
destination-direct-realtime,pedals,28,True,brake,865,44,305.64,0.3000000000000007
destination-direct-realtime,steering,29,True,straight,879,55,270.3,0.3000000000000007
destination-direct-realtime,pedals,29,True,brake,866,44,316.52,0.3000000000000007
destination-direct-realtime,steering,30,True,straight,893,55,356,0.34999999999999787
destination-direct-realtime,pedals,30,True,brake,880,44,318.36,0.34999999999999787
destination-direct-realtime,steering,31,True,straight,881,55,308.6,0.3500000000000014
destination-direct-realtime,pedals,31,True,brake,868,44,367.06,0.3500000000000014
destination-direct-realtime,steering,32,True,straight,881,55,330.76,0.3000000000000007
destination-direct-realtime,pedals,32,True,brake,868,44,300.3,0.3000000000000007
destination-direct-realtime,steering,33,True,straight,894,55,334.84,0.29999999999999716
destination-direct-realtime,pedals,33,True,brake,881,44,313.2,0.29999999999999716
destination-direct-realtime,steering,34,True,straight,879,55,281.02,0.3500000000000014
destination-direct-realtime,pedals,34,True,brake,866,44,337.9,0.3500000000000014
destination-direct-realtime,steering,35,True,straight,894,55,349.45,0.34999999999999787
destination-direct-realtime,pedals,35,True,brake,881,44,344.73,0.34999999999999787
destination-direct-realtime,steering,36,True,straight,881,55,304.74,0.3000000000000007
destination-direct-realtime,pedals,36,True,brake,868,44,294.45,0.3000000000000007
destination-direct-realtime,steering,37,True,straight,881,55,326.25,0.3000000000000007
destination-direct-realtime,pedals,37,True,brake,868,44,326.19,0.3000000000000007
destination-direct-realtime,steering,38,True,straight,895,55,343.82,0.34999999999999787
destination-direct-realtime,pedals,38,True,brake,882,44,307.28,0.34999999999999787
destination-direct-realtime,steering,39,True,straight,882,55,315.65,0.3000000000000007
destination-direct-realtime,pedals,39,True,brake,869,44,281.86,0.3000000000000007
destination-direct-realtime,steering,40,True,straight,891,55,290.87,0.34999999999999787
destination-direct-realtime,pedals,40,True,accelerate,878,45,342.56,0.34999999999999787
destination-direct-realtime,steering,41,True,straight,893,55,340.34,0.3500000000000014
destination-direct-realtime,pedals,41,True,accelerate,880,45,334.22,0.3500000000000014
destination-direct-realtime,steering,42,True,straight,910,55,343.37,0.3500000000000014
destination-direct-realtime,pedals,42,True,accelerate,897,45,297.19,0.3500000000000014
destination-direct-realtime,steering,43,True,straight,923,55,324.54,0.29999999999999716
destination-direct-realtime,pedals,43,True,accelerate,910,45,326.42,0.29999999999999716
destination-direct-realtime,steering,44,True,straight,910,55,428.1,0.40000000000000213
destination-direct-realtime,pedals,44,True,brake,897,44,381.9,0.40000000000000213
destination-direct-realtime,steering,45,True,straight,925,55,311.14,0.3000000000000007
destination-direct-realtime,pedals,45,True,brake,912,44,314.22,0.3000000000000007
destination-direct-realtime,steering,46,True,straight,897,55,296.76,0.40000000000000213
destination-direct-realtime,pedals,46,True,brake,884,44,404.71,0.40000000000000213
destination-direct-realtime,steering,47,True,straight,896,55,332.07,0.3500000000000014
destination-direct-realtime,pedals,47,True,brake,883,44,358.12,0.3500000000000014
destination-direct-realtime,steering,48,True,straight,910,55,355.34,0.3999999999999986
destination-direct-realtime,pedals,48,True,brake,897,44,429.5,0.3999999999999986
destination-direct-realtime,steering,49,True,straight,896,55,329.63,0.3500000000000014
destination-direct-realtime,pedals,49,True,brake,883,44,372.75,0.3500000000000014
destination-direct-realtime,steering,50,True,straight,910,55,394.41,0.3999999999999986
destination-direct-realtime,pedals,50,True,brake,897,44,386.16,0.3999999999999986
destination-direct-realtime,steering,51,True,straight,898,55,256.83,0.3000000000000007
destination-direct-realtime,pedals,51,True,brake,885,44,287.32,0.3000000000000007
destination-direct-realtime,steering,52,True,straight,897,55,317.47,0.3500000000000014
destination-direct-realtime,pedals,52,True,brake,884,44,344.04,0.3500000000000014
destination-direct-realtime,steering,53,True,straight,911,55,356.31,0.3999999999999986
destination-direct-realtime,pedals,53,True,brake,898,44,414.23,0.3999999999999986
destination-direct-realtime,steering,54,True,straight,912,55,328.74,0.29999999999999716
destination-direct-realtime,pedals,54,True,brake,899,44,292.31,0.29999999999999716
destination-direct-realtime,steering,55,True,straight,899,55,297.36,0.3500000000000014
destination-direct-realtime,pedals,55,True,brake,886,44,338.79,0.3500000000000014
destination-direct-realtime,steering,56,True,straight,899,55,336.93,0.3500000000000014
destination-direct-realtime,pedals,56,True,brake,886,44,351.04,0.3500000000000014
destination-direct-realtime,steering,57,True,straight,899,55,587.23,0.5499999999999972
destination-direct-realtime,pedals,57,True,accelerate,886,45,352.58,0.5499999999999972
destination-direct-realtime,steering,58,True,straight,916,55,317.24,0.29999999999999716
destination-direct-realtime,pedals,58,True,accelerate,903,45,339.14,0.29999999999999716
destination-direct-realtime,steering,59,True,straight,923,55,431.14,0.3999999999999986
destination-direct-realtime,pedals,59,True,accelerate,910,45,398.75,0.3999999999999986
destination-direct-realtime,steering,60,True,straight,911,55,284.91,0.25
destination-direct-realtime,pedals,60,True,accelerate,898,45,279.52,0.25
destination-direct-realtime,steering,61,True,straight,912,55,300.62,0.30000000000000426
destination-direct-realtime,pedals,61,True,accelerate,899,45,328.97,0.30000000000000426
destination-direct-realtime,steering,62,True,straight,909,55,424.88,0.3999999999999986
destination-direct-realtime,pedals,62,True,accelerate,896,45,304.08,0.3999999999999986
destination-direct-realtime,steering,63,True,straight,911,55,324.15,0.29999999999999716
destination-direct-realtime,pedals,63,True,accelerate,898,45,284.23,0.29999999999999716
destination-direct-realtime,steering,64,True,straight,924,55,395.19,0.3999999999999986
destination-direct-realtime,pedals,64,True,accelerate,911,45,409.66,0.3999999999999986
destination-direct-realtime,steering,65,True,straight,923,55,399.41,0.3999999999999986
destination-direct-realtime,pedals,65,True,accelerate,910,45,380.97,0.3999999999999986
destination-direct-realtime,steering,66,True,straight,911,55,397.28,0.5
destination-direct-realtime,pedals,66,True,accelerate,898,45,499.1,0.5
destination-direct-realtime,steering,67,True,straight,908,55,367.77,0.3500000000000014
destination-direct-realtime,pedals,67,True,accelerate,895,45,296.63,0.3500000000000014
destination-direct-realtime,steering,68,True,straight,910,55,331.44,0.3500000000000014
destination-direct-realtime,pedals,68,True,accelerate,897,45,331.63,0.3500000000000014
destination-direct-realtime,steering,69,True,straight,926,55,330.29,0.29999999999999716
destination-direct-realtime,pedals,69,True,accelerate,913,45,336.07,0.29999999999999716
destination-direct-realtime,steering,70,True,straight,924,55,274.44,0.25
destination-direct-realtime,pedals,70,True,accelerate,911,45,285.89,0.25
destination-direct-realtime,steering,71,True,straight,912,55,279.95,0.30000000000000426
destination-direct-realtime,pedals,71,True,brake,899,44,339.45,0.30000000000000426
destination-direct-realtime,steering,72,True,straight,910,55,269.77,0.30000000000000426
destination-direct-realtime,pedals,72,True,brake,897,44,330.13,0.30000000000000426
destination-direct-realtime,steering,73,True,straight,911,55,319.89,0.29999999999999716
destination-direct-realtime,pedals,73,True,brake,898,44,319.36,0.29999999999999716
destination-direct-realtime,steering,74,True,straight,924,55,309.17,0.29999999999999716
destination-direct-realtime,pedals,74,True,brake,911,44,284.96,0.29999999999999716
destination-direct-realtime,steering,75,True,straight,907,55,403.3,0.3999999999999986
destination-direct-realtime,pedals,75,True,brake,894,44,339.85,0.3999999999999986
destination-direct-realtime,steering,76,True,straight,894,55,290.02,0.3500000000000014
destination-direct-realtime,pedals,76,True,brake,881,44,329.09,0.3500000000000014
destination-direct-realtime,steering,77,True,straight,895,55,316.74,0.30000000000000426
destination-direct-realtime,pedals,77,True,brake,882,44,289.87,0.30000000000000426
destination-direct-realtime,steering,78,True,straight,894,55,527.26,0.5
destination-direct-realtime,pedals,78,True,brake,881,44,365.86,0.5
destination-direct-realtime,steering,79,True,straight,906,55,315.23,0.29999999999999716
destination-direct-realtime,pedals,79,True,brake,893,44,334.86,0.29999999999999716
destination-direct-realtime,steering,80,True,straight,907,55,352.04,0.3499999999999943
destination-direct-realtime,pedals,80,True,brake,894,44,308.24,0.3499999999999943
destination-direct-realtime,steering,81,True,straight,895,55,323.04,0.30000000000000426
destination-direct-realtime,pedals,81,True,brake,882,44,314.19,0.30000000000000426
destination-direct-realtime,steering,82,True,straight,896,55,298.72,0.3500000000000014
destination-direct-realtime,pedals,82,True,brake,883,44,370.74,0.3500000000000014
destination-direct-realtime,steering,83,True,straight,895,55,390.97,0.3999999999999986
destination-direct-realtime,pedals,83,True,brake,882,44,389.16,0.3999999999999986
destination-direct-realtime,steering,84,True,straight,909,55,343.64,0.3500000000000014
destination-direct-realtime,pedals,84,True,brake,896,44,324.96,0.3500000000000014
destination-direct-realtime,steering,85,True,straight,909,55,321.82,0.3499999999999943
destination-direct-realtime,pedals,85,True,brake,896,44,279.93,0.3499999999999943
destination-direct-realtime,steering,86,True,straight,896,55,342.61,0.3500000000000014
destination-direct-realtime,pedals,86,True,brake,883,44,305.14,0.3500000000000014
destination-direct-realtime,steering,87,True,straight,896,55,307.88,0.3500000000000014
destination-direct-realtime,pedals,87,True,brake,883,44,354.24,0.3500000000000014
destination-direct-realtime,steering,88,True,straight,896,55,374.75,0.3500000000000014
destination-direct-realtime,pedals,88,True,brake,883,44,338.27,0.3500000000000014
destination-direct-realtime,steering,89,True,straight,909,55,318.27,0.29999999999999716
destination-direct-realtime,pedals,89,True,brake,896,44,321.96,0.29999999999999716
destination-direct-realtime,steering,90,True,straight,909,55,336.72,0.29999999999999716
destination-direct-realtime,pedals,90,True,brake,896,44,299.92,0.29999999999999716
destination-direct-realtime,steering,91,True,straight,897,55,327.42,0.3500000000000014
destination-direct-realtime,pedals,91,True,brake,884,44,343.64,0.3500000000000014
destination-direct-realtime,steering,92,True,straight,897,55,317.47,0.30000000000000426
destination-direct-realtime,pedals,92,True,brake,884,44,303.4,0.30000000000000426
destination-direct-realtime,steering,93,True,straight,897,55,277.74,0.5
destination-direct-realtime,pedals,93,True,brake,884,44,514.48,0.5
destination-direct-realtime,steering,94,True,straight,910,55,297.02,0.29999999999999716
destination-direct-realtime,pedals,94,True,brake,897,44,318.15,0.29999999999999716
destination-direct-realtime,steering,95,True,straight,910,55,339.2,0.3499999999999943
destination-direct-realtime,pedals,95,True,brake,897,44,308.14,0.3499999999999943
destination-direct-realtime,steering,96,True,straight,897,55,316.4,0.30000000000000426
destination-direct-realtime,pedals,96,True,brake,884,44,314.22,0.30000000000000426
destination-direct-realtime,steering,97,True,straight,898,55,298.34,0.5500000000000043
destination-direct-realtime,pedals,97,True,accelerate,885,45,571.29,0.5500000000000043
