id,variant,stage,valid,latency_ms,input_tokens,output_tokens,choice,http_status,error
egocentric-8101:46,egocentric,proposal,True,333.57,636,38,straight,200,
egocentric-8101:47,egocentric,proposal,True,364.0,637,38,left,200,
egocentric-8101:48,egocentric,proposal,True,302.87,642,38,straight,200,
egocentric-8101:49,egocentric,proposal,True,719.3,641,38,straight,200,
egocentric-8101:50,egocentric,proposal,True,525.85,641,38,right,200,
egocentric-8101:51,egocentric,proposal,True,646.47,638,38,straight,200,
egocentric-8101:52,egocentric,proposal,True,883.58,638,38,straight,200,
egocentric-8101:53,egocentric,proposal,True,377.2,638,38,straight,200,
egocentric-8101:54,egocentric,proposal,True,584.96,638,38,left,200,
egocentric-8101:55,egocentric,proposal,True,286.42,643,38,right,200,
egocentric-8101:56,egocentric,proposal,True,477.13,636,38,straight,200,
egocentric-8101:57,egocentric,proposal,True,514.0,637,38,straight,200,
egocentric-8101:58,egocentric,proposal,True,377.35,645,38,right,200,
egocentric-8101:59,egocentric,proposal,True,459.92,640,38,straight,200,
egocentric-8101:60,egocentric,proposal,True,373.84,643,38,straight,200,
egocentric-8101:61,egocentric,proposal,True,317.23,643,38,right,200,
egocentric-8101:62,egocentric,proposal,True,477.77,641,38,straight,200,
egocentric-8101:63,egocentric,proposal,True,496.48,641,38,straight,200,
egocentric-8101:64,egocentric,proposal,True,472.91,643,38,left,200,
egocentric-8101:65,egocentric,proposal,True,327.57,649,38,right,200,
egocentric-8101:66,egocentric,proposal,True,424.44,642,38,straight,200,
egocentric-8101:67,egocentric,proposal,True,308.53,642,38,straight,200,
egocentric-8101:68,egocentric,proposal,True,322.71,643,38,straight,200,
egocentric-8101:69,egocentric,proposal,True,325.35,643,38,straight,200,
egocentric-8101:70,egocentric,proposal,True,384.98,643,38,straight,200,
egocentric-8101:71,egocentric,proposal,True,335.55,643,38,straight,200,
egocentric-8101:72,egocentric,proposal,True,332.27,644,38,straight,200,
egocentric-8101:73,egocentric,proposal,True,356.88,652,38,left,200,
egocentric-8101:74,egocentric,proposal,True,319.0,659,38,straight,200,
egocentric-8101:75,egocentric,proposal,True,316.73,658,38,straight,200,
egocentric-8101:76,egocentric,proposal,True,399.77,657,38,left,200,
egocentric-8101:77,egocentric,proposal,True,328.73,653,38,straight,200,
egocentric-8101:78,egocentric,proposal,True,342.04,653,38,straight,200,
egocentric-8101:79,egocentric,proposal,True,380.08,654,38,straight,200,
egocentric-8101:80,egocentric,proposal,True,326.58,654,38,straight,200,
absolute-8102:1,absolute,proposal,True,444.85,567,38,straight,200,
absolute-8102:2,absolute,proposal,True,479.5,567,38,straight,200,
absolute-8102:3,absolute,proposal,True,280.66,567,38,straight,200,
absolute-8102:4,absolute,proposal,True,516.31,567,38,straight,200,
absolute-8102:5,absolute,proposal,True,464.34,567,38,straight,200,
absolute-8102:6,absolute,proposal,True,760.33,567,38,straight,200,
absolute-8102:7,absolute,proposal,True,369.88,567,38,left,200,
absolute-8102:8,absolute,proposal,True,449.74,567,38,straight,200,
absolute-8102:9,absolute,proposal,True,541.0,567,38,left,200,
absolute-8102:10,absolute,proposal,True,404.03,567,38,straight,200,
absolute-8102:11,absolute,proposal,True,400.9,568,38,straight,200,
absolute-8102:12,absolute,proposal,True,425.24,568,38,straight,200,
absolute-8102:13,absolute,proposal,True,332.93,568,38,straight,200,
absolute-8102:14,absolute,proposal,True,278.52,568,38,straight,200,
absolute-8102:15,absolute,proposal,True,301.89,568,38,straight,200,
absolute-8102:16,absolute,proposal,True,340.82,568,38,straight,200,
absolute-8102:17,absolute,proposal,True,294.59,568,38,straight,200,
absolute-8102:18,absolute,proposal,True,724.11,569,38,straight,200,
absolute-8102:19,absolute,proposal,True,294.65,572,38,straight,200,
absolute-8102:20,absolute,proposal,True,396.55,573,38,right,200,
absolute-8102:21,absolute,proposal,True,521.39,574,38,straight,200,
absolute-8102:22,absolute,proposal,True,421.75,581,38,straight,200,
absolute-8102:23,absolute,proposal,True,537.67,581,38,right,200,
absolute-8102:24,absolute,proposal,True,354.05,580,38,right,200,
absolute-8102:25,absolute,proposal,True,1055.04,580,38,straight,200,
absolute-8102:26,absolute,proposal,True,519.34,580,38,straight,200,
absolute-8102:27,absolute,proposal,True,348.73,580,38,straight,200,
absolute-8102:28,absolute,proposal,True,464.32,580,38,straight,200,
absolute-8102:29,absolute,proposal,True,470.22,580,38,straight,200,
absolute-8102:30,absolute,proposal,True,422.18,580,38,straight,200,
absolute-8102:31,absolute,proposal,True,395.63,580,38,straight,200,
absolute-8102:32,absolute,proposal,True,335.83,582,38,straight,200,
absolute-8102:33,absolute,proposal,True,403.9,585,38,straight,200,
absolute-8102:34,absolute,proposal,True,520.17,586,38,right,200,
absolute-8102:35,absolute,proposal,True,505.21,592,38,right,200,
absolute-8102:36,absolute,proposal,True,359.32,592,38,straight,200,
absolute-8102:37,absolute,proposal,True,288.29,590,38,straight,200,
absolute-8102:38,absolute,proposal,True,369.01,589,38,straight,200,
absolute-8102:39,absolute,proposal,True,262.24,588,38,straight,200,
absolute-8102:40,absolute,proposal,True,294.99,587,38,straight,200,
absolute-8102:41,absolute,proposal,True,321.46,586,38,straight,200,
absolute-8102:42,absolute,proposal,True,404.48,586,38,right,200,
absolute-8102:43,absolute,proposal,True,358.02,585,38,straight,200,
absolute-8102:44,absolute,proposal,True,324.17,582,38,straight,200,
absolute-8102:45,absolute,proposal,True,679.81,582,38,straight,200,
absolute-8102:46,absolute,proposal,True,527.3,581,38,straight,200,
absolute-8102:47,absolute,proposal,True,685.04,580,38,straight,200,
absolute-8102:48,absolute,proposal,True,841.14,579,38,straight,200,
absolute-8102:49,absolute,proposal,True,374.45,579,38,straight,200,
absolute-8102:50,absolute,proposal,True,583.27,579,38,straight,200,
absolute-8102:51,absolute,proposal,True,277.04,579,38,straight,200,
absolute-8102:52,absolute,proposal,True,462.87,579,38,straight,200,
absolute-8102:53,absolute,proposal,True,587.03,579,38,left,200,
absolute-8102:54,absolute,proposal,True,379.43,579,38,straight,200,
absolute-8102:55,absolute,proposal,True,473.85,579,38,straight,200,
absolute-8102:56,absolute,proposal,True,379.7,579,38,straight,200,
absolute-8102:57,absolute,proposal,True,290.52,579,38,left,200,
absolute-8102:58,absolute,proposal,True,437.3,579,38,straight,200,
absolute-8102:59,absolute,proposal,True,315.19,579,38,straight,200,
absolute-8102:60,absolute,proposal,True,317.11,585,38,straight,200,
absolute-8102:61,absolute,proposal,True,512.93,585,38,straight,200,
absolute-8102:62,absolute,proposal,True,340.43,585,38,straight,200,
absolute-8102:63,absolute,proposal,True,400.39,585,38,straight,200,
absolute-8102:64,absolute,proposal,True,315.25,585,38,straight,200,
absolute-8102:65,absolute,proposal,True,408.47,585,38,straight,200,
absolute-8102:66,absolute,proposal,True,321.28,586,38,straight,200,
absolute-8102:67,absolute,proposal,True,406.02,589,38,left,200,
absolute-8102:68,absolute,proposal,True,364.42,589,38,straight,200,
absolute-8102:69,absolute,proposal,True,280.09,590,38,straight,200,
absolute-8102:70,absolute,proposal,True,334.55,592,38,left,200,
absolute-8102:71,absolute,proposal,True,399.2,590,38,straight,200,
absolute-8102:72,absolute,proposal,True,312.42,590,38,straight,200,
absolute-8102:73,absolute,proposal,True,406.78,589,38,straight,200,
absolute-8102:74,absolute,proposal,True,413.72,588,38,straight,200,
absolute-8102:75,absolute,proposal,True,423.33,587,38,straight,200,
absolute-8102:76,absolute,proposal,True,325.85,586,38,straight,200,
absolute-8102:77,absolute,proposal,True,332.51,586,38,straight,200,
absolute-8102:78,absolute,proposal,True,381.13,586,38,straight,200,
absolute-8102:79,absolute,proposal,True,338.56,586,38,right,200,
absolute-8102:80,absolute,proposal,True,280.83,586,38,straight,200,
absolute-8102:81,absolute,proposal,True,459.51,586,38,straight,200,
absolute-8102:82,absolute,proposal,True,414.98,586,38,straight,200,
absolute-8102:83,absolute,proposal,True,694.69,586,38,straight,200,
absolute-8102:84,absolute,proposal,True,362.77,586,38,straight,200,
absolute-8102:85,absolute,proposal,True,400.14,587,38,straight,200,
absolute-8102:86,absolute,proposal,True,306.18,594,38,right,200,
absolute-8102:87,absolute,proposal,True,519.81,594,38,straight,200,
absolute-8102:88,absolute,proposal,True,377.69,595,38,straight,200,
absolute-8102:89,absolute,proposal,True,330.79,596,38,straight,200,
absolute-8102:90,absolute,proposal,True,385.86,597,38,straight,200,
absolute-8102:91,absolute,proposal,True,407.37,598,38,straight,200,
absolute-8102:92,absolute,proposal,True,319.63,599,38,straight,200,
absolute-8102:93,absolute,proposal,True,309.28,599,38,right,200,
absolute-8102:94,absolute,proposal,True,380.09,596,38,straight,200,
absolute-8102:95,absolute,proposal,True,293.45,595,38,straight,200,
absolute-8102:96,absolute,proposal,True,359.64,595,38,right,200,
absolute-8102:97,absolute,proposal,True,297.23,594,38,straight,200,
absolute-8102:98,absolute,proposal,True,311.26,593,38,straight,200,
absolute-8102:99,absolute,proposal,True,341.07,592,38,straight,200,
absolute-8102:100,absolute,proposal,True,373.47,591,38,left,200,
absolute-8102:101,absolute,proposal,True,380.62,596,38,left,200,
absolute-8102:102,absolute,proposal,True,348.9,596,38,straight,200,
absolute-8102:103,absolute,proposal,True,594.93,596,38,straight,200,
absolute-8102:104,absolute,proposal,True,298.52,596,38,straight,200,
absolute-8102:105,absolute,proposal,True,348.26,596,38,straight,200,
absolute-8102:106,absolute,proposal,True,305.55,597,38,left,200,
absolute-8102:107,absolute,proposal,True,457.78,597,38,left,200,
absolute-8102:108,absolute,proposal,True,486.66,596,38,straight,200,
absolute-8102:109,absolute,proposal,True,808.29,596,38,right,200,
absolute-8102:110,absolute,proposal,True,311.12,603,38,straight,200,
absolute-8102:111,absolute,proposal,True,433.87,604,38,straight,200,
absolute-8102:112,absolute,proposal,True,324.87,607,38,straight,200,
absolute-8102:113,absolute,proposal,True,403.82,608,38,left,200,
absolute-8102:114,absolute,proposal,True,372.85,609,38,straight,200,
absolute-8102:115,absolute,proposal,True,367.22,610,38,straight,200,
absolute-8102:116,absolute,proposal,True,397.17,611,38,straight,200,
absolute-8102:117,absolute,proposal,True,1142.7,612,38,straight,200,
absolute-8102:118,absolute,proposal,True,359.14,613,38,straight,200,
absolute-8102:119,absolute,proposal,True,322.8,614,38,straight,200,
absolute-8102:120,absolute,proposal,True,298.4,616,38,left,200,
absolute-8102:121,absolute,proposal,True,296.38,615,38,straight,200,
absolute-8102:122,absolute,proposal,True,368.59,612,38,straight,200,
absolute-8102:123,absolute,proposal,True,354.11,611,38,left,200,
absolute-8102:124,absolute,proposal,True,380.74,610,38,straight,200,
absolute-8102:125,absolute,proposal,True,335.25,609,38,straight,200,
absolute-8102:126,absolute,proposal,True,333.56,608,38,straight,200,
absolute-8102:127,absolute,proposal,True,360.07,607,38,straight,200,
absolute-8102:128,absolute,proposal,True,417.39,606,38,straight,200,
absolute-8102:129,absolute,proposal,True,396.49,605,38,straight,200,
absolute-8102:130,absolute,proposal,True,369.53,604,38,straight,200,
absolute-8102:131,absolute,proposal,True,279.88,604,38,straight,200,
absolute-8102:132,absolute,proposal,True,372.8,605,38,straight,200,
absolute-8102:133,absolute,proposal,True,400.37,608,38,straight,200,
absolute-8102:134,absolute,proposal,True,307.03,609,38,right,200,
absolute-8102:135,absolute,proposal,True,396.29,610,38,straight,200,
absolute-8102:136,absolute,proposal,True,357.16,611,38,straight,200,
absolute-8102:137,absolute,proposal,True,299.91,612,38,straight,200,
absolute-8102:138,absolute,proposal,True,325.38,613,38,straight,200,
absolute-8102:139,absolute,proposal,True,285.03,614,38,straight,200,
absolute-8102:140,absolute,proposal,True,419.71,619,38,right,200,
absolute-8102:141,absolute,proposal,True,301.77,619,38,straight,200,
absolute-8102:142,absolute,proposal,True,291.12,617,38,straight,200,
absolute-8102:143,absolute,proposal,True,410.8,616,38,straight,200,
absolute-8102:144,absolute,proposal,True,354.68,615,38,straight,200,
absolute-8102:145,absolute,proposal,True,264.34,614,38,straight,200,
absolute-8102:146,absolute,proposal,True,314.32,613,38,straight,200,
absolute-8102:147,absolute,proposal,True,380.16,612,38,straight,200,
absolute-8102:148,absolute,proposal,True,297.9,611,38,straight,200,
absolute-8102:149,absolute,proposal,True,270.63,610,38,right,200,
absolute-8102:150,absolute,proposal,True,298.33,610,38,straight,200,
absolute-8102:151,absolute,proposal,True,432.77,609,38,straight,200,
absolute-8102:152,absolute,proposal,True,288.7,609,38,straight,200,
absolute-8102:153,absolute,proposal,True,254.63,609,38,right,200,
absolute-8102:154,absolute,proposal,True,258.94,609,38,straight,200,
original-8101:1,original,proposal,True,435.05,587,38,straight,200,
original-8101:2,original,proposal,True,394.53,587,38,straight,200,
original-8101:3,original,proposal,True,360.31,587,38,straight,200,
original-8101:4,original,proposal,True,434.82,587,38,straight,200,
original-8101:5,original,proposal,True,404.64,587,38,straight,200,
original-8101:6,original,proposal,True,713.22,587,38,straight,200,
original-8101:7,original,proposal,True,322.47,587,38,right,200,
original-8101:8,original,proposal,True,472.45,587,38,straight,200,
original-8101:9,original,proposal,True,366.48,587,38,straight,200,
original-8101:10,original,proposal,True,351.62,588,38,right,200,
original-8101:11,original,proposal,True,460.29,590,38,straight,200,
original-8101:12,original,proposal,True,387.25,590,38,straight,200,
original-8101:13,original,proposal,True,395.88,590,38,straight,200,
original-8101:14,original,proposal,True,319.93,590,38,straight,200,
original-8101:15,original,proposal,True,257.83,590,38,straight,200,
original-8101:16,original,proposal,True,353.86,590,38,straight,200,
original-8101:17,original,proposal,True,313.75,590,38,left,200,
original-8101:18,original,proposal,True,309.23,593,38,straight,200,
original-8101:19,original,proposal,True,429.94,594,38,left,200,
original-8101:20,original,proposal,True,308.22,595,38,straight,200,
original-8101:21,original,proposal,True,457.33,595,38,straight,200,
original-8101:22,original,proposal,True,552.73,595,38,straight,200,
original-8101:23,original,proposal,True,497.72,595,38,straight,200,
original-8101:24,original,proposal,True,523.62,595,38,straight,200,
original-8101:25,original,proposal,True,651.09,595,38,left,200,
original-8101:26,original,proposal,True,394.32,594,38,straight,200,
original-8101:27,original,proposal,True,322.72,591,38,straight,200,
original-8101:28,original,proposal,True,407.85,590,38,straight,200,
original-8101:29,original,proposal,True,447.2,589,38,straight,200,
original-8101:30,original,proposal,True,393.69,589,38,straight,200,
original-8101:31,original,proposal,True,524.92,589,38,straight,200,
original-8101:32,original,proposal,True,300.01,589,38,straight,200,
original-8101:33,original,proposal,True,436.04,589,38,left,200,
original-8101:34,original,proposal,True,483.93,589,38,straight,200,
original-8101:35,original,proposal,True,350.19,589,38,straight,200,
original-8101:36,original,proposal,True,308.74,589,38,straight,200,
original-8101:37,original,proposal,True,495.66,589,38,straight,200,
original-8101:38,original,proposal,True,558.03,589,38,straight,200,
original-8101:39,original,proposal,True,394.92,594,38,straight,200,
original-8101:40,original,proposal,True,333.87,594,38,straight,200,
original-8101:41,original,proposal,True,372.16,595,38,straight,200,
original-8101:42,original,proposal,True,370.07,598,38,straight,200,
original-8101:43,original,proposal,True,323.33,599,38,left,200,
original-8101:44,original,proposal,True,368.0,600,38,left,200,
original-8101:45,original,proposal,True,343.67,600,38,straight,200,
original-8101:46,original,proposal,True,512.61,597,38,straight,200,
original-8101:47,original,proposal,True,528.45,596,38,straight,200,
original-8101:48,original,proposal,True,519.08,595,38,straight,200,
original-8101:49,original,proposal,True,692.58,595,38,straight,200,
original-8101:50,original,proposal,True,837.76,595,38,straight,200,
original-8101:51,original,proposal,True,377.88,595,38,straight,200,
original-8101:52,original,proposal,True,593.13,595,38,straight,200,
original-8101:53,original,proposal,True,513.39,595,38,straight,200,
original-8101:54,original,proposal,True,525.44,595,38,straight,200,
original-8101:55,original,proposal,True,455.38,595,38,right,200,
original-8101:56,original,proposal,True,302.42,595,38,straight,200,
original-8101:57,original,proposal,True,463.59,595,38,straight,200,
original-8101:58,original,proposal,True,417.35,595,38,straight,200,
original-8101:59,original,proposal,True,409.11,595,38,right,200,
original-8101:60,original,proposal,True,321.5,595,38,straight,200,
original-8101:61,original,proposal,True,415.55,595,38,straight,200,
original-8101:62,original,proposal,True,485.21,595,38,straight,200,
original-8101:63,original,proposal,True,367.24,595,38,straight,200,
original-8101:64,original,proposal,True,507.4,595,38,straight,200,
original-8101:65,original,proposal,True,320.08,595,38,straight,200,
original-8101:66,original,proposal,True,380.09,595,38,straight,200,
original-8101:67,original,proposal,True,394.16,595,38,straight,200,
original-8101:68,original,proposal,True,460.85,596,38,straight,200,
original-8101:69,original,proposal,True,332.95,599,38,straight,200,
original-8101:70,original,proposal,True,487.31,600,38,right,200,
original-8101:71,original,proposal,True,418.79,601,38,straight,200,
original-8101:72,original,proposal,True,331.36,602,38,straight,200,
original-8101:73,original,proposal,True,308.65,602,38,straight,200,
original-8101:74,original,proposal,True,404.93,602,38,straight,200,
original-8101:75,original,proposal,True,326.27,602,38,straight,200,
original-8101:76,original,proposal,True,353.05,602,38,straight,200,
original-8101:77,original,proposal,True,369.49,602,38,right,200,
original-8101:78,original,proposal,True,326.81,601,38,straight,200,
original-8101:79,original,proposal,True,339.4,598,38,straight,200,
original-8101:80,original,proposal,True,381.02,597,38,straight,200,
original-8101:81,original,proposal,True,485.7,596,38,straight,200,
original-8101:82,original,proposal,True,364.6,595,38,straight,200,
original-8101:83,original,proposal,True,302.65,595,38,straight,200,
original-8101:84,original,proposal,True,406.6,595,38,straight,200,
original-8101:85,original,proposal,True,338.72,600,38,right,200,
original-8101:86,original,proposal,True,268.0,600,38,straight,200,
original-8101:87,original,proposal,True,378.4,600,38,straight,200,
original-8101:88,original,proposal,True,322.42,600,38,straight,200,
original-8101:89,original,proposal,True,329.0,600,38,straight,200,
original-8101:90,original,proposal,True,308.72,608,38,straight,200,
original-8101:91,original,proposal,True,328.61,608,38,straight,200,
original-8101:92,original,proposal,True,359.65,608,38,straight,200,
original-8101:93,original,proposal,True,327.92,609,38,straight,200,
original-8101:94,original,proposal,True,296.35,612,38,right,200,
original-8101:95,original,proposal,True,467.13,612,38,straight,200,
original-8101:96,original,proposal,True,298.61,613,38,straight,200,
original-8101:97,original,proposal,True,284.92,614,38,straight,200,
original-8101:98,original,proposal,True,398.62,615,38,straight,200,
original-8101:99,original,proposal,True,341.44,616,38,straight,200,
original-8101:100,original,proposal,True,277.2,618,38,straight,200,
original-8101:101,original,proposal,True,283.15,627,38,left,200,
original-8101:102,original,proposal,True,310.38,628,38,left,200,
original-8101:103,original,proposal,True,315.42,626,38,straight,200,
original-8101:104,original,proposal,True,381.64,626,38,straight,200,
original-8101:105,original,proposal,True,284.92,626,38,straight,200,
original-8101:106,original,proposal,True,434.57,626,38,straight,200,
original-8101:107,original,proposal,True,332.24,626,38,straight,200,
original-8101:108,original,proposal,True,277.99,625,38,straight,200,
original-8101:109,original,proposal,True,389.18,624,38,straight,200,
original-8101:110,original,proposal,True,373.62,624,38,straight,200,
original-8101:111,original,proposal,True,316.14,625,38,straight,200,
original-8101:112,original,proposal,True,455.64,625,38,left,200,
original-8101:113,original,proposal,True,413.5,624,38,left,200,
original-8101:114,original,proposal,True,390.93,624,38,straight,200,
original-8101:115,original,proposal,True,301.43,624,38,straight,200,
original-8101:116,original,proposal,True,466.77,624,38,straight,200,
original-8101:117,original,proposal,True,456.15,624,38,straight,200,
original-8101:118,original,proposal,True,342.47,624,38,right,200,
original-8101:119,original,proposal,True,311.52,621,38,straight,200,
original-8101:120,original,proposal,True,339.33,620,38,straight,200,
original-8101:121,original,proposal,True,311.02,619,38,straight,200,
original-8101:122,original,proposal,True,1210.09,618,38,straight,200,
original-8101:123,original,proposal,True,366.49,617,38,straight,200,
original-8101:124,original,proposal,True,345.97,616,38,straight,200,
original-8101:125,original,proposal,True,312.1,615,38,straight,200,
original-8101:126,original,proposal,True,313.61,615,38,straight,200,
original-8101:127,original,proposal,True,427.07,615,38,straight,200,
original-8101:128,original,proposal,True,375.6,615,38,right,200,
original-8101:129,original,proposal,True,396.03,615,38,straight,200,
original-8101:130,original,proposal,True,308.57,615,38,straight,200,
original-8101:131,original,proposal,True,448.46,615,38,straight,200,
original-8101:132,original,proposal,True,428.27,615,38,straight,200,
original-8101:133,original,proposal,True,389.94,615,38,right,200,
original-8101:134,original,proposal,True,524.08,615,38,straight,200,
original-8101:135,original,proposal,True,332.46,615,38,straight,200,
original-8101:136,original,proposal,True,447.98,615,38,right,200,
original-8101:137,original,proposal,True,509.31,615,38,straight,200,
original-8101:138,original,proposal,True,432.18,615,38,straight,200,
original-8101:139,original,proposal,True,280.14,615,38,straight,200,
original-8101:140,original,proposal,True,431.41,615,38,straight,200,
original-8101:141,original,proposal,True,368.09,615,38,straight,200,
original-8101:142,original,proposal,True,335.94,615,38,straight,200,
original-8101:143,original,proposal,True,295.82,615,38,straight,200,
original-8101:144,original,proposal,True,312.81,615,38,straight,200,
original-8101:145,original,proposal,True,297.09,616,38,straight,200,
original-8101:146,original,proposal,True,381.05,619,38,left,200,
original-8101:147,original,proposal,True,307.72,619,38,straight,200,
original-8101:148,original,proposal,True,322.36,620,38,straight,200,
original-8101:149,original,proposal,True,318.78,621,38,straight,200,
original-8101:150,original,proposal,True,257.3,622,38,straight,200,
absolute-8104:1,absolute,proposal,True,466.92,566,38,straight,200,
absolute-8104:2,absolute,proposal,True,449.96,566,38,left,200,
absolute-8104:3,absolute,proposal,True,300.59,566,38,straight,200,
absolute-8104:4,absolute,proposal,True,516.51,572,38,straight,200,
absolute-8104:5,absolute,proposal,True,428.36,572,38,straight,200,
absolute-8104:6,absolute,proposal,True,700.56,572,38,left,200,
absolute-8104:7,absolute,proposal,True,406.61,572,38,straight,200,
absolute-8104:8,absolute,proposal,True,480.22,579,38,straight,200,
absolute-8104:9,absolute,proposal,True,308.12,579,38,straight,200,
absolute-8104:10,absolute,proposal,True,316.96,580,38,straight,200,
absolute-8104:11,absolute,proposal,True,485.1,583,38,straight,200,
absolute-8104:12,absolute,proposal,True,406.05,584,38,left,200,
absolute-8104:13,absolute,proposal,True,466.39,585,38,straight,200,
absolute-8104:14,absolute,proposal,True,278.88,586,38,straight,200,
absolute-8104:15,absolute,proposal,True,351.35,587,38,straight,200,
absolute-8104:16,absolute,proposal,True,330.75,587,38,straight,200,
absolute-8104:17,absolute,proposal,True,319.61,587,38,straight,200,
absolute-8104:18,absolute,proposal,True,317.28,588,38,straight,200,
absolute-8104:19,absolute,proposal,True,1696.62,589,38,left,200,
absolute-8104:20,absolute,proposal,True,414.56,588,38,straight,200,
absolute-8104:21,absolute,proposal,True,380.65,585,38,straight,200,
absolute-8104:22,absolute,proposal,True,527.04,584,38,straight,200,
absolute-8104:23,absolute,proposal,True,517.41,583,38,straight,200,
absolute-8104:24,absolute,proposal,True,306.49,582,38,straight,200,
absolute-8104:25,absolute,proposal,True,419.87,581,38,straight,200,
absolute-8104:26,absolute,proposal,True,564.55,581,38,straight,200,
absolute-8104:27,absolute,proposal,True,402.47,581,38,straight,200,
absolute-8104:28,absolute,proposal,True,406.83,581,38,straight,200,
absolute-8104:29,absolute,proposal,True,312.07,581,38,straight,200,
absolute-8104:30,absolute,proposal,True,453.26,581,38,right,200,
absolute-8104:31,absolute,proposal,True,506.1,584,38,straight,200,
absolute-8104:32,absolute,proposal,True,436.01,589,38,right,200,
absolute-8104:33,absolute,proposal,True,410.3,590,38,straight,200,
absolute-8104:34,absolute,proposal,True,380.8,591,38,straight,200,
absolute-8104:35,absolute,proposal,True,401.16,592,38,straight,200,
absolute-8104:36,absolute,proposal,True,399.49,593,38,straight,200,
absolute-8104:37,absolute,proposal,True,276.66,593,38,right,200,
absolute-8104:38,absolute,proposal,True,270.92,592,38,straight,200,
absolute-8104:39,absolute,proposal,True,262.61,589,38,straight,200,
absolute-8104:40,absolute,proposal,True,334.36,588,38,straight,200,
absolute-8104:41,absolute,proposal,True,286.24,587,38,straight,200,
absolute-8104:42,absolute,proposal,True,351.87,587,38,straight,200,
absolute-8104:43,absolute,proposal,True,349.02,586,38,straight,200,
absolute-8104:44,absolute,proposal,True,390.2,585,38,straight,200,
absolute-8104:45,absolute,proposal,True,662.3,585,38,straight,200,
absolute-8104:46,absolute,proposal,True,522.57,585,38,straight,200,
absolute-8104:47,absolute,proposal,True,650.58,585,38,straight,200,
absolute-8104:48,absolute,proposal,True,880.43,585,38,left,200,
absolute-8104:49,absolute,proposal,True,373.84,585,38,straight,200,
absolute-8104:50,absolute,proposal,True,589.65,585,38,straight,200,
absolute-8104:51,absolute,proposal,True,307.77,585,38,straight,200,
absolute-8104:52,absolute,proposal,True,732.66,586,38,straight,200,
absolute-8104:53,absolute,proposal,True,312.96,589,38,left,200,
