case_id,group,trial,question,expected,choice,correct,confidence,target_probability,top_probability,brier
pipeline-306,pipeline,22,answer,bring,bring,True,0.99,0.99,0.99,0.0002000000000000002
pipeline-571,pipeline,23,answer,bring,bring,True,0.99,1.0,1.0,0.0
pipeline-1136,pipeline,24,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-1522,pipeline,25,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1203,pipeline,26,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1455,pipeline,27,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-404,pipeline,28,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-785,pipeline,29,answer,bring,bring,True,0.99,0.99,0.99,0.0002000000000000002
pipeline-282,pipeline,30,answer,bring,bring,True,0.98,0.99,0.99,0.0002000000000000002
pipeline-1045,pipeline,31,answer,bring,bring,True,0.98,0.99,0.99,0.0002000000000000002
pipeline-236,pipeline,32,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-623,pipeline,33,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-20,pipeline,34,answer,bring,bring,True,0.97,0.98,0.98,0.0008000000000000008
pipeline-245,pipeline,35,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-29,pipeline,36,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1543,pipeline,37,answer,bring,bring,True,0.99,1.0,1.0,0.0
pipeline-1486,pipeline,38,answer,bring,bring,True,0.99,1.0,1.0,0.0
pipeline-589,pipeline,39,answer,bring,bring,True,0.99,1.0,1.0,0.0
pipeline-68,pipeline,40,answer,bring,bring,True,0.93,0.97,0.97,0.0018000000000000017
pipeline-1604,pipeline,41,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-514,pipeline,42,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-403,pipeline,43,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-1138,pipeline,44,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-788,pipeline,45,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-908,pipeline,46,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-222,pipeline,47,answer,bring,bring,True,0.99,1.0,1.0,0.0
pipeline-367,pipeline,48,answer,bring,bring,True,0.97,0.98,0.98,0.0008000000000000008
pipeline-487,pipeline,49,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-897,pipeline,50,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1261,pipeline,51,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-132,pipeline,52,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1290,pipeline,53,answer,bring,bring,True,0.99,0.99,0.99,0.0002000000000000002
pipeline-359,pipeline,54,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-1608,pipeline,55,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-241,pipeline,56,answer,bring,bring,True,0.99,1.0,1.0,0.0
pipeline-750,pipeline,57,answer,bring,bring,True,0.98,0.99,0.99,0.0002000000000000002
pipeline-1298,pipeline,58,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-671,pipeline,59,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-1069,pipeline,60,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-1006,pipeline,61,answer,bring,bring,True,0.96,0.98,0.98,0.0008000000000000008
pipeline-1405,pipeline,62,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1264,pipeline,63,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1120,pipeline,64,answer,bring,bring,True,0.99,0.99,0.99,0.0002000000000000002
pipeline-689,pipeline,65,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-118,pipeline,66,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1071,pipeline,67,answer,bring,bring,True,0.99,1.0,1.0,0.0
pipeline-124,pipeline,68,answer,bring,bring,True,0.99,1.0,1.0,0.0
pipeline-622,pipeline,69,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1297,pipeline,70,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-947,pipeline,71,answer,bring,bring,True,0.98,0.99,0.99,0.0002000000000000002
pipeline-1089,pipeline,72,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1134,pipeline,73,answer,bring,bring,True,0.99,1.0,1.0,0.0
pipeline-725,pipeline,74,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-10,pipeline,75,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-33,pipeline,76,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1227,pipeline,77,answer,bring,bring,True,0.98,0.99,0.99,0.0002000000000000002
pipeline-642,pipeline,78,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1367,pipeline,79,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-593,pipeline,80,answer,bring,bring,True,0.97,0.99,0.99,0.0002000000000000002
pipeline-334,pipeline,81,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-315,pipeline,82,answer,bring,bring,True,0.97,0.99,0.99,0.0002000000000000002
pipeline-1406,pipeline,83,answer,bring,bring,True,0.99,1.0,1.0,0.0
pipeline-838,pipeline,84,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-952,pipeline,85,answer,bring,bring,True,0.99,1.0,1.0,0.0
pipeline-1141,pipeline,86,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1037,pipeline,87,answer,bring,bring,True,0.99,1.0,1.0,0.0
pipeline-588,pipeline,88,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-298,pipeline,89,answer,bring,bring,True,0.99,1.0,1.0,0.0
pipeline-402,pipeline,90,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-455,pipeline,91,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-275,pipeline,92,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-795,pipeline,93,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-481,pipeline,94,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1559,pipeline,95,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-389,pipeline,96,answer,bring,bring,True,0.99,0.99,0.99,0.0002000000000000002
pipeline-251,pipeline,97,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1267,pipeline,98,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1490,pipeline,99,answer,bring,bring,True,0.98,0.99,0.99,0.0002000000000000002
pipeline-573,pipeline,100,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-270,pipeline,101,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-123,pipeline,102,answer,bring,bring,True,0.99,1.0,1.0,0.0
pipeline-1295,pipeline,103,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1335,pipeline,104,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-464,pipeline,105,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-654,pipeline,106,answer,bring,bring,True,0.99,1.0,1.0,0.0
pipeline-1424,pipeline,107,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-886,pipeline,108,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-619,pipeline,109,answer,bring,bring,True,0.93,0.97,0.97,0.0018000000000000017
pipeline-802,pipeline,110,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-640,pipeline,111,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-268,pipeline,112,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-439,pipeline,113,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-681,pipeline,114,answer,bring,bring,True,0.99,0.99,0.99,0.0002000000000000002
pipeline-472,pipeline,115,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-491,pipeline,116,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-1600,pipeline,117,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-951,pipeline,118,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1599,pipeline,119,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1050,pipeline,120,answer,bring,bring,True,0.97,0.98,0.98,0.0008000000000000008
pipeline-283,pipeline,121,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-793,pipeline,122,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1316,pipeline,123,answer,bring,bring,True,0.99,1.0,1.0,0.0
pipeline-565,pipeline,124,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-145,pipeline,125,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-581,pipeline,126,answer,bring,bring,True,0.99,1.0,1.0,0.0
pipeline-1096,pipeline,127,answer,bring,bring,True,0.99,1.0,1.0,0.0
pipeline-1409,pipeline,128,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-817,pipeline,129,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-1420,pipeline,130,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-1466,pipeline,131,answer,bring,bring,True,0.98,0.99,0.99,0.0002000000000000002
pipeline-26,pipeline,132,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-317,pipeline,133,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-1249,pipeline,134,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-1503,pipeline,135,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-613,pipeline,136,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-407,pipeline,137,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-399,pipeline,138,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1516,pipeline,139,answer,bring,bring,True,0.98,0.99,0.99,0.0002000000000000002
pipeline-760,pipeline,140,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-630,pipeline,141,answer,bring,bring,True,0.98,0.99,0.99,0.0002000000000000002
pipeline-1090,pipeline,142,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-279,pipeline,143,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-302,pipeline,144,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1214,pipeline,145,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-728,pipeline,146,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1412,pipeline,147,answer,bring,bring,True,0.96,0.98,0.98,0.0008000000000000008
pipeline-773,pipeline,148,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-182,pipeline,149,answer,bring,bring,True,0.99,0.99,0.99,0.0002000000000000002
pipeline-810,pipeline,150,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-169,pipeline,151,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1033,pipeline,152,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-633,pipeline,153,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-777,pipeline,154,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1323,pipeline,155,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-664,pipeline,156,answer,bring,bring,True,0.99,1.0,1.0,0.0
pipeline-1425,pipeline,157,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1331,pipeline,158,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-70,pipeline,159,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-338,pipeline,160,answer,bring,bring,True,0.99,1.0,1.0,0.0
pipeline-106,pipeline,161,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1300,pipeline,162,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1501,pipeline,163,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-843,pipeline,164,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-731,pipeline,165,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-381,pipeline,166,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-737,pipeline,167,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-195,pipeline,168,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1304,pipeline,169,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-549,pipeline,170,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1464,pipeline,171,answer,bring,bring,True,0.99,0.99,0.99,0.0002000000000000002
pipeline-610,pipeline,172,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-171,pipeline,173,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-273,pipeline,174,answer,bring,bring,True,0.99,1.0,1.0,0.0
pipeline-117,pipeline,175,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-823,pipeline,176,answer,bring,bring,True,0.99,1.0,1.0,0.0
pipeline-1110,pipeline,177,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-724,pipeline,178,answer,bring,bring,True,0.99,0.99,0.99,0.0002000000000000002
pipeline-749,pipeline,179,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1296,pipeline,180,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-1235,pipeline,181,answer,bring,bring,True,0.98,0.99,0.99,0.0002000000000000002
pipeline-364,pipeline,182,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-431,pipeline,183,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1468,pipeline,184,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1498,pipeline,185,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-479,pipeline,186,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-1601,pipeline,187,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-828,pipeline,188,answer,bring,bring,True,0.99,0.99,0.99,0.0002000000000000002
pipeline-772,pipeline,189,answer,bring,bring,True,0.95,0.97,0.97,0.0018000000000000017
pipeline-1570,pipeline,190,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1059,pipeline,191,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-1379,pipeline,192,answer,bring,bring,True,0.99,0.99,0.99,0.0002000000000000002
pipeline-289,pipeline,193,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1153,pipeline,194,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-24,pipeline,195,answer,bring,bring,True,0.98,0.99,0.99,0.0002000000000000002
pipeline-223,pipeline,196,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-342,pipeline,197,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-1217,pipeline,198,answer,bring,bring,True,0.98,0.99,0.99,0.0002000000000000002
pipeline-341,pipeline,199,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-779,pipeline,200,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-532,pipeline,201,answer,bring,bring,True,0.98,0.99,0.99,0.0002000000000000002
pipeline-688,pipeline,202,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1194,pipeline,203,answer,bring,bring,True,0.99,0.99,0.99,0.0002000000000000002
pipeline-477,pipeline,204,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-189,pipeline,205,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1457,pipeline,206,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1273,pipeline,207,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-533,pipeline,208,answer,bring,bring,True,0.99,1.0,1.0,0.0
pipeline-231,pipeline,209,answer,bring,bring,True,0.99,0.99,0.99,0.0002000000000000002
pipeline-300,pipeline,210,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-721,pipeline,211,answer,bring,bring,True,0.94,0.97,0.97,0.0018000000000000017
pipeline-1133,pipeline,212,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1591,pipeline,213,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-615,pipeline,214,answer,bring,bring,True,0.99,0.99,0.99,0.0002000000000000002
pipeline-194,pipeline,215,answer,bring,bring,True,0.99,1.0,1.0,0.0
pipeline-6,pipeline,216,answer,bring,bring,True,0.99,1.0,1.0,0.0
pipeline-12,pipeline,217,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1396,pipeline,218,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-425,pipeline,219,answer,bring,bring,True,0.99,0.99,0.99,0.0002000000000000002
pipeline-263,pipeline,220,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-34,pipeline,221,answer,bring,bring,True,0.94,0.97,0.97,0.0018000000000000017
pipeline-204,pipeline,222,answer,bring,bring,True,0.99,1.0,1.0,0.0
pipeline-562,pipeline,223,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-264,pipeline,224,answer,bring,bring,True,0.99,1.0,1.0,0.0
pipeline-915,pipeline,225,answer,bring,bring,True,0.99,1.0,1.0,0.0
pipeline-382,pipeline,226,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-624,pipeline,227,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-803,pipeline,228,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-1392,pipeline,229,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-819,pipeline,230,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-638,pipeline,231,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-1173,pipeline,232,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-190,pipeline,233,answer,bring,bring,True,0.97,0.98,0.98,0.0008000000000000008
pipeline-1052,pipeline,234,answer,bring,bring,True,0.99,1.0,1.0,0.0
pipeline-597,pipeline,235,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-43,pipeline,236,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1558,pipeline,237,answer,bring,bring,True,0.99,1.0,1.0,0.0
pipeline-1386,pipeline,238,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-1482,pipeline,239,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-1253,pipeline,240,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-267,pipeline,241,answer,bring,bring,True,0.97,0.99,0.99,0.0002000000000000002
pipeline-61,pipeline,242,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1603,pipeline,243,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-992,pipeline,244,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1512,pipeline,245,answer,bring,bring,True,0.99,0.99,0.99,0.0002000000000000002
pipeline-436,pipeline,246,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-693,pipeline,247,answer,bring,bring,True,0.93,0.97,0.97,0.0018000000000000017
pipeline-1550,pipeline,248,answer,bring,bring,True,0.95,0.98,0.98,0.0008000000000000008
pipeline-918,pipeline,249,answer,bring,bring,True,0.99,1.0,1.0,0.0
pipeline-96,pipeline,250,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1009,pipeline,251,answer,bring,bring,True,0.99,0.99,0.99,0.0002000000000000002
pipeline-244,pipeline,252,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1058,pipeline,253,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-815,pipeline,254,answer,bring,bring,True,0.96,0.98,0.98,0.0008000000000000008
pipeline-253,pipeline,255,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-557,pipeline,256,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1445,pipeline,257,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1510,pipeline,258,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1575,pipeline,259,answer,bring,bring,True,0.99,0.99,0.99,0.0002000000000000002
pipeline-719,pipeline,260,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-178,pipeline,261,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-1282,pipeline,262,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-107,pipeline,263,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-328,pipeline,264,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-1472,pipeline,265,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1361,pipeline,266,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1555,pipeline,267,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-1255,pipeline,268,answer,bring,bring,True,0.99,0.99,0.99,0.0002000000000000002
pipeline-1541,pipeline,269,answer,bring,bring,True,0.98,0.99,0.99,0.0002000000000000002
pipeline-1465,pipeline,270,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-95,pipeline,271,answer,bring,bring,True,0.96,0.98,0.98,0.0008000000000000008
pipeline-547,pipeline,272,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1175,pipeline,273,answer,bring,bring,True,0.95,0.97,0.97,0.0018000000000000017
pipeline-216,pipeline,274,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-756,pipeline,275,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1035,pipeline,276,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-217,pipeline,277,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-891,pipeline,278,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-901,pipeline,279,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-518,pipeline,280,answer,bring,bring,True,0.93,0.97,0.97,0.0018000000000000017
pipeline-1003,pipeline,281,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-1086,pipeline,282,answer,bring,bring,True,0.99,1.0,1.0,0.0
pipeline-412,pipeline,283,answer,bring,bring,True,0.99,1.0,1.0,0.0
pipeline-129,pipeline,284,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-225,pipeline,285,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
pipeline-525,pipeline,286,answer,bring,bring,True,0.99,0.99,0.99,0.0002000000000000002
pipeline-114,pipeline,287,answer,bring,bring,True,1.0,1.0,1.0,0.0
pipeline-636,pipeline,288,answer,bring,bring,True,0.99,1.0,1.0,0.0
