id,group,factors,requests,correct,accuracy,question_count,mean_target_probability,mean_confidence,input_tokens,output_tokens,latency_ms,selections
pipeline-61,pipeline,"{""scenario"": ""10-collection"", ""kind"": ""collection"", ""mode"": ""pipeline"", ""reverse"": true, ""label"": ""go_without"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 61, ""source_case_id"": ""decision-10-collection-check-True"", ""source_repetition"": 1, ""check_answer"": ""no"", ""check_correct"": true}",1,1,1.0,1,1.0,1.0,401,33,298.51,"{""answer"": {""go_without"": 1}}"
pipeline-68,pipeline,"{""scenario"": ""3-service"", ""kind"": ""service"", ""mode"": ""pipeline"", ""reverse"": true, ""label"": ""bring"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 68, ""source_case_id"": ""decision-3-service-check-True"", ""source_repetition"": 0, ""check_answer"": ""yes"", ""check_correct"": true}",1,1,1.0,1,0.97,0.93,402,32,272.25,"{""answer"": {""bring"": 1}}"
pipeline-70,pipeline,"{""scenario"": ""6-inspection"", ""kind"": ""inspection"", ""mode"": ""pipeline"", ""reverse"": false, ""label"": ""bring"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 70, ""source_case_id"": ""decision-6-inspection-check-False"", ""source_repetition"": 2, ""check_answer"": ""yes"", ""check_correct"": true}",1,1,1.0,1,1.0,1.0,404,32,326.25,"{""answer"": {""bring"": 1}}"
pipeline-95,pipeline,"{""scenario"": ""7-service"", ""kind"": ""service"", ""mode"": ""pipeline"", ""reverse"": false, ""label"": ""bring"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 95, ""source_case_id"": ""decision-7-service-check-False"", ""source_repetition"": 2, ""check_answer"": ""yes"", ""check_correct"": true}",1,1,1.0,1,0.98,0.96,402,32,321.13,"{""answer"": {""bring"": 1}}"
pipeline-96,pipeline,"{""scenario"": ""8-collection"", ""kind"": ""collection"", ""mode"": ""pipeline"", ""reverse"": true, ""label"": ""go_without"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 96, ""source_case_id"": ""decision-8-collection-check-True"", ""source_repetition"": 2, ""check_answer"": ""no"", ""check_correct"": true}",1,1,1.0,1,1.0,1.0,401,33,310.61,"{""answer"": {""go_without"": 1}}"
pipeline-106,pipeline,"{""scenario"": ""7-collection"", ""kind"": ""collection"", ""mode"": ""pipeline"", ""reverse"": false, ""label"": ""go_without"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 106, ""source_case_id"": ""decision-7-collection-check-False"", ""source_repetition"": 1, ""check_answer"": ""no"", ""check_correct"": true}",1,1,1.0,1,1.0,1.0,401,33,312.29,"{""answer"": {""go_without"": 1}}"
pipeline-107,pipeline,"{""scenario"": ""2-appointment"", ""kind"": ""appointment"", ""mode"": ""pipeline"", ""reverse"": false, ""label"": ""go_without"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 107, ""source_case_id"": ""decision-2-appointment-check-False"", ""source_repetition"": 2, ""check_answer"": ""no"", ""check_correct"": true}",1,1,1.0,1,1.0,1.0,416,33,592.91,"{""answer"": {""go_without"": 1}}"
pipeline-114,pipeline,"{""scenario"": ""7-inspection"", ""kind"": ""inspection"", ""mode"": ""pipeline"", ""reverse"": false, ""label"": ""bring"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 114, ""source_case_id"": ""decision-7-inspection-check-False"", ""source_repetition"": 2, ""check_answer"": ""yes"", ""check_correct"": true}",1,1,1.0,1,1.0,1.0,402,32,301.32,"{""answer"": {""bring"": 1}}"
pipeline-117,pipeline,"{""scenario"": ""10-inspection"", ""kind"": ""inspection"", ""mode"": ""pipeline"", ""reverse"": true, ""label"": ""bring"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 117, ""source_case_id"": ""decision-10-inspection-check-True"", ""source_repetition"": 2, ""check_answer"": ""yes"", ""check_correct"": true}",1,1,1.0,1,1.0,1.0,402,32,359.3,"{""answer"": {""bring"": 1}}"
pipeline-118,pipeline,"{""scenario"": ""0-appointment"", ""kind"": ""appointment"", ""mode"": ""pipeline"", ""reverse"": false, ""label"": ""go_without"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 118, ""source_case_id"": ""decision-0-appointment-check-False"", ""source_repetition"": 1, ""check_answer"": ""no"", ""check_correct"": true}",1,1,1.0,1,1.0,1.0,416,33,321.56,"{""answer"": {""go_without"": 1}}"
pipeline-123,pipeline,"{""scenario"": ""11-service"", ""kind"": ""service"", ""mode"": ""pipeline"", ""reverse"": false, ""label"": ""bring"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 123, ""source_case_id"": ""decision-11-service-check-False"", ""source_repetition"": 2, ""check_answer"": ""yes"", ""check_correct"": true}",1,1,1.0,1,1.0,0.99,404,32,305.34,"{""answer"": {""bring"": 1}}"
pipeline-124,pipeline,"{""scenario"": ""0-service"", ""kind"": ""service"", ""mode"": ""pipeline"", ""reverse"": false, ""label"": ""bring"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 124, ""source_case_id"": ""decision-0-service-check-False"", ""source_repetition"": 0, ""check_answer"": ""yes"", ""check_correct"": true}",1,1,1.0,1,1.0,0.99,402,32,490.08,"{""answer"": {""bring"": 1}}"
pipeline-129,pipeline,"{""scenario"": ""3-inspection"", ""kind"": ""inspection"", ""mode"": ""pipeline"", ""reverse"": false, ""label"": ""bring"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 129, ""source_case_id"": ""decision-3-inspection-check-False"", ""source_repetition"": 2, ""check_answer"": ""yes"", ""check_correct"": true}",1,1,1.0,1,1.0,1.0,402,32,312.64,"{""answer"": {""bring"": 1}}"
pipeline-132,pipeline,"{""scenario"": ""1-appointment"", ""kind"": ""appointment"", ""mode"": ""pipeline"", ""reverse"": false, ""label"": ""go_without"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 132, ""source_case_id"": ""decision-1-appointment-check-False"", ""source_repetition"": 1, ""check_answer"": ""no"", ""check_correct"": true}",1,1,1.0,1,1.0,1.0,416,33,310.99,"{""answer"": {""go_without"": 1}}"
pipeline-145,pipeline,"{""scenario"": ""4-collection"", ""kind"": ""collection"", ""mode"": ""pipeline"", ""reverse"": false, ""label"": ""go_without"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 145, ""source_case_id"": ""decision-4-collection-check-False"", ""source_repetition"": 0, ""check_answer"": ""no"", ""check_correct"": true}",1,1,1.0,1,1.0,1.0,403,33,376.15,"{""answer"": {""go_without"": 1}}"
pipeline-169,pipeline,"{""scenario"": ""9-collection"", ""kind"": ""collection"", ""mode"": ""pipeline"", ""reverse"": true, ""label"": ""go_without"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 169, ""source_case_id"": ""decision-9-collection-check-True"", ""source_repetition"": 2, ""check_answer"": ""no"", ""check_correct"": true}",1,1,1.0,1,1.0,1.0,402,33,303.52,"{""answer"": {""go_without"": 1}}"
pipeline-171,pipeline,"{""scenario"": ""11-collection"", ""kind"": ""collection"", ""mode"": ""pipeline"", ""reverse"": true, ""label"": ""go_without"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 171, ""source_case_id"": ""decision-11-collection-check-True"", ""source_repetition"": 2, ""check_answer"": ""no"", ""check_correct"": true}",1,1,1.0,1,1.0,1.0,403,33,407.64,"{""answer"": {""go_without"": 1}}"
pipeline-178,pipeline,"{""scenario"": ""5-inspection"", ""kind"": ""inspection"", ""mode"": ""pipeline"", ""reverse"": true, ""label"": ""bring"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 178, ""source_case_id"": ""decision-5-inspection-check-True"", ""source_repetition"": 0, ""check_answer"": ""yes"", ""check_correct"": true}",1,1,1.0,1,1.0,1.0,402,32,343.37,"{""answer"": {""bring"": 1}}"
pipeline-182,pipeline,"{""scenario"": ""2-service"", ""kind"": ""service"", ""mode"": ""pipeline"", ""reverse"": true, ""label"": ""bring"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 182, ""source_case_id"": ""decision-2-service-check-True"", ""source_repetition"": 1, ""check_answer"": ""yes"", ""check_correct"": true}",1,1,1.0,1,0.99,0.99,402,32,309.7,"{""answer"": {""bring"": 1}}"
pipeline-189,pipeline,"{""scenario"": ""3-appointment"", ""kind"": ""appointment"", ""mode"": ""pipeline"", ""reverse"": false, ""label"": ""go_without"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 189, ""source_case_id"": ""decision-3-appointment-check-False"", ""source_repetition"": 2, ""check_answer"": ""no"", ""check_correct"": true}",1,1,1.0,1,1.0,1.0,416,33,311.14,"{""answer"": {""go_without"": 1}}"
pipeline-190,pipeline,"{""scenario"": ""7-service"", ""kind"": ""service"", ""mode"": ""pipeline"", ""reverse"": false, ""label"": ""bring"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 190, ""source_case_id"": ""decision-7-service-check-False"", ""source_repetition"": 0, ""check_answer"": ""yes"", ""check_correct"": true}",1,1,1.0,1,0.98,0.97,402,32,281.51,"{""answer"": {""bring"": 1}}"
pipeline-194,pipeline,"{""scenario"": ""9-service"", ""kind"": ""service"", ""mode"": ""pipeline"", ""reverse"": false, ""label"": ""bring"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 194, ""source_case_id"": ""decision-9-service-check-False"", ""source_repetition"": 0, ""check_answer"": ""yes"", ""check_correct"": true}",1,1,1.0,1,1.0,0.99,403,32,356.44,"{""answer"": {""bring"": 1}}"
pipeline-195,pipeline,"{""scenario"": ""3-appointment"", ""kind"": ""appointment"", ""mode"": ""pipeline"", ""reverse"": true, ""label"": ""go_without"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 195, ""source_case_id"": ""decision-3-appointment-check-True"", ""source_repetition"": 0, ""check_answer"": ""no"", ""check_correct"": true}",1,1,1.0,1,1.0,1.0,416,33,376.94,"{""answer"": {""go_without"": 1}}"
pipeline-204,pipeline,"{""scenario"": ""8-service"", ""kind"": ""service"", ""mode"": ""pipeline"", ""reverse"": false, ""label"": ""bring"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 204, ""source_case_id"": ""decision-8-service-check-False"", ""source_repetition"": 0, ""check_answer"": ""yes"", ""check_correct"": true}",1,1,1.0,1,1.0,0.99,402,32,290.07,"{""answer"": {""bring"": 1}}"
pipeline-216,pipeline,"{""scenario"": ""7-appointment"", ""kind"": ""appointment"", ""mode"": ""pipeline"", ""reverse"": true, ""label"": ""go_without"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 216, ""source_case_id"": ""decision-7-appointment-check-True"", ""source_repetition"": 1, ""check_answer"": ""no"", ""check_correct"": true}",1,1,1.0,1,1.0,1.0,416,33,291.76,"{""answer"": {""go_without"": 1}}"
pipeline-217,pipeline,"{""scenario"": ""8-appointment"", ""kind"": ""appointment"", ""mode"": ""pipeline"", ""reverse"": false, ""label"": ""go_without"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 217, ""source_case_id"": ""decision-8-appointment-check-False"", ""source_repetition"": 2, ""check_answer"": ""no"", ""check_correct"": true}",1,1,1.0,1,1.0,1.0,416,33,808.55,"{""answer"": {""go_without"": 1}}"
pipeline-222,pipeline,"{""scenario"": ""0-inspection"", ""kind"": ""inspection"", ""mode"": ""pipeline"", ""reverse"": true, ""label"": ""bring"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 222, ""source_case_id"": ""decision-0-inspection-check-True"", ""source_repetition"": 2, ""check_answer"": ""yes"", ""check_correct"": true}",1,1,1.0,1,1.0,0.99,402,32,314.46,"{""answer"": {""bring"": 1}}"
pipeline-223,pipeline,"{""scenario"": ""1-collection"", ""kind"": ""collection"", ""mode"": ""pipeline"", ""reverse"": false, ""label"": ""go_without"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 223, ""source_case_id"": ""decision-1-collection-check-False"", ""source_repetition"": 1, ""check_answer"": ""no"", ""check_correct"": true}",1,1,1.0,1,1.0,1.0,401,33,320.06,"{""answer"": {""go_without"": 1}}"
pipeline-225,pipeline,"{""scenario"": ""10-collection"", ""kind"": ""collection"", ""mode"": ""pipeline"", ""reverse"": false, ""label"": ""go_without"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 225, ""source_case_id"": ""decision-10-collection-check-False"", ""source_repetition"": 0, ""check_answer"": ""no"", ""check_correct"": true}",1,1,1.0,1,1.0,1.0,401,33,363.28,"{""answer"": {""go_without"": 1}}"
pipeline-231,pipeline,"{""scenario"": ""9-service"", ""kind"": ""service"", ""mode"": ""pipeline"", ""reverse"": true, ""label"": ""bring"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 231, ""source_case_id"": ""decision-9-service-check-True"", ""source_repetition"": 2, ""check_answer"": ""yes"", ""check_correct"": true}",1,1,1.0,1,0.99,0.99,403,32,311.33,"{""answer"": {""bring"": 1}}"
pipeline-236,pipeline,"{""scenario"": ""11-collection"", ""kind"": ""collection"", ""mode"": ""pipeline"", ""reverse"": false, ""label"": ""go_without"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 236, ""source_case_id"": ""decision-11-collection-check-False"", ""source_repetition"": 0, ""check_answer"": ""no"", ""check_correct"": true}",1,1,1.0,1,1.0,1.0,403,33,263.9,"{""answer"": {""go_without"": 1}}"
pipeline-241,pipeline,"{""scenario"": ""3-inspection"", ""kind"": ""inspection"", ""mode"": ""pipeline"", ""reverse"": true, ""label"": ""bring"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 241, ""source_case_id"": ""decision-3-inspection-check-True"", ""source_repetition"": 0, ""check_answer"": ""yes"", ""check_correct"": true}",1,1,1.0,1,1.0,0.99,402,32,338.55,"{""answer"": {""bring"": 1}}"
pipeline-244,pipeline,"{""scenario"": ""10-appointment"", ""kind"": ""appointment"", ""mode"": ""pipeline"", ""reverse"": false, ""label"": ""go_without"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 244, ""source_case_id"": ""decision-10-appointment-check-False"", ""source_repetition"": 0, ""check_answer"": ""no"", ""check_correct"": true}",1,1,1.0,1,1.0,1.0,416,33,337.47,"{""answer"": {""go_without"": 1}}"
pipeline-245,pipeline,"{""scenario"": ""7-collection"", ""kind"": ""collection"", ""mode"": ""pipeline"", ""reverse"": true, ""label"": ""go_without"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 245, ""source_case_id"": ""decision-7-collection-check-True"", ""source_repetition"": 1, ""check_answer"": ""no"", ""check_correct"": true}",1,1,1.0,1,1.0,1.0,401,33,340.29,"{""answer"": {""go_without"": 1}}"
pipeline-251,pipeline,"{""scenario"": ""4-collection"", ""kind"": ""collection"", ""mode"": ""pipeline"", ""reverse"": false, ""label"": ""go_without"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 251, ""source_case_id"": ""decision-4-collection-check-False"", ""source_repetition"": 2, ""check_answer"": ""no"", ""check_correct"": true}",1,1,1.0,1,1.0,1.0,403,33,318.0,"{""answer"": {""go_without"": 1}}"
pipeline-253,pipeline,"{""scenario"": ""8-collection"", ""kind"": ""collection"", ""mode"": ""pipeline"", ""reverse"": true, ""label"": ""go_without"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 253, ""source_case_id"": ""decision-8-collection-check-True"", ""source_repetition"": 1, ""check_answer"": ""no"", ""check_correct"": true}",1,1,1.0,1,1.0,1.0,401,33,321.61,"{""answer"": {""go_without"": 1}}"
pipeline-263,pipeline,"{""scenario"": ""11-appointment"", ""kind"": ""appointment"", ""mode"": ""pipeline"", ""reverse"": true, ""label"": ""go_without"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 263, ""source_case_id"": ""decision-11-appointment-check-True"", ""source_repetition"": 2, ""check_answer"": ""no"", ""check_correct"": true}",1,1,1.0,1,1.0,1.0,418,33,368.86,"{""answer"": {""go_without"": 1}}"
pipeline-264,pipeline,"{""scenario"": ""6-inspection"", ""kind"": ""inspection"", ""mode"": ""pipeline"", ""reverse"": true, ""label"": ""bring"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 264, ""source_case_id"": ""decision-6-inspection-check-True"", ""source_repetition"": 0, ""check_answer"": ""yes"", ""check_correct"": true}",1,1,1.0,1,1.0,0.99,404,32,293.92,"{""answer"": {""bring"": 1}}"
pipeline-267,pipeline,"{""scenario"": ""0-service"", ""kind"": ""service"", ""mode"": ""pipeline"", ""reverse"": true, ""label"": ""bring"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 267, ""source_case_id"": ""decision-0-service-check-True"", ""source_repetition"": 0, ""check_answer"": ""yes"", ""check_correct"": true}",1,1,1.0,1,0.99,0.97,402,32,359.71,"{""answer"": {""bring"": 1}}"
pipeline-268,pipeline,"{""scenario"": ""7-collection"", ""kind"": ""collection"", ""mode"": ""pipeline"", ""reverse"": false, ""label"": ""go_without"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 268, ""source_case_id"": ""decision-7-collection-check-False"", ""source_repetition"": 0, ""check_answer"": ""no"", ""check_correct"": true}",1,1,1.0,1,1.0,1.0,401,33,325.39,"{""answer"": {""go_without"": 1}}"
pipeline-270,pipeline,"{""scenario"": ""1-appointment"", ""kind"": ""appointment"", ""mode"": ""pipeline"", ""reverse"": false, ""label"": ""go_without"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 270, ""source_case_id"": ""decision-1-appointment-check-False"", ""source_repetition"": 0, ""check_answer"": ""no"", ""check_correct"": true}",1,1,1.0,1,1.0,1.0,416,33,328.55,"{""answer"": {""go_without"": 1}}"
pipeline-273,pipeline,"{""scenario"": ""11-service"", ""kind"": ""service"", ""mode"": ""pipeline"", ""reverse"": false, ""label"": ""bring"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 273, ""source_case_id"": ""decision-11-service-check-False"", ""source_repetition"": 0, ""check_answer"": ""yes"", ""check_correct"": true}",1,1,1.0,1,1.0,0.99,404,32,787.31,"{""answer"": {""bring"": 1}}"
pipeline-275,pipeline,"{""scenario"": ""1-collection"", ""kind"": ""collection"", ""mode"": ""pipeline"", ""reverse"": true, ""label"": ""go_without"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 275, ""source_case_id"": ""decision-1-collection-check-True"", ""source_repetition"": 1, ""check_answer"": ""no"", ""check_correct"": true}",1,1,1.0,1,1.0,1.0,401,33,299.18,"{""answer"": {""go_without"": 1}}"
pipeline-279,pipeline,"{""scenario"": ""1-collection"", ""kind"": ""collection"", ""mode"": ""pipeline"", ""reverse"": true, ""label"": ""go_without"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 279, ""source_case_id"": ""decision-1-collection-check-True"", ""source_repetition"": 0, ""check_answer"": ""no"", ""check_correct"": true}",1,1,1.0,1,1.0,1.0,401,33,437.31,"{""answer"": {""go_without"": 1}}"
pipeline-282,pipeline,"{""scenario"": ""0-service"", ""kind"": ""service"", ""mode"": ""pipeline"", ""reverse"": true, ""label"": ""bring"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 282, ""source_case_id"": ""decision-0-service-check-True"", ""source_repetition"": 2, ""check_answer"": ""yes"", ""check_correct"": true}",1,1,1.0,1,0.99,0.98,402,32,309.55,"{""answer"": {""bring"": 1}}"
pipeline-283,pipeline,"{""scenario"": ""3-collection"", ""kind"": ""collection"", ""mode"": ""pipeline"", ""reverse"": false, ""label"": ""go_without"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 283, ""source_case_id"": ""decision-3-collection-check-False"", ""source_repetition"": 0, ""check_answer"": ""no"", ""check_correct"": true}",1,1,1.0,1,1.0,1.0,401,33,309.5,"{""answer"": {""go_without"": 1}}"
pipeline-289,pipeline,"{""scenario"": ""10-appointment"", ""kind"": ""appointment"", ""mode"": ""pipeline"", ""reverse"": false, ""label"": ""go_without"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 289, ""source_case_id"": ""decision-10-appointment-check-False"", ""source_repetition"": 2, ""check_answer"": ""no"", ""check_correct"": true}",1,1,1.0,1,1.0,1.0,416,33,360.83,"{""answer"": {""go_without"": 1}}"
pipeline-298,pipeline,"{""scenario"": ""9-service"", ""kind"": ""service"", ""mode"": ""pipeline"", ""reverse"": false, ""label"": ""bring"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 298, ""source_case_id"": ""decision-9-service-check-False"", ""source_repetition"": 2, ""check_answer"": ""yes"", ""check_correct"": true}",1,1,1.0,1,1.0,0.99,403,32,303.03,"{""answer"": {""bring"": 1}}"
pipeline-300,pipeline,"{""scenario"": ""10-appointment"", ""kind"": ""appointment"", ""mode"": ""pipeline"", ""reverse"": true, ""label"": ""go_without"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 300, ""source_case_id"": ""decision-10-appointment-check-True"", ""source_repetition"": 1, ""check_answer"": ""no"", ""check_correct"": true}",1,1,1.0,1,1.0,1.0,416,33,358.37,"{""answer"": {""go_without"": 1}}"
pipeline-302,pipeline,"{""scenario"": ""3-appointment"", ""kind"": ""appointment"", ""mode"": ""pipeline"", ""reverse"": false, ""label"": ""go_without"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 302, ""source_case_id"": ""decision-3-appointment-check-False"", ""source_repetition"": 0, ""check_answer"": ""no"", ""check_correct"": true}",1,1,1.0,1,1.0,1.0,416,33,307.94,"{""answer"": {""go_without"": 1}}"
pipeline-306,pipeline,"{""scenario"": ""11-service"", ""kind"": ""service"", ""mode"": ""pipeline"", ""reverse"": true, ""label"": ""bring"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 306, ""source_case_id"": ""decision-11-service-check-True"", ""source_repetition"": 2, ""check_answer"": ""yes"", ""check_correct"": true}",1,1,1.0,1,0.99,0.99,404,32,265.58,"{""answer"": {""bring"": 1}}"
pipeline-315,pipeline,"{""scenario"": ""10-service"", ""kind"": ""service"", ""mode"": ""pipeline"", ""reverse"": true, ""label"": ""bring"", ""source_run"": ""20260916T124604860296Z-limits-study"", ""source_trial"": 315, ""source_case_id"": ""decision-10-service-check-True"", ""source_repetition"": 0, ""check_answer"": ""yes"", ""check_correct"": true}",1,1,1.0,1,0.99,0.97,402,32,365.34,"{""answer"": {""bring"": 1}}"
