id,group,factors,requests,correct,accuracy,question_count,mean_target_probability,mean_confidence,input_tokens,output_tokens,latency_ms,selections
decision-0-inspection-check-True,decision,"{""scenario"": ""0-inspection"", ""kind"": ""inspection"", ""mode"": ""check"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.9633333333333333,0.9466666666666667,399,42,316.7,"{""answer"": {""yes"": 3}}"
decision-0-collection-direct-False,decision,"{""scenario"": ""0-collection"", ""kind"": ""collection"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,361,33,332.97,"{""answer"": {""go_without"": 3}}"
decision-0-collection-described-False,decision,"{""scenario"": ""0-collection"", ""kind"": ""collection"", ""mode"": ""described"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,382,33,329.54,"{""answer"": {""go_without"": 3}}"
decision-0-collection-check-False,decision,"{""scenario"": ""0-collection"", ""kind"": ""collection"", ""mode"": ""check"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,398,42,325.48,"{""answer"": {""no"": 3}}"
decision-0-collection-direct-True,decision,"{""scenario"": ""0-collection"", ""kind"": ""collection"", ""mode"": ""direct"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,0.9966666666666667,361,33,310.29,"{""answer"": {""go_without"": 3}}"
decision-0-collection-described-True,decision,"{""scenario"": ""0-collection"", ""kind"": ""collection"", ""mode"": ""described"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,382,33,309.91,"{""answer"": {""go_without"": 3}}"
decision-0-collection-check-True,decision,"{""scenario"": ""0-collection"", ""kind"": ""collection"", ""mode"": ""check"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,398,42,302.75,"{""answer"": {""no"": 3}}"
decision-0-appointment-direct-False,decision,"{""scenario"": ""0-appointment"", ""kind"": ""appointment"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,376,33,378.89,"{""answer"": {""go_without"": 3}}"
decision-0-appointment-described-False,decision,"{""scenario"": ""0-appointment"", ""kind"": ""appointment"", ""mode"": ""described"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,397,33,354.02,"{""answer"": {""go_without"": 3}}"
decision-0-appointment-check-False,decision,"{""scenario"": ""0-appointment"", ""kind"": ""appointment"", ""mode"": ""check"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,413,42,326.9,"{""answer"": {""no"": 3}}"
decision-0-appointment-direct-True,decision,"{""scenario"": ""0-appointment"", ""kind"": ""appointment"", ""mode"": ""direct"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,376,33,293.12,"{""answer"": {""go_without"": 3}}"
decision-0-appointment-described-True,decision,"{""scenario"": ""0-appointment"", ""kind"": ""appointment"", ""mode"": ""described"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,397,33,346.56,"{""answer"": {""go_without"": 3}}"
decision-0-appointment-check-True,decision,"{""scenario"": ""0-appointment"", ""kind"": ""appointment"", ""mode"": ""check"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,413,42,292.47,"{""answer"": {""no"": 3}}"
decision-1-service-direct-False,decision,"{""scenario"": ""1-service"", ""kind"": ""service"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.99,0.98,362,32,395.96,"{""answer"": {""bring"": 3}}"
decision-1-service-described-False,decision,"{""scenario"": ""1-service"", ""kind"": ""service"", ""mode"": ""described"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.99,0.9866666666666667,383,32,315.29,"{""answer"": {""bring"": 3}}"
decision-1-service-check-False,decision,"{""scenario"": ""1-service"", ""kind"": ""service"", ""mode"": ""check"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,1.0,1.0,399,42,308.54,"{""answer"": {""yes"": 3}}"
decision-1-service-direct-True,decision,"{""scenario"": ""1-service"", ""kind"": ""service"", ""mode"": ""direct"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.9833333333333333,0.9633333333333333,362,32,298.53,"{""answer"": {""bring"": 3}}"
decision-1-service-described-True,decision,"{""scenario"": ""1-service"", ""kind"": ""service"", ""mode"": ""described"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.99,0.98,383,32,326.9,"{""answer"": {""bring"": 3}}"
decision-1-service-check-True,decision,"{""scenario"": ""1-service"", ""kind"": ""service"", ""mode"": ""check"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,1.0,1.0,399,42,339.06,"{""answer"": {""yes"": 3}}"
decision-1-inspection-direct-False,decision,"{""scenario"": ""1-inspection"", ""kind"": ""inspection"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.99,0.9833333333333333,362,32,290.66,"{""answer"": {""bring"": 3}}"
decision-1-inspection-described-False,decision,"{""scenario"": ""1-inspection"", ""kind"": ""inspection"", ""mode"": ""described"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.9933333333333333,0.99,383,32,310.51,"{""answer"": {""bring"": 3}}"
decision-1-inspection-check-False,decision,"{""scenario"": ""1-inspection"", ""kind"": ""inspection"", ""mode"": ""check"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,1.0,1.0,399,42,317.12,"{""answer"": {""yes"": 3}}"
decision-1-inspection-direct-True,decision,"{""scenario"": ""1-inspection"", ""kind"": ""inspection"", ""mode"": ""direct"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.99,0.98,362,32,321.5,"{""answer"": {""bring"": 3}}"
decision-1-inspection-described-True,decision,"{""scenario"": ""1-inspection"", ""kind"": ""inspection"", ""mode"": ""described"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.99,0.98,383,32,305.61,"{""answer"": {""bring"": 3}}"
decision-1-inspection-check-True,decision,"{""scenario"": ""1-inspection"", ""kind"": ""inspection"", ""mode"": ""check"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,1.0,1.0,399,42,293.72,"{""answer"": {""yes"": 3}}"
decision-1-collection-direct-False,decision,"{""scenario"": ""1-collection"", ""kind"": ""collection"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,0.9966666666666667,361,33,291.08,"{""answer"": {""go_without"": 3}}"
decision-1-collection-described-False,decision,"{""scenario"": ""1-collection"", ""kind"": ""collection"", ""mode"": ""described"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,382,33,304.41,"{""answer"": {""go_without"": 3}}"
decision-1-collection-check-False,decision,"{""scenario"": ""1-collection"", ""kind"": ""collection"", ""mode"": ""check"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,398,42,349.09,"{""answer"": {""no"": 3}}"
decision-1-collection-direct-True,decision,"{""scenario"": ""1-collection"", ""kind"": ""collection"", ""mode"": ""direct"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,0.9966666666666667,361,33,367.48,"{""answer"": {""go_without"": 3}}"
decision-1-collection-described-True,decision,"{""scenario"": ""1-collection"", ""kind"": ""collection"", ""mode"": ""described"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,382,33,304.09,"{""answer"": {""go_without"": 3}}"
decision-1-collection-check-True,decision,"{""scenario"": ""1-collection"", ""kind"": ""collection"", ""mode"": ""check"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,398,42,305.86,"{""answer"": {""no"": 3}}"
decision-1-appointment-direct-False,decision,"{""scenario"": ""1-appointment"", ""kind"": ""appointment"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,376,33,323.3,"{""answer"": {""go_without"": 3}}"
decision-1-appointment-described-False,decision,"{""scenario"": ""1-appointment"", ""kind"": ""appointment"", ""mode"": ""described"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,397,33,323.42,"{""answer"": {""go_without"": 3}}"
decision-1-appointment-check-False,decision,"{""scenario"": ""1-appointment"", ""kind"": ""appointment"", ""mode"": ""check"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,413,42,381.16,"{""answer"": {""no"": 3}}"
decision-1-appointment-direct-True,decision,"{""scenario"": ""1-appointment"", ""kind"": ""appointment"", ""mode"": ""direct"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,376,33,287.08,"{""answer"": {""go_without"": 3}}"
decision-1-appointment-described-True,decision,"{""scenario"": ""1-appointment"", ""kind"": ""appointment"", ""mode"": ""described"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,397,33,316.43,"{""answer"": {""go_without"": 3}}"
decision-1-appointment-check-True,decision,"{""scenario"": ""1-appointment"", ""kind"": ""appointment"", ""mode"": ""check"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,413,42,330.74,"{""answer"": {""no"": 3}}"
decision-2-service-direct-False,decision,"{""scenario"": ""2-service"", ""kind"": ""service"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.9733333333333333,0.9533333333333333,362,32,323.42,"{""answer"": {""bring"": 3}}"
decision-2-service-described-False,decision,"{""scenario"": ""2-service"", ""kind"": ""service"", ""mode"": ""described"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.99,0.98,383,32,327.69,"{""answer"": {""bring"": 3}}"
decision-2-service-check-False,decision,"{""scenario"": ""2-service"", ""kind"": ""service"", ""mode"": ""check"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,1.0,0.99,399,42,285.49,"{""answer"": {""yes"": 3}}"
decision-2-service-direct-True,decision,"{""scenario"": ""2-service"", ""kind"": ""service"", ""mode"": ""direct"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.9666666666666667,0.9333333333333333,362,32,316.3,"{""answer"": {""bring"": 3}}"
decision-2-service-described-True,decision,"{""scenario"": ""2-service"", ""kind"": ""service"", ""mode"": ""described"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.98,0.96,383,32,291.55,"{""answer"": {""bring"": 3}}"
decision-2-service-check-True,decision,"{""scenario"": ""2-service"", ""kind"": ""service"", ""mode"": ""check"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.99,0.99,399,42,361.34,"{""answer"": {""yes"": 3}}"
decision-2-inspection-direct-False,decision,"{""scenario"": ""2-inspection"", ""kind"": ""inspection"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.9533333333333333,0.91,362,32,359.79,"{""answer"": {""bring"": 3}}"
decision-2-inspection-described-False,decision,"{""scenario"": ""2-inspection"", ""kind"": ""inspection"", ""mode"": ""described"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.97,0.94,383,32,390.31,"{""answer"": {""bring"": 3}}"
decision-2-inspection-check-False,decision,"{""scenario"": ""2-inspection"", ""kind"": ""inspection"", ""mode"": ""check"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.96,0.9466666666666667,399,42,327.08,"{""answer"": {""yes"": 3}}"
decision-2-inspection-direct-True,decision,"{""scenario"": ""2-inspection"", ""kind"": ""inspection"", ""mode"": ""direct"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.92,0.8433333333333333,362,32,317.69,"{""answer"": {""bring"": 3}}"
decision-2-inspection-described-True,decision,"{""scenario"": ""2-inspection"", ""kind"": ""inspection"", ""mode"": ""described"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.9666666666666667,0.9333333333333333,383,32,341.62,"{""answer"": {""bring"": 3}}"
decision-2-inspection-check-True,decision,"{""scenario"": ""2-inspection"", ""kind"": ""inspection"", ""mode"": ""check"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.97,0.96,399,42,305.39,"{""answer"": {""yes"": 3}}"
decision-2-collection-direct-False,decision,"{""scenario"": ""2-collection"", ""kind"": ""collection"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,0.99,361,33,314.89,"{""answer"": {""go_without"": 3}}"
decision-2-collection-described-False,decision,"{""scenario"": ""2-collection"", ""kind"": ""collection"", ""mode"": ""described"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,382,33,310.75,"{""answer"": {""go_without"": 3}}"
decision-2-collection-check-False,decision,"{""scenario"": ""2-collection"", ""kind"": ""collection"", ""mode"": ""check"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,398,42,308.26,"{""answer"": {""no"": 3}}"
decision-2-collection-direct-True,decision,"{""scenario"": ""2-collection"", ""kind"": ""collection"", ""mode"": ""direct"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,0.9933333333333333,0.99,361,33,385.43,"{""answer"": {""go_without"": 3}}"
decision-2-collection-described-True,decision,"{""scenario"": ""2-collection"", ""kind"": ""collection"", ""mode"": ""described"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,382,33,301.48,"{""answer"": {""go_without"": 3}}"
decision-2-collection-check-True,decision,"{""scenario"": ""2-collection"", ""kind"": ""collection"", ""mode"": ""check"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,398,42,331.52,"{""answer"": {""no"": 3}}"
decision-2-appointment-direct-False,decision,"{""scenario"": ""2-appointment"", ""kind"": ""appointment"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,0.9966666666666667,376,33,318.06,"{""answer"": {""go_without"": 3}}"
decision-2-appointment-described-False,decision,"{""scenario"": ""2-appointment"", ""kind"": ""appointment"", ""mode"": ""described"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,397,33,333.28,"{""answer"": {""go_without"": 3}}"
decision-2-appointment-check-False,decision,"{""scenario"": ""2-appointment"", ""kind"": ""appointment"", ""mode"": ""check"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,413,42,343.86,"{""answer"": {""no"": 3}}"
decision-2-appointment-direct-True,decision,"{""scenario"": ""2-appointment"", ""kind"": ""appointment"", ""mode"": ""direct"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,0.9966666666666667,376,33,308.77,"{""answer"": {""go_without"": 3}}"
decision-2-appointment-described-True,decision,"{""scenario"": ""2-appointment"", ""kind"": ""appointment"", ""mode"": ""described"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,397,33,303.73,"{""answer"": {""go_without"": 3}}"
decision-2-appointment-check-True,decision,"{""scenario"": ""2-appointment"", ""kind"": ""appointment"", ""mode"": ""check"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,413,42,322.9,"{""answer"": {""no"": 3}}"
decision-3-service-direct-False,decision,"{""scenario"": ""3-service"", ""kind"": ""service"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.9466666666666667,0.8866666666666667,362,32,303.42,"{""answer"": {""bring"": 3}}"
decision-3-service-described-False,decision,"{""scenario"": ""3-service"", ""kind"": ""service"", ""mode"": ""described"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.95,0.8966666666666667,383,32,314.66,"{""answer"": {""bring"": 3}}"
decision-3-service-check-False,decision,"{""scenario"": ""3-service"", ""kind"": ""service"", ""mode"": ""check"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.93,0.9,399,42,310.56,"{""answer"": {""yes"": 3}}"
decision-3-service-direct-True,decision,"{""scenario"": ""3-service"", ""kind"": ""service"", ""mode"": ""direct"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.95,0.9,362,32,336.55,"{""answer"": {""bring"": 3}}"
decision-3-service-described-True,decision,"{""scenario"": ""3-service"", ""kind"": ""service"", ""mode"": ""described"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.96,0.9166666666666667,383,32,335.71,"{""answer"": {""bring"": 3}}"
decision-3-service-check-True,decision,"{""scenario"": ""3-service"", ""kind"": ""service"", ""mode"": ""check"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.9299999999999999,0.8966666666666667,399,42,298.92,"{""answer"": {""yes"": 3}}"
decision-3-inspection-direct-False,decision,"{""scenario"": ""3-inspection"", ""kind"": ""inspection"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.97,0.94,362,32,330.21,"{""answer"": {""bring"": 3}}"
decision-3-inspection-described-False,decision,"{""scenario"": ""3-inspection"", ""kind"": ""inspection"", ""mode"": ""described"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.98,0.96,383,32,339.39,"{""answer"": {""bring"": 3}}"
decision-3-inspection-check-False,decision,"{""scenario"": ""3-inspection"", ""kind"": ""inspection"", ""mode"": ""check"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.9866666666666667,0.98,399,42,360.56,"{""answer"": {""yes"": 3}}"
decision-3-inspection-direct-True,decision,"{""scenario"": ""3-inspection"", ""kind"": ""inspection"", ""mode"": ""direct"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.9566666666666667,0.9166666666666667,362,32,310.9,"{""answer"": {""bring"": 3}}"
decision-3-inspection-described-True,decision,"{""scenario"": ""3-inspection"", ""kind"": ""inspection"", ""mode"": ""described"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.9666666666666667,0.9333333333333333,383,32,326.35,"{""answer"": {""bring"": 3}}"
decision-3-inspection-check-True,decision,"{""scenario"": ""3-inspection"", ""kind"": ""inspection"", ""mode"": ""check"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.9833333333333333,0.9766666666666667,399,42,324.31,"{""answer"": {""yes"": 3}}"
decision-3-collection-direct-False,decision,"{""scenario"": ""3-collection"", ""kind"": ""collection"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,361,33,304.02,"{""answer"": {""go_without"": 3}}"
decision-3-collection-described-False,decision,"{""scenario"": ""3-collection"", ""kind"": ""collection"", ""mode"": ""described"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,382,33,332.81,"{""answer"": {""go_without"": 3}}"
decision-3-collection-check-False,decision,"{""scenario"": ""3-collection"", ""kind"": ""collection"", ""mode"": ""check"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,398,42,267.7,"{""answer"": {""no"": 3}}"
decision-3-collection-direct-True,decision,"{""scenario"": ""3-collection"", ""kind"": ""collection"", ""mode"": ""direct"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,361,33,368.83,"{""answer"": {""go_without"": 3}}"
decision-3-collection-described-True,decision,"{""scenario"": ""3-collection"", ""kind"": ""collection"", ""mode"": ""described"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,382,33,296.76,"{""answer"": {""go_without"": 3}}"
decision-3-collection-check-True,decision,"{""scenario"": ""3-collection"", ""kind"": ""collection"", ""mode"": ""check"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,398,42,417.31,"{""answer"": {""no"": 3}}"
decision-3-appointment-direct-False,decision,"{""scenario"": ""3-appointment"", ""kind"": ""appointment"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,376,33,297.97,"{""answer"": {""go_without"": 3}}"
decision-3-appointment-described-False,decision,"{""scenario"": ""3-appointment"", ""kind"": ""appointment"", ""mode"": ""described"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,397,33,312.86,"{""answer"": {""go_without"": 3}}"
decision-3-appointment-check-False,decision,"{""scenario"": ""3-appointment"", ""kind"": ""appointment"", ""mode"": ""check"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,413,42,355.85,"{""answer"": {""no"": 3}}"
decision-3-appointment-direct-True,decision,"{""scenario"": ""3-appointment"", ""kind"": ""appointment"", ""mode"": ""direct"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,376,33,327.18,"{""answer"": {""go_without"": 3}}"
decision-3-appointment-described-True,decision,"{""scenario"": ""3-appointment"", ""kind"": ""appointment"", ""mode"": ""described"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,397,33,307.35,"{""answer"": {""go_without"": 3}}"
decision-3-appointment-check-True,decision,"{""scenario"": ""3-appointment"", ""kind"": ""appointment"", ""mode"": ""check"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,413,42,330.23,"{""answer"": {""no"": 3}}"
decision-4-service-direct-False,decision,"{""scenario"": ""4-service"", ""kind"": ""service"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.96,0.9266666666666667,364,32,342.57,"{""answer"": {""bring"": 3}}"
decision-4-service-described-False,decision,"{""scenario"": ""4-service"", ""kind"": ""service"", ""mode"": ""described"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.9733333333333333,0.94,387,32,311.89,"{""answer"": {""bring"": 3}}"
decision-4-service-check-False,decision,"{""scenario"": ""4-service"", ""kind"": ""service"", ""mode"": ""check"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.91,0.8733333333333333,401,42,342.59,"{""answer"": {""yes"": 3}}"
decision-4-service-direct-True,decision,"{""scenario"": ""4-service"", ""kind"": ""service"", ""mode"": ""direct"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.9766666666666667,0.9466666666666667,364,32,357.03,"{""answer"": {""bring"": 3}}"
decision-4-service-described-True,decision,"{""scenario"": ""4-service"", ""kind"": ""service"", ""mode"": ""described"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.97,0.94,387,32,322.82,"{""answer"": {""bring"": 3}}"
decision-4-service-check-True,decision,"{""scenario"": ""4-service"", ""kind"": ""service"", ""mode"": ""check"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.9033333333333333,0.85,401,42,357.67,"{""answer"": {""yes"": 3}}"
decision-4-inspection-direct-False,decision,"{""scenario"": ""4-inspection"", ""kind"": ""inspection"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.9733333333333333,0.95,364,32,284.35,"{""answer"": {""bring"": 3}}"
decision-4-inspection-described-False,decision,"{""scenario"": ""4-inspection"", ""kind"": ""inspection"", ""mode"": ""described"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.99,0.9733333333333333,387,32,321.08,"{""answer"": {""bring"": 3}}"
decision-4-inspection-check-False,decision,"{""scenario"": ""4-inspection"", ""kind"": ""inspection"", ""mode"": ""check"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.99,0.9833333333333333,401,42,310.98,"{""answer"": {""yes"": 3}}"
decision-4-inspection-direct-True,decision,"{""scenario"": ""4-inspection"", ""kind"": ""inspection"", ""mode"": ""direct"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.9533333333333333,0.9033333333333333,364,32,390.65,"{""answer"": {""bring"": 3}}"
decision-4-inspection-described-True,decision,"{""scenario"": ""4-inspection"", ""kind"": ""inspection"", ""mode"": ""described"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.9733333333333333,0.94,387,32,314.3,"{""answer"": {""bring"": 3}}"
decision-4-inspection-check-True,decision,"{""scenario"": ""4-inspection"", ""kind"": ""inspection"", ""mode"": ""check"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.99,0.9766666666666667,401,42,295.51,"{""answer"": {""yes"": 3}}"
decision-4-collection-direct-False,decision,"{""scenario"": ""4-collection"", ""kind"": ""collection"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,363,33,343.64,"{""answer"": {""go_without"": 3}}"
decision-4-collection-described-False,decision,"{""scenario"": ""4-collection"", ""kind"": ""collection"", ""mode"": ""described"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,386,33,300.36,"{""answer"": {""go_without"": 3}}"
decision-4-collection-check-False,decision,"{""scenario"": ""4-collection"", ""kind"": ""collection"", ""mode"": ""check"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,400,42,299.57,"{""answer"": {""no"": 3}}"
