case_id,group,trial,question,expected,choice,correct,confidence,target_probability,top_probability,brier
decision-0-service-described-False,decision,69,answer,bring,bring,True,0.98,0.99,0.99,0.0002000000000000002
decision-6-inspection-check-False,decision,70,answer,yes,yes,True,0.99,1.0,1.0,0.0
tracking-1-2,multi_tracking,71,answer,hall,hall,True,1.0,1.0,1.0,0.0
permutation-4-22,permutation,72,answer,v0,v0,True,0.19,0.39,0.39,0.5124
records-128-end-1,competing_records,73,answer,red,red,True,1.0,1.0,1.0,0.0
decision-0-service-direct-False,decision,74,answer,bring,bring,True,0.96,0.98,0.98,0.0008000000000000008
logic-16-2-no,logic_depth,75,answer,no,no,True,0.9,0.94,0.94,0.007200000000000007
permutation-5-13,permutation,76,answer,v0,v0,True,0.18,0.38,0.38,0.532
decision-2-service-direct-True,decision,77,answer,bring,bring,True,0.94,0.97,0.97,0.0018000000000000017
permutation-4-8,permutation,78,answer,v0,v0,True,0.27,0.44,0.44,0.4606
decision-1-inspection-described-True,decision,79,answer,bring,bring,True,0.98,0.99,0.99,0.0002000000000000002
permutation-5-10,permutation,80,answer,v0,v1,False,0.29,0.15,0.48,1.0526
decision-5-appointment-described-True,decision,81,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
permutation-4-2,permutation,82,answer,v0,v0,True,0.46,0.6,0.6,0.21680000000000002
permutation-2-18,permutation,83,answer,v0,v3,False,0.16,0.28,0.37,0.7166
tracking-8-1,multi_tracking,84,answer,garden,garden,True,0.97,0.98,0.98,0.0008000000000000008
permutation-0-14,permutation,85,answer,v0,v0,True,0.61,0.71,0.71,0.11300000000000002
decision-8-appointment-direct-True,decision,86,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
logic-32-2-yes,logic_depth,87,answer,yes,yes,True,1.0,1.0,1.0,0.0
decision-3-service-described-False,decision,88,answer,bring,bring,True,0.89,0.95,0.95,0.0050000000000000044
tracking-2-2,multi_tracking,89,answer,hall,hall,True,1.0,1.0,1.0,0.0
decision-9-collection-described-False,decision,90,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
logic-32-0-yes,logic_depth,91,answer,yes,yes,True,1.0,1.0,1.0,0.0
decision-1-collection-described-True,decision,92,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
decision-8-collection-direct-False,decision,93,answer,go_without,go_without,True,0.99,1.0,1.0,0.0
decision-4-collection-described-True,decision,94,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
decision-7-service-check-False,decision,95,answer,yes,yes,True,0.96,0.97,0.97,0.0014000000000000017
decision-8-collection-check-True,decision,96,answer,no,no,True,1.0,1.0,1.0,0.0
permutation-2-6,permutation,97,answer,v0,v3,False,0.19,0.32,0.39,0.6626
permutation-1-12,permutation,98,answer,v0,v0,True,0.51,0.62,0.62,0.221
decision-9-service-described-False,decision,99,answer,bring,bring,True,0.98,0.99,0.99,0.0002000000000000002
permutation-3-17,permutation,100,answer,v0,v0,True,0.19,0.39,0.39,0.5412
decision-5-collection-described-False,decision,101,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
logic-4-1-yes,logic_depth,102,answer,yes,yes,True,1.0,1.0,1.0,0.0
permutation-4-21,permutation,103,answer,v0,v3,False,0.16,0.35,0.37,0.6036
permutation-5-12,permutation,104,answer,v0,v0,True,0.29,0.47000000000000003,0.47000000000000003,0.3956
records-128-start-1,competing_records,105,answer,red,red,True,1.0,1.0,1.0,0.0
decision-7-collection-check-False,decision,106,answer,no,no,True,1.0,1.0,1.0,0.0
decision-2-appointment-check-False,decision,107,answer,no,no,True,1.0,1.0,1.0,0.0
permutation-1-5,permutation,108,answer,v0,v0,True,0.7,0.78,0.78,0.06799999999999999
tracking-1-1,multi_tracking,109,answer,hall,hall,True,1.0,1.0,1.0,0.0
permutation-2-8,permutation,110,answer,v0,v0,True,0.15,0.36,0.36,0.5664
logic-1-0-no,logic_depth,111,answer,no,no,True,1.0,1.0,1.0,0.0
decision-3-appointment-described-False,decision,112,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
permutation-2-10,permutation,113,answer,v0,v3,False,0.28,0.23,0.45,0.8516
decision-7-inspection-check-False,decision,114,answer,yes,yes,True,0.99,1.0,1.0,0.0
permutation-1-2,permutation,115,answer,v0,v0,True,0.56,0.67,0.67,0.16099999999999998
decision-0-service-described-False,decision,116,answer,bring,bring,True,0.96,0.98,0.98,0.0008000000000000008
decision-10-inspection-check-True,decision,117,answer,yes,yes,True,0.99,1.0,1.0,0.0
decision-0-appointment-check-False,decision,118,answer,no,no,True,1.0,1.0,1.0,0.0
permutation-0-21,permutation,119,answer,v0,v0,True,0.71,0.78,0.78,0.06499999999999999
decision-4-collection-direct-True,decision,120,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
logic-1-0-yes,logic_depth,121,answer,yes,yes,True,1.0,1.0,1.0,0.0
decision-11-appointment-described-True,decision,122,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
decision-11-service-check-False,decision,123,answer,yes,yes,True,0.98,0.99,0.99,0.0002000000000000002
decision-0-service-check-False,decision,124,answer,yes,yes,True,0.99,0.99,0.99,0.0002000000000000002
decision-3-inspection-described-False,decision,125,answer,bring,bring,True,0.96,0.98,0.98,0.0008000000000000008
permutation-0-8,permutation,126,answer,v0,v0,True,0.69,0.77,0.77,0.0706
permutation-1-23,permutation,127,answer,v0,v0,True,0.66,0.75,0.75,0.0876
decision-9-inspection-described-False,decision,128,answer,bring,bring,True,0.99,1.0,1.0,0.0
decision-3-inspection-check-False,decision,129,answer,yes,yes,True,0.98,0.99,0.99,0.0002000000000000002
decision-11-service-described-True,decision,130,answer,bring,bring,True,0.97,0.99,0.99,0.0002000000000000002
decision-9-appointment-direct-True,decision,131,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
decision-1-appointment-check-False,decision,132,answer,no,no,True,1.0,1.0,1.0,0.0
decision-0-collection-described-True,decision,133,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
records-128-end-0,competing_records,134,answer,yellow,yellow,True,0.99,1.0,1.0,0.0
decision-0-inspection-described-True,decision,135,answer,bring,bring,True,0.94,0.97,0.97,0.0018000000000000017
permutation-5-4,permutation,136,answer,v0,v0,True,0.24,0.43,0.43,0.48980000000000007
decision-11-inspection-direct-False,decision,137,answer,bring,bring,True,0.98,0.99,0.99,0.0002000000000000002
permutation-1-6,permutation,138,answer,v0,v0,True,0.62,0.71,0.71,0.12100000000000002
logic-16-0-yes,logic_depth,139,answer,yes,yes,True,1.0,1.0,1.0,0.0
decision-4-appointment-direct-True,decision,140,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
tracking-16-2,multi_tracking,141,answer,office,office,True,0.89,0.92,0.92,0.012799999999999994
logic-1-1-cannot_be_determined,logic_depth,142,answer,cannot_be_determined,cannot_be_determined,True,1.0,1.0,1.0,0.0
records-16-start-0,competing_records,143,answer,yellow,yellow,True,1.0,1.0,1.0,0.0
permutation-0-19,permutation,144,answer,v0,v0,True,0.57,0.67,0.67,0.14579999999999996
decision-4-collection-check-False,decision,145,answer,no,no,True,1.0,1.0,1.0,0.0
decision-2-inspection-described-False,decision,146,answer,bring,bring,True,0.93,0.97,0.97,0.0018000000000000017
permutation-0-5,permutation,147,answer,v0,v0,True,0.7,0.77,0.77,0.07079999999999999
decision-6-collection-direct-False,decision,148,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
permutation-4-16,permutation,149,answer,v0,v0,True,0.43,0.5599999999999999,0.5599999999999999,0.27620000000000006
permutation-0-2,permutation,150,answer,v0,v0,True,0.69,0.76,0.76,0.077
permutation-3-7,permutation,151,answer,v0,v3,False,0.16,0.3,0.38,0.7018
decision-10-appointment-described-False,decision,152,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
decision-8-inspection-described-True,decision,153,answer,bring,bring,True,0.94,0.97,0.97,0.0018000000000000017
permutation-1-1,permutation,154,answer,v0,v0,True,0.68,0.75,0.75,0.0902
decision-3-service-described-False,decision,155,answer,bring,bring,True,0.92,0.96,0.96,0.003200000000000003
permutation-2-23,permutation,156,answer,v0,v0,True,0.23,0.42,0.42,0.46260000000000007
decision-10-inspection-described-True,decision,157,answer,bring,bring,True,0.98,0.99,0.99,0.0002000000000000002
decision-2-collection-direct-True,decision,158,answer,go_without,go_without,True,0.99,0.99,0.99,0.0002000000000000002
permutation-4-9,permutation,159,answer,v0,v0,True,0.26,0.44,0.44,0.4312000000000001
decision-10-service-direct-True,decision,160,answer,bring,bring,True,0.93,0.96,0.96,0.003200000000000003
decision-3-collection-described-True,decision,161,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
logic-1-2-no,logic_depth,162,answer,no,no,True,1.0,1.0,1.0,0.0
logic-1-1-no,logic_depth,163,answer,no,no,True,1.0,1.0,1.0,0.0
permutation-5-22,permutation,164,answer,v0,v3,False,0.21,0.33,0.39999999999999997,0.6477999999999999
decision-5-appointment-direct-True,decision,165,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
records-0-start-2,competing_records,166,answer,blue,blue,True,1.0,1.0,1.0,0.0
records-128-middle-2,competing_records,167,answer,blue,blue,True,1.0,1.0,1.0,0.0
permutation-0-22,permutation,168,answer,v0,v0,True,0.57,0.68,0.68,0.13939999999999997
decision-9-collection-check-True,decision,169,answer,no,no,True,1.0,1.0,1.0,0.0
decision-2-appointment-direct-False,decision,170,answer,go_without,go_without,True,0.99,1.0,1.0,0.0
decision-11-collection-check-True,decision,171,answer,no,no,True,1.0,1.0,1.0,0.0
permutation-2-2,permutation,172,answer,v0,v3,False,0.24,0.31,0.43,0.6947999999999999
permutation-5-17,permutation,173,answer,v0,v3,False,0.24,0.24,0.42,0.8119999999999999
logic-2-2-yes,logic_depth,174,answer,yes,yes,True,1.0,1.0,1.0,0.0
decision-5-service-described-True,decision,175,answer,bring,bring,True,0.97,0.99,0.99,0.0002000000000000002
decision-6-inspection-direct-False,decision,176,answer,bring,bring,True,0.97,0.98,0.98,0.0008000000000000008
permutation-5-0,permutation,177,answer,v0,v0,True,0.28,0.46,0.46,0.44420000000000004
decision-5-inspection-check-True,decision,178,answer,yes,yes,True,1.0,1.0,1.0,0.0
logic-1-2-no,logic_depth,179,answer,no,no,True,1.0,1.0,1.0,0.0
decision-6-collection-direct-True,decision,180,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
logic-32-2-yes,logic_depth,181,answer,yes,yes,True,1.0,1.0,1.0,0.0
decision-2-service-check-True,decision,182,answer,yes,yes,True,0.99,0.99,0.99,0.0002000000000000002
decision-7-collection-direct-False,decision,183,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
decision-10-service-direct-False,decision,184,answer,bring,bring,True,0.95,0.98,0.98,0.0008000000000000008
permutation-3-11,permutation,185,answer,v0,v3,False,0.12,0.31,0.33,0.6739999999999999
decision-4-inspection-direct-False,decision,186,answer,bring,bring,True,0.96,0.98,0.98,0.0008000000000000008
decision-0-appointment-described-True,decision,187,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
permutation-2-10,permutation,188,answer,v0,v3,False,0.18,0.27,0.39,0.7459999999999999
decision-3-appointment-check-False,decision,189,answer,no,no,True,1.0,1.0,1.0,0.0
decision-7-service-check-False,decision,190,answer,yes,yes,True,0.93,0.95,0.95,0.0038000000000000043
records-512-start-2,competing_records,191,answer,blue,blue,True,1.0,1.0,1.0,0.0
records-16-middle-0,competing_records,192,answer,yellow,yellow,True,1.0,1.0,1.0,0.0
permutation-4-8,permutation,193,answer,v0,v0,True,0.28,0.46,0.46,0.40340000000000004
decision-9-service-check-False,decision,194,answer,yes,yes,True,0.98,0.99,0.99,0.0002000000000000002
decision-3-appointment-check-True,decision,195,answer,no,no,True,1.0,1.0,1.0,0.0
logic-8-1-yes,logic_depth,196,answer,yes,yes,True,1.0,1.0,1.0,0.0
decision-4-collection-direct-True,decision,197,answer,go_without,go_without,True,0.99,1.0,1.0,0.0
decision-11-inspection-described-True,decision,198,answer,bring,bring,True,0.99,0.99,0.99,0.0002000000000000002
logic-1-0-yes,logic_depth,199,answer,yes,yes,True,1.0,1.0,1.0,0.0
permutation-3-16,permutation,200,answer,v0,v3,False,0.16,0.31,0.37,0.6841999999999999
decision-0-inspection-described-False,decision,201,answer,bring,bring,True,0.95,0.97,0.97,0.0018000000000000017
permutation-1-7,permutation,202,answer,v0,v0,True,0.58,0.68,0.68,0.15259999999999996
decision-4-appointment-described-True,decision,203,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
decision-8-service-check-False,decision,204,answer,yes,yes,True,0.96,0.97,0.97,0.0014000000000000017
logic-32-1-yes,logic_depth,205,answer,yes,yes,True,1.0,1.0,1.0,0.0
permutation-0-12,permutation,206,answer,v0,v0,True,0.64,0.72,0.72,0.10480000000000002
decision-11-service-direct-True,decision,207,answer,bring,bring,True,0.96,0.98,0.98,0.0008000000000000008
decision-9-service-direct-False,decision,208,answer,bring,bring,True,0.95,0.98,0.98,0.0008000000000000008
permutation-4-10,permutation,209,answer,v0,v0,True,0.19,0.4,0.4,0.5336
decision-8-service-direct-False,decision,210,answer,bring,bring,True,0.93,0.97,0.97,0.0018000000000000017
tracking-1-0,multi_tracking,211,answer,kitchen,kitchen,True,1.0,1.0,1.0,0.0
decision-5-inspection-described-True,decision,212,answer,bring,bring,True,0.99,1.0,1.0,0.0
permutation-1-20,permutation,213,answer,v0,v0,True,0.66,0.75,0.75,0.0882
permutation-4-15,permutation,214,answer,v0,v0,True,0.47,0.6,0.6,0.22960000000000003
permutation-1-13,permutation,215,answer,v0,v0,True,0.56,0.66,0.66,0.1672
decision-7-appointment-check-True,decision,216,answer,no,no,True,1.0,1.0,1.0,0.0
decision-8-appointment-check-False,decision,217,answer,no,no,True,1.0,1.0,1.0,0.0
records-512-end-2,competing_records,218,answer,blue,blue,True,1.0,1.0,1.0,0.0
logic-4-2-yes,logic_depth,219,answer,yes,yes,True,1.0,1.0,1.0,0.0
decision-8-collection-described-False,decision,220,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
decision-4-service-described-True,decision,221,answer,bring,bring,True,0.94,0.97,0.97,0.0018000000000000017
decision-0-inspection-check-True,decision,222,answer,yes,yes,True,0.96,0.98,0.98,0.0006000000000000007
decision-1-collection-check-False,decision,223,answer,no,no,True,1.0,1.0,1.0,0.0
decision-3-appointment-described-False,decision,224,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
decision-10-collection-check-False,decision,225,answer,no,no,True,1.0,1.0,1.0,0.0
permutation-5-9,permutation,226,answer,v0,v3,False,0.13,0.19,0.35000000000000003,0.8942000000000001
permutation-0-4,permutation,227,answer,v0,v0,True,0.61,0.7,0.7,0.12380000000000002
decision-11-service-direct-False,decision,228,answer,bring,bring,True,0.98,0.99,0.99,0.0002000000000000002
logic-4-0-no,logic_depth,229,answer,no,no,True,0.98,0.98,0.98,0.0008000000000000008
decision-6-service-direct-True,decision,230,answer,bring,bring,True,0.91,0.96,0.96,0.003200000000000003
decision-9-service-check-True,decision,231,answer,yes,yes,True,0.99,1.0,1.0,0.0
logic-2-1-yes,logic_depth,232,answer,yes,yes,True,1.0,1.0,1.0,0.0
permutation-3-6,permutation,233,answer,v0,v3,False,0.21,0.3,0.39999999999999997,0.7111999999999999
decision-11-inspection-direct-True,decision,234,answer,bring,bring,True,0.97,0.98,0.98,0.0008000000000000008
decision-10-inspection-described-False,decision,235,answer,bring,bring,True,0.99,1.0,1.0,0.0
decision-11-collection-check-False,decision,236,answer,no,no,True,1.0,1.0,1.0,0.0
permutation-1-20,permutation,237,answer,v0,v0,True,0.56,0.67,0.67,0.16339999999999996
decision-4-service-described-False,decision,238,answer,bring,bring,True,0.94,0.97,0.97,0.0018000000000000017
decision-9-collection-direct-False,decision,239,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
decision-9-inspection-direct-True,decision,240,answer,bring,bring,True,0.98,0.99,0.99,0.0002000000000000002
decision-3-inspection-check-True,decision,241,answer,yes,yes,True,0.98,0.99,0.99,0.0002000000000000002
logic-16-2-yes,logic_depth,242,answer,yes,yes,True,1.0,1.0,1.0,0.0
permutation-5-2,permutation,243,answer,v0,v3,False,0.31,0.35,0.48,0.6674
decision-10-appointment-check-False,decision,244,answer,no,no,True,1.0,1.0,1.0,0.0
decision-7-collection-check-True,decision,245,answer,no,no,True,1.0,1.0,1.0,0.0
logic-2-2-cannot_be_determined,logic_depth,246,answer,cannot_be_determined,cannot_be_determined,True,0.99,0.99,0.99,0.0002000000000000002
logic-16-1-yes,logic_depth,247,answer,yes,yes,True,1.0,1.0,1.0,0.0
decision-6-appointment-direct-False,decision,248,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
decision-1-appointment-direct-True,decision,249,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
tracking-4-0,multi_tracking,250,answer,garden,garden,True,0.96,0.98,0.98,0.0008000000000000008
decision-4-collection-check-False,decision,251,answer,no,no,True,1.0,1.0,1.0,0.0
records-128-start-0,competing_records,252,answer,yellow,yellow,True,1.0,1.0,1.0,0.0
decision-8-collection-check-True,decision,253,answer,no,no,True,1.0,1.0,1.0,0.0
permutation-2-16,permutation,254,answer,v0,v0,True,0.15,0.37,0.37,0.531
decision-1-service-direct-True,decision,255,answer,bring,bring,True,0.96,0.98,0.98,0.0008000000000000008
decision-0-service-direct-True,decision,256,answer,bring,bring,True,0.94,0.97,0.97,0.0018000000000000017
decision-7-inspection-direct-False,decision,257,answer,bring,bring,True,0.97,0.99,0.99,0.0002000000000000002
decision-7-service-described-True,decision,258,answer,bring,bring,True,0.96,0.98,0.98,0.0008000000000000008
decision-10-inspection-described-False,decision,259,answer,bring,bring,True,0.98,0.99,0.99,0.0002000000000000002
permutation-5-15,permutation,260,answer,v0,v3,False,0.18,0.16,0.38,0.9757999999999999
decision-8-inspection-described-True,decision,261,answer,bring,bring,True,0.92,0.96,0.96,0.003200000000000003
decision-7-inspection-described-False,decision,262,answer,bring,bring,True,0.99,0.99,0.99,0.0002000000000000002
decision-11-appointment-check-True,decision,263,answer,no,no,True,1.0,1.0,1.0,0.0
decision-6-inspection-check-True,decision,264,answer,yes,yes,True,0.98,0.98,0.98,0.0006000000000000007
logic-4-0-yes,logic_depth,265,answer,yes,yes,True,1.0,1.0,1.0,0.0
decision-11-appointment-direct-False,decision,266,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
decision-0-service-check-True,decision,267,answer,yes,yes,True,0.98,0.98,0.98,0.0006000000000000007
decision-7-collection-check-False,decision,268,answer,no,no,True,1.0,1.0,1.0,0.0
decision-11-appointment-described-True,decision,269,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
decision-1-appointment-check-False,decision,270,answer,no,no,True,1.0,1.0,1.0,0.0
logic-8-1-no,logic_depth,271,answer,no,no,True,0.94,0.96,0.96,0.003200000000000003
decision-4-service-direct-False,decision,272,answer,bring,bring,True,0.93,0.96,0.96,0.003200000000000003
decision-11-service-check-False,decision,273,answer,yes,yes,True,0.96,0.97,0.97,0.0014000000000000017
decision-3-service-direct-False,decision,274,answer,bring,bring,True,0.89,0.95,0.95,0.0050000000000000044
decision-1-collection-check-True,decision,275,answer,no,no,True,1.0,1.0,1.0,0.0
logic-2-1-yes,logic_depth,276,answer,yes,yes,True,1.0,1.0,1.0,0.0
permutation-0-10,permutation,277,answer,v0,v0,True,0.55,0.66,0.66,0.16299999999999998
decision-4-inspection-described-True,decision,278,answer,bring,bring,True,0.93,0.97,0.97,0.0018000000000000017
decision-1-collection-check-True,decision,279,answer,no,no,True,1.0,1.0,1.0,0.0
permutation-3-9,permutation,280,answer,v0,v3,False,0.18,0.33,0.38,0.6466
tracking-2-1,multi_tracking,281,answer,office,office,True,1.0,1.0,1.0,0.0
decision-0-service-check-True,decision,282,answer,yes,yes,True,0.99,0.99,0.99,0.0002000000000000002
decision-3-collection-check-False,decision,283,answer,no,no,True,1.0,1.0,1.0,0.0
decision-2-collection-described-True,decision,284,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
decision-5-inspection-described-False,decision,285,answer,bring,bring,True,0.99,1.0,1.0,0.0
permutation-5-21,permutation,286,answer,v0,v3,False,0.37,0.2,0.53,0.9614000000000001
permutation-4-7,permutation,287,answer,v0,v0,True,0.27,0.45,0.45,0.43740000000000007
permutation-4-9,permutation,288,answer,v0,v0,True,0.19,0.39,0.39,0.5334
decision-10-appointment-check-False,decision,289,answer,no,no,True,1.0,1.0,1.0,0.0
permutation-2-20,permutation,290,answer,v0,v0,True,0.24,0.44,0.44,0.42060000000000003
decision-0-appointment-described-False,decision,291,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
decision-9-inspection-direct-False,decision,292,answer,bring,bring,True,0.98,0.99,0.99,0.0002000000000000002
decision-6-collection-direct-False,decision,293,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
records-0-middle-1,competing_records,294,answer,red,red,True,1.0,1.0,1.0,0.0
permutation-0-8,permutation,295,answer,v0,v0,True,0.7,0.77,0.77,0.07139999999999999
decision-0-inspection-described-False,decision,296,answer,bring,bring,True,0.93,0.97,0.97,0.0018000000000000017
decision-7-appointment-described-False,decision,297,answer,go_without,go_without,True,1.0,1.0,1.0,0.0
decision-9-service-check-False,decision,298,answer,yes,yes,True,0.99,1.0,1.0,0.0
logic-2-0-no,logic_depth,299,answer,no,no,True,0.99,0.99,0.99,0.0002000000000000002
decision-10-appointment-check-True,decision,300,answer,no,no,True,1.0,1.0,1.0,0.0
