case_id,group,trial,question,expected,choice,correct,confidence,target_probability,top_probability,brier
dispersed-512-end-1,dispersed_records,32,answer,red,red,True,1.0,1.0,1.0,0.0
graph-128-0-yes,scrambled_logic,33,answer,yes,yes,True,0.78,0.86,0.86,0.0296
dispersed-512-end-1,dispersed_records,34,answer,red,red,True,1.0,1.0,1.0,0.0
dispersed-128-start-0,dispersed_records,35,answer,yellow,yellow,True,1.0,1.0,1.0,0.0
dispersed-1024-middle-1,dispersed_records,36,answer,red,yellow,False,0.76,0.16,0.82,1.3781999999999999
graph-128-0-no,scrambled_logic,37,answer,no,cannot_be_determined,False,0.82,0.12,0.88,1.5488
carry-16-0,carry_tracking,38,answer,office,office,True,0.88,0.91,0.91,0.014599999999999995
carry-8-0,carry_tracking,39,answer,kitchen,kitchen,True,0.83,0.86,0.86,0.029400000000000003
dispersed-1024-middle-1,dispersed_records,40,answer,red,yellow,False,0.86,0.08,0.9,1.6566
dispersed-128-middle-0,dispersed_records,41,answer,yellow,yellow,True,0.81,0.86,0.86,0.03660000000000001
graph-128-0-cannot_be_determined,scrambled_logic,42,answer,cannot_be_determined,yes,False,0.7,0.13,0.8,1.4018000000000002
graph-32-1-cannot_be_determined,scrambled_logic,43,answer,cannot_be_determined,yes,False,0.93,0.02,0.96,1.8823999999999999
carry-8-1,carry_tracking,44,answer,kitchen,garden,False,0.22,0.32,0.42,0.7063999999999999
dispersed-128-end-1,dispersed_records,45,answer,red,red,True,1.0,1.0,1.0,0.0
graph-8-0-no,scrambled_logic,46,answer,no,no,True,0.85,0.9,0.9,0.019999999999999997
graph-8-0-no,scrambled_logic,47,answer,no,no,True,0.82,0.88,0.88,0.0288
graph-128-1-no,scrambled_logic,48,answer,no,cannot_be_determined,False,0.79,0.14,0.86,1.4791999999999998
dispersed-512-start-1,dispersed_records,49,answer,red,red,True,1.0,1.0,1.0,0.0
graph-32-1-no,scrambled_logic,50,answer,no,no,True,0.31,0.54,0.54,0.42319999999999997
carry-32-1,carry_tracking,51,answer,hall,kitchen,False,0.74,0.01,0.81,1.6556000000000002
graph-8-0-cannot_be_determined,scrambled_logic,52,answer,cannot_be_determined,no,False,0.3,0.24,0.54,0.9176
graph-8-1-cannot_be_determined,scrambled_logic,53,answer,cannot_be_determined,yes,False,0.98,0.01,0.99,1.9602
dispersed-128-start-0,dispersed_records,54,answer,yellow,yellow,True,1.0,1.0,1.0,0.0
graph-128-1-yes,scrambled_logic,55,answer,yes,yes,True,0.6,0.73,0.73,0.1106
graph-8-0-yes,scrambled_logic,56,answer,yes,yes,True,0.98,0.98,0.98,0.0006000000000000007
dispersed-512-start-1,dispersed_records,57,answer,red,red,True,1.0,1.0,1.0,0.0
dispersed-512-end-0,dispersed_records,58,answer,yellow,yellow,True,1.0,1.0,1.0,0.0
dispersed-1024-end-0,dispersed_records,59,answer,yellow,yellow,True,1.0,1.0,1.0,0.0
graph-128-0-yes,scrambled_logic,60,answer,yes,yes,True,0.75,0.84,0.84,0.03920000000000001
dispersed-1024-end-1,dispersed_records,61,answer,red,red,True,1.0,1.0,1.0,0.0
carry-8-1,carry_tracking,62,answer,kitchen,garden,False,0.35,0.23,0.52,0.9258
dispersed-1024-end-1,dispersed_records,63,answer,red,red,True,1.0,1.0,1.0,0.0
dispersed-512-middle-0,dispersed_records,64,answer,yellow,green,False,0.67,0.23,0.75,1.1556
dispersed-512-middle-1,dispersed_records,65,answer,red,red,True,0.44,0.59,0.59,0.32820000000000005
graph-8-1-cannot_be_determined,scrambled_logic,66,answer,cannot_be_determined,yes,False,0.98,0.01,0.99,1.9602
graph-32-0-no,scrambled_logic,67,answer,no,cannot_be_determined,False,0.39,0.4,0.59,0.7081999999999999
dispersed-1024-middle-0,dispersed_records,68,answer,yellow,green,False,0.75,0.17,0.81,1.3452000000000002
dispersed-512-middle-0,dispersed_records,69,answer,yellow,green,False,0.7,0.22,0.76,1.1862000000000001
graph-32-0-no,scrambled_logic,70,answer,no,cannot_be_determined,False,0.39,0.4,0.6,0.72
graph-8-0-yes,scrambled_logic,71,answer,yes,yes,True,0.98,0.98,0.98,0.0006000000000000007
graph-32-1-cannot_be_determined,scrambled_logic,72,answer,cannot_be_determined,yes,False,0.95,0.02,0.97,1.9014
graph-128-0-no,scrambled_logic,73,answer,no,cannot_be_determined,False,0.82,0.12,0.88,1.5488
dispersed-128-middle-1,dispersed_records,74,answer,red,red,True,0.92,0.94,0.94,0.006200000000000007
graph-32-1-no,scrambled_logic,75,answer,no,cannot_be_determined,False,0.26,0.49,0.51,0.5202
dispersed-512-start-0,dispersed_records,76,answer,yellow,yellow,True,1.0,1.0,1.0,0.0
carry-16-1,carry_tracking,77,answer,garden,garden,True,0.96,0.98,0.98,0.0008000000000000008
dispersed-1024-end-1,dispersed_records,78,answer,red,red,True,0.99,1.0,1.0,0.0
graph-128-1-cannot_be_determined,scrambled_logic,79,answer,cannot_be_determined,yes,False,0.79,0.09,0.86,1.5702
graph-8-1-cannot_be_determined,scrambled_logic,80,answer,cannot_be_determined,yes,False,0.99,0.01,0.99,1.9602
graph-8-1-no,scrambled_logic,81,answer,no,no,True,0.87,0.92,0.92,0.012799999999999994
dispersed-1024-start-0,dispersed_records,82,answer,yellow,yellow,True,0.99,0.99,0.99,0.0002000000000000002
graph-128-1-yes,scrambled_logic,83,answer,yes,yes,True,0.52,0.68,0.68,0.15439999999999995
dispersed-128-middle-1,dispersed_records,84,answer,red,red,True,0.86,0.9,0.9,0.018199999999999994
graph-128-1-no,scrambled_logic,85,answer,no,cannot_be_determined,False,0.82,0.12,0.88,1.5488
graph-8-1-no,scrambled_logic,86,answer,no,no,True,0.92,0.95,0.95,0.0050000000000000044
graph-128-0-no,scrambled_logic,87,answer,no,cannot_be_determined,False,0.86,0.09,0.91,1.6562000000000001
graph-32-1-no,scrambled_logic,88,answer,no,cannot_be_determined,False,0.27,0.48,0.52,0.5408000000000001
graph-128-0-yes,scrambled_logic,89,answer,yes,yes,True,0.85,0.9,0.9,0.015799999999999995
graph-32-0-no,scrambled_logic,90,answer,no,cannot_be_determined,False,0.43,0.37,0.63,0.7938000000000001
graph-128-1-no,scrambled_logic,91,answer,no,cannot_be_determined,False,0.79,0.14,0.86,1.4791999999999998
graph-32-0-cannot_be_determined,scrambled_logic,92,answer,cannot_be_determined,yes,False,0.77,0.09,0.85,1.5542
dispersed-512-end-0,dispersed_records,93,answer,yellow,yellow,True,1.0,1.0,1.0,0.0
carry-32-1,carry_tracking,94,answer,hall,kitchen,False,0.48,0.02,0.6,1.4438
dispersed-1024-end-0,dispersed_records,95,answer,yellow,yellow,True,1.0,1.0,1.0,0.0
dispersed-1024-start-1,dispersed_records,96,answer,red,red,True,0.99,0.99,0.99,0.0002000000000000002
carry-32-0,carry_tracking,97,answer,garden,garden,True,0.88,0.91,0.91,0.012199999999999996
graph-32-0-yes,scrambled_logic,98,answer,yes,yes,True,0.95,0.96,0.96,0.002400000000000003
graph-32-1-yes,scrambled_logic,99,answer,yes,yes,True,0.93,0.95,0.95,0.0038000000000000043
dispersed-128-start-1,dispersed_records,100,answer,red,red,True,1.0,1.0,1.0,0.0
dispersed-1024-middle-0,dispersed_records,101,answer,yellow,green,False,0.96,0.02,0.96,1.8821999999999999
graph-8-0-cannot_be_determined,scrambled_logic,102,answer,cannot_be_determined,no,False,0.41,0.26,0.6,0.9271999999999999
dispersed-128-end-1,dispersed_records,103,answer,red,red,True,1.0,1.0,1.0,0.0
graph-128-1-cannot_be_determined,scrambled_logic,104,answer,cannot_be_determined,yes,False,0.78,0.09,0.85,1.5542
dispersed-128-end-0,dispersed_records,105,answer,yellow,yellow,True,0.99,1.0,1.0,0.0
carry-8-1,carry_tracking,106,answer,kitchen,garden,False,0.24,0.23,0.43,0.8934
dispersed-128-start-1,dispersed_records,107,answer,red,red,True,1.0,1.0,1.0,0.0
dispersed-128-end-1,dispersed_records,108,answer,red,red,True,1.0,1.0,1.0,0.0
dispersed-1024-start-1,dispersed_records,109,answer,red,red,True,0.99,0.99,0.99,0.0002000000000000002
graph-8-0-cannot_be_determined,scrambled_logic,110,answer,cannot_be_determined,no,False,0.34,0.28,0.56,0.8576
graph-8-0-no,scrambled_logic,111,answer,no,no,True,0.86,0.91,0.91,0.016199999999999992
carry-32-0,carry_tracking,112,answer,garden,garden,True,0.88,0.91,0.91,0.013399999999999995
dispersed-1024-end-0,dispersed_records,113,answer,yellow,yellow,True,0.99,1.0,1.0,0.0
dispersed-128-middle-1,dispersed_records,114,answer,red,red,True,0.8,0.85,0.85,0.03980000000000001
carry-32-1,carry_tracking,115,answer,hall,kitchen,False,0.74,0.03,0.81,1.6148
graph-8-1-yes,scrambled_logic,116,answer,yes,yes,True,0.99,1.0,1.0,0.0
carry-16-1,carry_tracking,117,answer,garden,garden,True,0.94,0.97,0.97,0.0018000000000000017
graph-8-0-yes,scrambled_logic,118,answer,yes,yes,True,0.99,1.0,1.0,0.0
carry-16-1,carry_tracking,119,answer,garden,garden,True,0.94,0.95,0.95,0.004200000000000004
dispersed-1024-middle-1,dispersed_records,120,answer,red,yellow,False,0.89,0.06,0.92,1.7302
graph-8-1-no,scrambled_logic,121,answer,no,no,True,0.92,0.95,0.95,0.0050000000000000044
graph-128-1-yes,scrambled_logic,122,answer,yes,yes,True,0.52,0.68,0.68,0.15859999999999996
dispersed-512-start-1,dispersed_records,123,answer,red,red,True,1.0,1.0,1.0,0.0
dispersed-128-end-0,dispersed_records,124,answer,yellow,yellow,True,1.0,1.0,1.0,0.0
dispersed-512-start-0,dispersed_records,125,answer,yellow,yellow,True,1.0,1.0,1.0,0.0
dispersed-1024-middle-0,dispersed_records,126,answer,yellow,green,False,0.87,0.08,0.9,1.6566
