id,group,factors,requests,correct,accuracy,question_count,mean_target_probability,mean_confidence,input_tokens,output_tokens,latency_ms,selections
graph-32-1-no,scrambled_logic,"{""depth"": 32, ""sample"": 1, ""label"": ""no""}",3,1,0.3333333333333333,3,0.5033333333333333,0.28,1547,44.666666666666664,329.66,"{""answer"": {""no"": 1, ""cannot_be_determined"": 2}}"
graph-32-1-cannot_be_determined,scrambled_logic,"{""depth"": 32, ""sample"": 1, ""label"": ""cannot_be_determined""}",3,0,0.0,3,0.023333333333333334,0.9366666666666666,1527,42,354.0,"{""answer"": {""yes"": 3}}"
graph-128-0-yes,scrambled_logic,"{""depth"": 128, ""sample"": 0, ""label"": ""yes""}",3,3,1.0,3,0.8666666666666667,0.7933333333333333,5001,42,365.88,"{""answer"": {""yes"": 3}}"
graph-128-0-no,scrambled_logic,"{""depth"": 128, ""sample"": 0, ""label"": ""no""}",3,0,0.0,3,0.11,0.8333333333333333,5003,46,316.73,"{""answer"": {""cannot_be_determined"": 3}}"
graph-128-0-cannot_be_determined,scrambled_logic,"{""depth"": 128, ""sample"": 0, ""label"": ""cannot_be_determined""}",3,0,0.0,3,0.11666666666666667,0.7066666666666667,4983,42,332.57,"{""answer"": {""yes"": 3}}"
graph-128-1-yes,scrambled_logic,"{""depth"": 128, ""sample"": 1, ""label"": ""yes""}",3,3,1.0,3,0.6966666666666667,0.5466666666666666,5001,42,320.94,"{""answer"": {""yes"": 3}}"
graph-128-1-no,scrambled_logic,"{""depth"": 128, ""sample"": 1, ""label"": ""no""}",3,0,0.0,3,0.13333333333333333,0.8,5003,46,365.24,"{""answer"": {""cannot_be_determined"": 3}}"
graph-128-1-cannot_be_determined,scrambled_logic,"{""depth"": 128, ""sample"": 1, ""label"": ""cannot_be_determined""}",3,0,0.0,3,0.09666666666666666,0.7633333333333333,4983,42,402.65,"{""answer"": {""yes"": 3}}"
carry-8-0,carry_tracking,"{""objects"": 8, ""sample"": 0, ""target"": 0}",3,3,1.0,3,0.79,0.7233333333333334,1141,48,300.77,"{""answer"": {""kitchen"": 3}}"
carry-8-1,carry_tracking,"{""objects"": 8, ""sample"": 1, ""target"": 1}",3,0,0.0,3,0.26,0.27,1141,48,290.52,"{""answer"": {""garden"": 3}}"
carry-16-0,carry_tracking,"{""objects"": 16, ""sample"": 0, ""target"": 0}",3,3,1.0,3,0.9,0.8633333333333333,2027,47,339.3,"{""answer"": {""office"": 3}}"
carry-16-1,carry_tracking,"{""objects"": 16, ""sample"": 1, ""target"": 1}",3,3,1.0,3,0.9666666666666667,0.9466666666666667,2027,48,337.04,"{""answer"": {""garden"": 3}}"
carry-32-0,carry_tracking,"{""objects"": 32, ""sample"": 0, ""target"": 0}",3,3,1.0,3,0.9133333333333333,0.8833333333333333,3867,48,341.08,"{""answer"": {""garden"": 3}}"
carry-32-1,carry_tracking,"{""objects"": 32, ""sample"": 1, ""target"": 1}",3,0,0.0,3,0.02,0.6533333333333333,3867,48,380.09,"{""answer"": {""kitchen"": 3}}"
dispersed-128-start-0,dispersed_records,"{""distractors"": 128, ""position"": ""start"", ""sample"": 0}",3,3,1.0,3,1.0,1.0,2182,45,363.35,"{""answer"": {""yellow"": 3}}"
dispersed-128-start-1,dispersed_records,"{""distractors"": 128, ""position"": ""start"", ""sample"": 1}",3,3,1.0,3,1.0,1.0,2182,45,386.43,"{""answer"": {""red"": 3}}"
dispersed-128-middle-0,dispersed_records,"{""distractors"": 128, ""position"": ""middle"", ""sample"": 0}",3,3,1.0,3,0.8733333333333333,0.8300000000000001,2182,45,320.69,"{""answer"": {""yellow"": 3}}"
dispersed-128-middle-1,dispersed_records,"{""distractors"": 128, ""position"": ""middle"", ""sample"": 1}",3,3,1.0,3,0.8966666666666666,0.86,2182,45,394.34,"{""answer"": {""red"": 3}}"
dispersed-128-end-0,dispersed_records,"{""distractors"": 128, ""position"": ""end"", ""sample"": 0}",3,3,1.0,3,1.0,0.9966666666666667,2182,45,363.79,"{""answer"": {""yellow"": 3}}"
dispersed-128-end-1,dispersed_records,"{""distractors"": 128, ""position"": ""end"", ""sample"": 1}",3,3,1.0,3,1.0,1.0,2182,45,561.62,"{""answer"": {""red"": 3}}"
dispersed-512-start-0,dispersed_records,"{""distractors"": 512, ""position"": ""start"", ""sample"": 0}",3,3,1.0,3,1.0,0.9966666666666667,7558,45,481.02,"{""answer"": {""yellow"": 3}}"
dispersed-512-start-1,dispersed_records,"{""distractors"": 512, ""position"": ""start"", ""sample"": 1}",3,3,1.0,3,1.0,1.0,7558,45,523.91,"{""answer"": {""red"": 3}}"
dispersed-512-middle-0,dispersed_records,"{""distractors"": 512, ""position"": ""middle"", ""sample"": 0}",3,0,0.0,3,0.26,0.6366666666666667,7558,45,544.24,"{""answer"": {""green"": 3}}"
dispersed-512-middle-1,dispersed_records,"{""distractors"": 512, ""position"": ""middle"", ""sample"": 1}",3,1,0.3333333333333333,3,0.41333333333333333,0.51,7558,45,522.65,"{""answer"": {""yellow"": 2, ""red"": 1}}"
dispersed-512-end-0,dispersed_records,"{""distractors"": 512, ""position"": ""end"", ""sample"": 0}",3,3,1.0,3,1.0,1.0,7558,45,516.09,"{""answer"": {""yellow"": 3}}"
dispersed-512-end-1,dispersed_records,"{""distractors"": 512, ""position"": ""end"", ""sample"": 1}",3,3,1.0,3,1.0,1.0,7558,45,467.14,"{""answer"": {""red"": 3}}"
dispersed-1024-start-0,dispersed_records,"{""distractors"": 1024, ""position"": ""start"", ""sample"": 0}",3,3,1.0,3,0.9866666666666667,0.9833333333333333,14726,45,571.91,"{""answer"": {""yellow"": 3}}"
dispersed-1024-start-1,dispersed_records,"{""distractors"": 1024, ""position"": ""start"", ""sample"": 1}",3,3,1.0,3,0.99,0.99,14726,45,563.0,"{""answer"": {""red"": 3}}"
dispersed-1024-middle-0,dispersed_records,"{""distractors"": 1024, ""position"": ""middle"", ""sample"": 0}",3,0,0.0,3,0.09000000000000001,0.86,14726,45,507.76,"{""answer"": {""green"": 3}}"
dispersed-1024-middle-1,dispersed_records,"{""distractors"": 1024, ""position"": ""middle"", ""sample"": 1}",3,0,0.0,3,0.1,0.8366666666666667,14726,45,512.69,"{""answer"": {""yellow"": 3}}"
dispersed-1024-end-0,dispersed_records,"{""distractors"": 1024, ""position"": ""end"", ""sample"": 0}",3,3,1.0,3,1.0,0.9966666666666667,14726,45,663.01,"{""answer"": {""yellow"": 3}}"
dispersed-1024-end-1,dispersed_records,"{""distractors"": 1024, ""position"": ""end"", ""sample"": 1}",3,3,1.0,3,1.0,0.9966666666666667,14726,45,457.1,"{""answer"": {""red"": 3}}"
