episode,profile,move,input_tokens,output_tokens,latency_ms,planner_ms,proposal,action,overridden,shortest
unassisted-1013,unassisted,43,600,38,393.34,1.8,straight,straight,False,True
unassisted-1013,unassisted,44,597,38,374.96,0.86,straight,straight,False,True
unassisted-1013,unassisted,45,596,38,302.43,0.47,straight,straight,False,True
unassisted-1013,unassisted,46,595,38,378.91,0.27,straight,straight,False,True
unassisted-1013,unassisted,47,594,38,346.16,0.09,straight,straight,False,True
unassisted-1013,unassisted,48,594,38,295.02,0.19,straight,straight,False,False
unassisted-1013,unassisted,49,594,38,310.94,0.12,straight,straight,False,False
unassisted-1013,unassisted,50,594,38,337.6,1.68,straight,straight,False,False
unassisted-1013,unassisted,51,594,38,343.68,0.5,straight,straight,False,False
unassisted-1013,unassisted,52,594,38,377.89,1.19,straight,straight,False,False
unassisted-1013,unassisted,53,595,38,308.35,0.87,left,left,False,True
unassisted-1013,unassisted,54,595,38,342.04,0.39,straight,straight,False,True
unassisted-1013,unassisted,55,595,38,314.76,0.14,straight,straight,False,True
unassisted-1013,unassisted,56,595,38,453.51,0.19,left,left,False,True
unassisted-1013,unassisted,57,595,38,308.4,0.08,straight,straight,False,True
unassisted-1013,unassisted,58,595,38,412.74,0.17,straight,straight,False,True
unassisted-1013,unassisted,59,595,38,492.9,0.18,straight,straight,False,True
unassisted-1013,unassisted,60,595,38,408.66,0.15,straight,straight,False,True
unassisted-1013,unassisted,61,600,38,395.68,0.58,straight,straight,False,False
unassisted-1013,unassisted,62,600,38,698.9,0.29,straight,straight,False,False
unassisted-1013,unassisted,63,600,38,665.45,0.34,straight,straight,False,False
unassisted-1013,unassisted,64,600,38,539.64,0.9,straight,straight,False,False
unassisted-1013,unassisted,65,601,38,396.99,1.16,straight,straight,False,False
unassisted-1013,unassisted,66,604,38,436.12,1.89,straight,straight,False,False
unassisted-1013,unassisted,67,605,38,449.86,2.09,left,left,False,False
unassisted-1013,unassisted,68,606,38,427.28,24.47,left,left,False,True
unassisted-1013,unassisted,69,606,38,766.42,2.05,straight,straight,False,True
unassisted-1013,unassisted,70,604,38,483.22,1.82,straight,straight,False,True
unassisted-1013,unassisted,71,604,38,375.83,2.21,straight,straight,False,True
unassisted-1013,unassisted,72,603,38,405.15,0.7,straight,straight,False,True
unassisted-1013,unassisted,73,602,38,430.65,0.45,straight,straight,False,True
unassisted-1013,unassisted,74,601,38,509.34,0.22,straight,straight,False,True
unassisted-1013,unassisted,75,601,38,426.35,0.24,straight,straight,False,False
unassisted-1013,unassisted,76,601,38,418.27,0.6,straight,straight,False,False
unassisted-1013,unassisted,77,601,38,405.93,0.44,straight,straight,False,False
unassisted-1013,unassisted,78,601,38,407.63,1.05,straight,straight,False,False
unassisted-1013,unassisted,79,601,38,425.68,1.88,left,left,False,True
unassisted-1013,unassisted,80,601,38,469.9,0.43,straight,straight,False,True
unassisted-1013,unassisted,81,601,38,463.86,0.16,straight,straight,False,True
unassisted-1013,unassisted,82,601,38,505.8,0.11,straight,straight,False,True
unassisted-1013,unassisted,83,601,38,545.88,0.43,straight,straight,False,False
unassisted-1013,unassisted,84,601,38,458.1,0.23,straight,straight,False,False
unassisted-1013,unassisted,85,601,38,442.43,0.17,left,left,False,True
unassisted-1013,unassisted,86,601,38,596.15,0.12,straight,straight,False,True
unassisted-1013,unassisted,87,601,38,491.22,0.14,straight,straight,False,True
unassisted-1013,unassisted,88,601,38,392.24,0.09,straight,straight,False,True
unassisted-1013,unassisted,89,601,38,421.25,0.28,straight,straight,False,False
unassisted-1013,unassisted,90,601,38,585.64,0.2,straight,straight,False,False
unassisted-1013,unassisted,91,601,38,516.68,0.13,straight,straight,False,False
unassisted-1013,unassisted,92,601,38,376.33,0.66,straight,straight,False,False
unassisted-1013,unassisted,93,601,38,426.93,0.23,straight,straight,False,False
unassisted-1013,unassisted,94,602,38,510.88,0.23,straight,straight,False,False
unassisted-1013,unassisted,95,605,38,382.25,0.47,straight,straight,False,False
unassisted-1013,unassisted,96,606,38,347.63,0.36,left,left,False,True
unassisted-1013,unassisted,97,607,38,405.67,0.26,left,left,False,True
unassisted-1013,unassisted,98,607,38,401.24,0.24,straight,straight,False,True
unassisted-1013,unassisted,99,605,38,583.6,0.28,right,right,False,True
unassisted-1013,unassisted,100,605,38,506.14,0.29,right,right,False,False
unassisted-1013,unassisted,101,608,38,926.76,0.5,straight,straight,False,False
unassisted-1013,unassisted,102,608,38,925.21,0.24,left,left,False,True
unassisted-1013,unassisted,103,608,38,565.73,0.45,left,left,False,True
unassisted-1013,unassisted,104,608,38,449.03,0.63,straight,straight,False,True
unassisted-1013,unassisted,105,606,38,433.93,0.45,straight,straight,False,True
unassisted-1013,unassisted,106,605,38,482.55,0.36,straight,straight,False,True
unassisted-1013,unassisted,107,604,38,465.26,0.16,left,left,False,True
unassisted-1013,unassisted,108,603,38,599.65,0.19,straight,straight,False,False
unassisted-1013,unassisted,109,602,38,557.31,0.25,right,right,False,True
unassisted-1013,unassisted,110,602,38,633.14,0.18,straight,straight,False,True
assisted-1016,assisted,1,563,38,418.8,0.41,right,right,False,True
assisted-1016,assisted,2,563,38,384.42,0.22,straight,straight,False,True
assisted-1016,assisted,3,563,38,292.1,0.07,straight,straight,False,True
assisted-1016,assisted,4,564,38,346.78,0.05,right,right,False,True
assisted-1016,assisted,5,564,38,318.63,0.07,left,left,False,True
assisted-1016,assisted,6,568,38,350.46,0.02,straight,straight,False,True
assisted-1016,assisted,7,576,38,343.48,0.05,right,right,False,True
assisted-1016,assisted,8,577,38,303.36,0.05,right,right,False,True
assisted-1016,assisted,9,575,38,335.03,0.05,straight,straight,False,True
assisted-1016,assisted,10,571,38,278.41,0.05,straight,straight,False,True
assisted-1016,assisted,11,570,38,275.68,0.03,straight,straight,False,True
assisted-1016,assisted,12,576,38,368.82,0.04,straight,straight,False,True
assisted-1016,assisted,13,575,38,369.08,0.04,right,right,False,True
assisted-1016,assisted,14,574,38,317.09,0.03,left,left,False,True
assisted-1016,assisted,15,581,38,269.72,0.56,right,right,False,True
assisted-1016,assisted,16,580,38,386.37,0.18,right,right,False,True
assisted-1016,assisted,17,582,38,542.43,0.06,left,left,False,True
assisted-1016,assisted,18,580,38,324.77,0.16,straight,straight,False,True
assisted-1016,assisted,19,580,38,329.05,0.08,right,right,False,True
assisted-1016,assisted,20,580,38,298.48,0.32,left,left,False,True
assisted-1016,assisted,21,586,38,313.89,0.16,straight,straight,False,True
assisted-1016,assisted,22,586,38,311.28,0.09,left,left,False,True
assisted-1016,assisted,23,586,38,341.51,0.1,straight,straight,False,True
assisted-1016,assisted,24,586,38,295.16,0.07,straight,straight,False,True
assisted-1016,assisted,25,586,38,295.53,0.23,right,right,False,True
assisted-1016,assisted,26,595,38,277.61,2.57,left,left,False,True
assisted-1016,assisted,27,593,38,270.84,1.37,straight,straight,False,True
assisted-1016,assisted,28,593,38,347.08,0.29,left,left,False,True
assisted-1016,assisted,29,592,38,416.28,0.4,straight,straight,False,True
assisted-1016,assisted,30,592,38,401.02,0.22,straight,straight,False,True
assisted-1016,assisted,31,592,38,463.44,0.2,right,right,False,True
assisted-1016,assisted,32,592,38,348.95,0.13,left,left,False,True
assisted-1016,assisted,33,592,38,510.95,0.11,straight,straight,False,True
assisted-1016,assisted,34,592,38,564.62,0.07,straight,straight,False,True
assisted-1016,assisted,35,592,38,445.15,0.1,straight,straight,False,True
assisted-1016,assisted,36,599,38,336.45,0.23,straight,straight,False,True
assisted-1016,assisted,37,600,38,296.83,0.19,left,left,False,True
assisted-1016,assisted,38,600,38,302.56,0.08,straight,straight,False,True
assisted-1016,assisted,39,600,38,339.81,0.13,right,right,False,True
assisted-1016,assisted,40,604,38,341.62,0.08,straight,straight,False,True
assisted-1016,assisted,41,614,38,302.55,244.78,left,left,False,True
assisted-1016,assisted,42,615,38,305.83,33.23,straight,straight,False,True
assisted-1016,assisted,43,616,38,310.73,16.39,left,left,False,True
assisted-1016,assisted,44,615,38,379.32,25.5,straight,straight,False,True
assisted-1016,assisted,45,612,38,332.57,26.85,straight,straight,False,True
assisted-1016,assisted,46,612,38,429.99,16.48,right,right,False,True
assisted-1016,assisted,47,612,38,362.56,2.44,left,left,False,True
assisted-1016,assisted,48,610,38,325.12,1.89,straight,straight,False,True
assisted-1016,assisted,49,610,38,345.44,1.68,right,right,False,True
assisted-1016,assisted,50,608,38,383.38,0.23,left,left,False,True
assisted-1016,assisted,51,607,38,343.28,0.42,straight,straight,False,True
assisted-1016,assisted,52,606,38,1445.18,0.38,right,right,False,True
assisted-1016,assisted,53,605,38,494.12,0.48,left,left,False,True
assisted-1016,assisted,54,604,38,361.95,0.16,straight,straight,False,True
assisted-1016,assisted,55,604,38,405.67,0.08,straight,straight,False,True
assisted-1016,assisted,56,604,38,446.46,0.11,straight,straight,False,True
assisted-1011,assisted,1,563,38,584.78,0.34,right,right,False,True
assisted-1011,assisted,2,563,38,451.78,0.28,straight,straight,False,True
assisted-1011,assisted,3,563,38,440.61,0.19,right,right,False,True
assisted-1011,assisted,4,563,38,470.01,0.25,left,left,False,True
assisted-1011,assisted,5,564,38,477.78,0.14,straight,straight,False,True
assisted-1011,assisted,6,568,38,517.65,0.1,straight,straight,False,True
assisted-1011,assisted,7,577,38,465.77,1.41,left,left,False,True
assisted-1011,assisted,8,577,38,394.11,0.19,straight,straight,False,True
assisted-1011,assisted,9,578,38,445.39,0.24,left,left,False,True
assisted-1011,assisted,10,575,38,371.6,0.36,straight,straight,False,True
assisted-1011,assisted,11,571,38,493.34,0.36,straight,straight,False,True
assisted-1011,assisted,12,570,38,459.42,0.26,straight,straight,False,True
assisted-1011,assisted,13,569,38,475.97,0.15,straight,straight,False,True
assisted-1011,assisted,14,568,38,489.5,0.08,straight,straight,False,True
assisted-1011,assisted,15,568,38,300.85,0.09,straight,straight,False,True
assisted-1011,assisted,16,576,38,519.66,1.87,right,right,False,True
assisted-1011,assisted,17,574,38,534.09,0.91,straight,straight,False,True
assisted-1011,assisted,18,574,38,411.98,0.43,right,right,False,True
assisted-1011,assisted,19,574,38,444.67,0.38,left,left,False,True
assisted-1011,assisted,20,574,38,436.02,0.19,straight,straight,False,True
assisted-1011,assisted,21,574,38,500.04,0.09,right,right,False,True
assisted-1011,assisted,22,574,38,363.74,0.08,left,left,False,True
assisted-1011,assisted,23,576,38,425.17,0.1,right,right,False,True
assisted-1011,assisted,24,584,38,575.61,4.41,right,right,False,True
assisted-1011,assisted,25,584,38,436.79,5.84,straight,straight,False,True
assisted-1011,assisted,26,583,38,384.16,4.88,straight,straight,False,True
assisted-1011,assisted,27,581,38,411.79,2.51,right,right,False,True
assisted-1011,assisted,28,581,38,657.93,0.78,left,left,False,True
assisted-1011,assisted,29,580,38,489.76,0.74,straight,straight,False,True
assisted-1011,assisted,30,580,38,385.19,0.44,right,right,False,True
assisted-1011,assisted,31,580,38,458.14,0.15,left,left,False,True
assisted-1011,assisted,32,580,38,407.95,0.16,straight,straight,False,True
assisted-1011,assisted,33,580,38,421.63,0.09,right,right,False,True
assisted-1011,assisted,34,580,38,369.7,0.19,left,left,False,True
assisted-1011,assisted,35,580,38,424.09,0.1,straight,straight,False,True
assisted-1011,assisted,36,590,38,506.29,9.2,left,left,False,True
assisted-1011,assisted,37,590,38,472.28,4.36,left,left,False,True
assisted-1011,assisted,38,590,38,488.27,1.16,right,right,False,True
assisted-1011,assisted,39,587,38,925.3,2.87,left,left,False,True
assisted-1011,assisted,40,586,38,964.48,0.9,straight,straight,False,True
assisted-1011,assisted,41,586,38,493.21,0.89,straight,straight,False,True
assisted-1011,assisted,42,586,38,450.3,0.43,right,right,False,True
assisted-1011,assisted,43,586,38,393.1,0.24,left,left,False,True
assisted-1011,assisted,44,586,38,525.75,0.1,straight,straight,False,True
assisted-1011,assisted,45,586,38,426.59,0.14,right,right,False,True
assisted-1011,assisted,46,586,38,539.73,0.13,straight,straight,False,True
assisted-1011,assisted,47,597,38,544.36,67.17,right,right,False,True
assisted-1011,assisted,48,597,38,598.62,78.17,right,right,False,True
assisted-1011,assisted,49,598,38,416.4,5.32,left,left,False,True
assisted-1011,assisted,50,596,38,361.77,6.29,straight,straight,False,True
assisted-1011,assisted,51,596,38,462.8,2.2,right,right,False,True
assisted-1011,assisted,52,596,38,438.45,2.64,left,left,False,True
assisted-1011,assisted,53,594,38,389.15,1.85,straight,straight,False,True
assisted-1011,assisted,54,594,38,370.52,0.99,right,right,False,True
assisted-1011,assisted,55,593,38,366.27,0.33,left,left,False,True
assisted-1011,assisted,56,594,38,319.33,0.13,straight,straight,False,True
assisted-1011,assisted,57,598,38,509.17,0.13,right,right,False,True
